itraconazole_both	methotrexate_both	tamoxifen_both	beauvericin_both	benomyl_both	bisantrene_both	camptothecin_both	cisplatin_both	colchicine_both	cycloheximide_both	fluconazole_both	imatinib_both	ketoconazole_both	miconazole_both	mitoxantrone_both	valinomycin_both
TWAS21010313	0.879986631393116	1.00970848933078	1.05978609207362	1.01299831468459	0.958685320498985	0.925291026366909	1.05129794711381	1.06787043664125	0.989026431568333	1.03306575473964	0.637468963178006	1.00538511425766	0.723610428131565	0.913284648765712	1.01975220713559	0.970839949677335
TWAS21010314	0.874294972172813	0.969171408464595	1.0816072984421	0.999438230039607	0.85984144361283	0.929215694809347	1.07072108378503	1.00758440536655	0.984140657199072	1.0407344995706	0.684150153917204	0.995385138516516	0.756244905698325	0.951496520632464	1.00635967612371	0.981784407996037
TWAS21010318	0.9201644544209	1.00835648134045	0.978053203764385	-0.135625893008233	0.435519466482295	0.336163393057128	0.966953304084681	0.9812996648315	1.00214893709017	1.07523933760695	0.627060483342394	0.987171782878807	0.958545813521722	1.24962974857873	1.0115178739967	0.916252958318864
TWAS21010321	0.513968240673265	1.01034223001023	0.195102808648003	1.01926112683758	1.07051212310522	0.8970875859632	1.00072441081716	0.945072242133833	0.995058377860594	0.876986828987338	0.388037062137608	1.02225104282059	0.541744131261876	0.422284793717865	1.01557332323909	1.01622654511431
TWAS21010323	0.880109379678568	0.976442568265923	0.955785492530807	1.00707947019784	0.67927104889048	0.289187145381647	0.941646072622183	1.05087028025519	1.0098237396677	1.06881966850702	0.649794845343506	0.981688881556334	0.858636427794961	0.986351571671459	0.963140189987379	1.00885544220616
TWAS21010324	0.872695039463958	1.01030802379702	0.9208300650668	0.988189934441867	0.796026351718847	0.161373952336842	0.858758083363916	1.03576116200715	0.992104981503609	1.07076200195633	0.622818973868699	0.987349373648737	0.775802082214643	0.916700828840218	0.993998053809654	0.975867645129766
TWAS21010401	0.844554978301875	1.0090459938604	1.04763833992234	0.994781026030894	0.899568752226427	0.935294950970298	1.0435974596355	0.990628282736593	0.993337262995129	1.05322632749754	0.650558205077957	1.0009770879003	0.723815219205195	0.888197990415983	1.00563013590935	0.951499010584132
TWAS21010402	0.913932187774275	1.02936634757121	1.00244788429605	-0.191758449712086	0.26222144518749	0.0598865694911034	0.940158760009609	1.07086629697303	1.00456133365483	1.0806069486642	0.549737650530379	0.980155596107987	0.685705501031799	1.18633105656264	0.994929616865845	0.908586263467184
TWAS21010405	0.920211006613963	1.02413691181959	0.969699059990012	-0.0984796916545959	0.240556232308654	0.086227366498859	1.00462774446084	1.04765845831583	0.970706323245286	1.07787565651008	0.751466216863855	0.920423643188377	0.81064467783889	1.20104058270149	0.991347309652465	0.919264198810581
TWAS21010406	0.962168045827899	0.952512008421068	0.982715300934162	-0.0397435975558543	0.655498054789425	0.0168495678632553	0.965731971372805	0.974351013061414	0.969528671846908	1.04010981790707	0.797213978679717	0.956498966302601	1.01097765907536	1.18335287882468	0.939816150043177	0.954633943975745
TWAS21010407	0.935418586961792	0.909490084815276	0.994927720624908	-0.16515109924442	0.603503120806308	0.0524466871002582	0.981502321622169	1.00476827359101	0.985533749467516	1.02714667612924	0.733716940217049	0.971694940526361	1.05665827030068	1.22603900897112	0.980460948239449	0.968630299527096
TWAS21010409	0.851188662742808	1.00826162774075	1.0380836673801	1.00892548089263	0.91335522839926	0.862410354812409	1.03947710452668	0.991807866792672	0.986422499949085	1.05477432795403	0.645802837437517	1.00161345556964	0.723291261855793	0.891097089841384	1.00889251855595	0.958896949188783
TWAS21010412	0.516625463074765	1.01071650649879	-0.15650530437968	1.009728384029	1.05248816160267	0.860027663665628	0.963721435400516	0.942945506771502	1.00049327095834	0.861385817736471	0.414239444158038	1.02289433319988	0.200879333041798	0.427252361109033	1.01045233333911	1.02009565374807
TWAS21010414	0.543636751676713	0.990962171255061	-0.107985093924844	1.02276628307383	1.05233397711643	0.832433082290496	0.98582227658855	0.957155688232553	1.00155901914053	0.873006219229954	0.411591752090133	1.02582737610038	0.172727021550663	0.34312034497754	1.0103777173945	1.01518398072592
TWAS21010416	0.540115567574797	1.00170494600037	-0.0819060110552096	1.02541559639276	1.03774764219868	1.05571898773163	1.00206223323767	1.00302457364788	1.00558474928932	0.892948699670639	0.41019394877038	1.01434367745103	0.448833265909551	0.457964482263945	1.02171510155696	1.02511767275897
TWAS21010417	0.39126651691184	0.916696839020163	0.001751354646081	-0.233677555024003	1.10249495434872	1.09892542495323	1.08153714072065	0.747149973023977	0.991745099814755	0.886011829925281	0.169448084399295	1.00108142620345	-0.118581967057432	0.105687593844708	1.02602033189277	1.00286276985133
TWAS21010419	0.85101875026238	1.01040940080041	1.04629556120668	0.991271858526099	0.906504845257275	0.905607379761135	1.05393693552253	0.993699047905952	0.983199691110995	1.06398323410123	0.646020495567382	0.998369680907334	0.696696935667878	0.893814575061832	1.01654655570471	0.951712715049782
TWAS21010422	0.5341055276224	1.01361504702658	-0.130737404530763	1.01263257551608	1.0427174302077	0.860578107281974	0.965354822531462	0.938761169773165	0.990550698783903	0.856395655673145	0.399981899154871	1.01970113334059	0.151497584098938	0.427535687166579	1.01430580611074	1.01878634846983
TWAS21010423	0.450925941569401	1.00437380675015	0.0662745667701385	1.03160793498992	0.805104111784332	0.0415972876309291	0.172100560188133	0.886395593996711	1.01259308972666	0.840517843999457	0.319038558178863	1.00478957851931	0.0501750904192306	0.182444988354135	0.94200956114537	1.02530018454567
TWAS21010504	0.946111707463963	1.01198431979812	1.14523597230183	-0.144815690119866	0.892936318531917	1.03414325898323	1.07684455348744	1.05406849319867	0.996312362013817	1.03505518150363	0.631017643884328	0.983660017186712	0.894390463617875	1.10357335558632	1.03041738730186	0.847677395553913
TWAS21010506	0.867266459734878	1.0084290832129	1.04834679160586	1.00366760908278	0.941796628251991	0.950378575995571	1.04833261865732	1.05774896916278	0.984573791021092	1.04985787438676	0.695041086086728	0.996099379762882	0.735915304118543	0.886636932247509	1.01662891211917	0.952450804809959
TWAS21010507	0.510859667219877	1.00605157354181	-0.10311353446531	1.0108674187747	0.781342872463625	0.0641578816524915	0.230303069105383	0.83973223959503	1.00205534848359	0.883422980555288	0.318827259460504	1.01878981573371	-0.0157973890474295	0.182563132909833	0.941446417319911	1.02848277657357
TWAS21010508	0.56055749913254	0.985260629449575	0.0308493521361032	1.01451933697337	1.04588208791361	0.87681092514892	0.956197588233184	1.01767953073373	0.994285677127184	0.866874912881156	0.428116969604889	1.00825846262031	0.172620603371437	0.444219247634347	1.01087572125439	1.01004289537305
TWAS21010511	0.55531589914355	1.01089327017572	-0.0842047140091522	1.02658119056415	1.03469775562063	0.994147969572182	0.989005211168523	1.00216514066532	0.993299408714286	0.870191830006218	0.473346463304479	1.00893833164829	0.125592568399417	0.412370889122886	1.01503356437555	1.01502915002669
TWAS21010512	0.873769008158389	1.01563277628213	1.17548924470045	-0.109875758048473	0.911412719814708	0.960878829368439	1.09297938007207	0.972127528880807	0.976127979410966	1.05045176087302	0.618024120918242	0.972435666464554	0.833722215820944	1.14772846112792	1.02510322522846	0.896606253085468
TWAS21010514	0.920183088033477	1.00797780653381	0.965157905387119	-0.0528339325930566	0.593743814149967	0.0383767081388945	0.934749778614018	0.935201149778091	1.00383942540509	1.05662717443969	0.748624930069601	0.992294818252874	0.717079940793954	1.14744319683236	0.984779993182743	0.91570591739134
TWAS21010518	0.894272331566569	0.951774416149944	0.948088976595734	0.987808232294377	0.639482250370588	0.0935202358667504	0.931082617296559	0.993092270391812	0.986701651185392	1.07217889157226	0.605479442292956	0.97436545941785	0.76513905462416	0.977982666259001	0.960303695209569	0.991824272085127
TWAS21010519	0.861914786484083	1.01704038398323	1.03027973498837	1.01338281517443	0.932993257143917	0.942769319361612	1.05627255367166	1.04538704577247	0.990930613422367	1.04074835563845	0.641935183920841	0.990248152215528	0.743231715939576	0.889639013962463	1.01508841409595	0.962293607938226
TWAS21010522	0.481203661128929	1.01293860679862	0.0186771036585947	1.00993664681325	0.81157972751793	0.026949076520655	0.0606203212019558	0.828017112110129	1.00604318222278	0.867167120447955	0.343448185129647	1.01667611409042	0.13154367726219	0.163052672976974	0.940913292636159	1.02900145666792
TWAS21010523	0.411358062897096	0.941453009962898	-0.00140486586439384	0.084760646470988	1.14093244658672	1.08475910050549	1.07403713599098	0.918703430509075	1.00249641137093	0.787083286644764	0.293035910028935	1.01157078787063	0.0114967596503268	0.273243551037257	1.01987532144939	0.985109563732263
TWAS21010524	0.874943424567838	1.00555490329666	1.0143980085416	1.01225382459732	0.910170096657747	0.92682445151067	1.02922626179274	1.03350056846427	0.998049638954789	1.0545559972836	0.625678731949539	0.993565822589291	0.735628217641174	0.888749243207951	1.01079914603146	0.954430004385935
TWAS21010602	0.955537500255716	0.983350867418164	0.997267762636296	-0.181655285598318	0.270141878574662	0.192232811118374	0.976840317190208	1.03306779496544	0.999124923250365	1.05908842394524	1.00676307304076	0.962108900885995	1.05970031934019	1.22748586475209	1.01839874996201	0.963072747580393
TWAS21010603	0.849152581768912	1.01725251177558	1.05367490794287	0.99899183766998	0.897002808946589	0.853420798368916	1.0438456319621	0.996852790213295	0.990509429979267	1.05793905148048	0.650918075127263	1.00485832368073	0.699182986553987	0.892907131243508	1.00641641514748	0.955020184113451
TWAS21010604	0.569313238722509	0.997643015344165	-0.105063428074521	1.03507507740892	1.03929074642689	0.88440136435897	0.980046569936981	1.00840738167878	0.999539109490902	0.859020855944685	0.416987989779293	1.01215479442855	0.207914828403243	0.324105277538233	1.01101864509718	1.01800484733911
TWAS21010606	0.422885858171718	0.997016083331143	-0.196470793387169	0.553924892776333	1.11836242079273	1.17406464939669	1.07188821616037	0.884780299216803	0.991562809149241	0.545974216805945	0.0735752550000763	0.969509346154178	-0.179030688712575	0.0693589395058186	1.00173189891418	1.00396680173556
TWAS21010608	0.55421027330529	0.989657732695357	-0.106270138180931	1.01780045726981	1.01348506932844	0.811844818622789	0.97443714601272	0.95752188334294	0.994105967640742	0.866830781139605	0.393659760657719	1.02565043650977	0.238846189282509	0.369805653711159	1.01343782636707	1.00888747695573
TWAS21010609	0.547250217905392	0.985721165519441	0.519485547504764	1.02390115636748	1.04916134618568	0.897377839975173	0.990822972451159	1.0216177469337	1.00135611828906	0.83535638329094	0.400097997558209	1.0155852738764	0.245217816742157	0.358547265309215	1.0161352234543	1.016849345584
TWAS21010615	0.545655312013912	0.984982783513263	-0.150077992106323	1.0177498877494	1.01479761004688	0.883555375922919	0.992239736894142	1.00437298477497	1.0020472197604	0.845758855846222	0.398392595938017	1.00706721996839	0.177886640505293	0.39101954902359	1.0177862827909	1.01348269990525
TWAS21010617	0.890841347657294	0.977301155519175	1.05510379318517	0.99879678043396	0.904180884921081	0.938251223010291	1.07289273771017	1.06810444136236	0.991198649067883	1.05963810425525	0.839155987027054	0.9826390215101	0.792046583985623	0.932178897253177	1.00323140748804	0.976035839866502
TWAS21010619	0.464859598143915	0.968899051551569	-0.221958912738527	0.348085380736872	0.75630846081843	0.0386649052031708	-0.128750919262942	0.88360250077026	0.999999721889908	0.80995895817929	0.0717016126016723	0.999449382460381	0.0974980914000423	-0.691251916079552	0.765079049783964	0.986607643249329
TWAS21010621	0.902949912974718	0.973982960550163	0.94976644034819	0.976996295265397	0.80636638146392	0.0780808927540945	0.916856576581136	1.02703864615566	0.987384762693587	1.06730797234385	0.713019675921804	0.979292414196837	0.763605531349162	0.939140665805941	0.939116565081675	0.987518509079025
TWAS21010622	0.514469643319697	0.985659592713128	-0.123567791296132	1.01298312093584	0.71171342421234	-0.0299087041763403	0.193635069252531	0.844217233233317	1.01053410101498	0.863090459261257	0.386816227589077	1.01414752761805	0.121310600717144	-0.197272638212555	0.800447268726719	1.03253817949807
TWAS21010623	0.905237226262061	0.982346344764209	1.07402926502831	1.01735665410395	0.885305080659584	1.00583474919968	1.08102419240781	1.06681100426967	0.983996845054462	1.07035892503473	0.674066574550781	0.973709044966655	0.761801392699421	0.936031001728298	1.01514292636391	0.98354872565948
TWAS21010624	0.878985014319408	0.972408534829972	1.0421389652355	1.0024963164612	0.882060653328734	0.821149063816008	1.05194348753696	1.00972561459642	0.988957476768387	1.03389725854208	0.696516894245232	0.994778455681671	0.757000622316944	0.908641832485421	0.999104113697124	0.96819589192726
TWAS21010701	0.434499333082856	1.02579086718019	-0.0624669902710738	0.0349521574462217	0.800050069567627	0.00411359559280014	0.0228224589119458	0.782555220163514	0.986383202677021	0.807720872116306	0.143431948580689	1.00114990088486	0.0482711729769015	-0.18625134875829	0.862823648907593	1.0242182519148
TWAS21010702	0.872006078169277	0.98113034421824	1.05685766252726	1.01241605561743	0.904624421081974	0.894291450906749	1.06754933642214	1.05934076533419	0.99386350118816	1.03611491949679	0.683039876455697	0.984815111288559	0.802974484084458	0.94221445003581	1.00886285556934	0.985413214627026
TWAS21010705	0.553081525472243	0.992583786678927	-0.0813613914004965	1.01947759693409	1.04877483035486	0.880788627014281	0.963802950833444	1.00249702427423	0.997273853105236	0.848226956030519	0.399680539442782	1.01165694367576	0.223758929314522	0.419374085428367	1.01813044568292	1.0165246057638
TWAS21010708	0.864659203174079	1.00842476587269	0.917873843501382	0.990515559406334	0.803707534042695	0.222473339646727	0.864678527630164	1.03164534264892	1.00128458980177	1.05941947488807	0.648685707864547	0.989670404338815	0.745200173211259	0.913143458432658	1.00144542653294	0.974854668610212
TWAS21010712	0.903322374567655	0.983419397482146	1.07497038570081	1.01924664650111	0.858443742179327	0.974567457447118	1.0895886015732	1.08241111662371	0.98516730228202	1.07929345578481	0.66666598124565	0.983114231048154	0.83090539963862	0.954213961241967	1.01241098823454	0.96912332291991
TWAS21010714	0.481426599025538	1.00163121593628	-0.143761006042013	-0.0972031655431723	1.13371250928333	1.05065137949094	1.05826435075182	0.908972823105052	0.956933462839669	0.835485449850411	0.131492619266918	1.04114759900482	-0.0371965607953618	0.068547618669562	1.00498359810228	1.02786187314356
TWAS21010715	0.87549401491224	0.98469023894547	0.942403891478303	0.98583309574893	0.747243770216043	0.15424613145222	0.936132477443623	1.00458194490239	0.994653242205539	1.0753543806953	0.715363214251311	0.985382824521387	0.897302788211216	0.946126657444124	0.967884666178811	0.979775655010081
TWAS21010716	1.00394001235058	0.891372366224958	1.15642759417645	-0.106987830451243	0.846976567663123	0.921073403526896	1.04461851297922	1.04624173822824	0.940090362557758	1.09861127903049	0.702255937256507	0.92847676578685	0.804230640160782	1.14339369986207	0.972874786008575	0.861278794340752
TWAS21010719	0.89199790373128	0.984959574488321	1.02940008073197	1.01096140690265	0.91558575115041	0.730050648702374	1.04914663031514	1.06681732078661	0.995266277758423	1.04422347857649	0.639651298506348	0.995585852660714	0.789665036532731	0.924972441302396	1.00074963375626	0.985248748564556
TWAS21010721	0.464503864523709	1.00260372314859	-0.0439073528289369	1.02253606887688	0.854043010472635	0.0658484597583709	0.29037578579328	0.912947039011505	1.00293928497689	0.855569552199861	0.276389605999591	1.01228956450884	0.0350511752607679	0.203097995367133	0.937078677753702	1.03277376848911
TWAS21010722	0.8939033360058	0.989106773593213	0.934951608823537	0.994333404581623	0.666058511492442	0.152870445116317	0.925670060503154	1.0399176866806	0.99877994596492	1.0468813643985	0.641593612334065	0.972220465546874	0.838596994392129	0.969568412203515	0.97064860831432	0.985802476642051
TWAS21010724	0.89758798811423	0.98176446300204	0.945575931692122	0.994480323257051	0.763816424430309	0.0715612892054877	0.929084854633276	1.05290251455591	0.986784197906338	1.06928621153756	0.769715894531013	0.982457720849897	0.813550921853554	0.955819166913352	0.954036597301643	0.993366831851276
TWAS21010803	0.526547958689627	0.990721427766462	-0.181827793247613	0.999157518335987	1.02593413497241	0.732494987065885	0.985091283477723	0.945055007626535	0.985493087937754	0.863661640929715	0.431118242256107	1.01992024571431	0.211568875140316	0.381454148940133	1.00790094169229	1.00463960775842
TWAS21010807	0.538618587457922	0.97941820291369	-0.056438591007712	1.01928639948671	1.04283485514299	0.780115247086787	0.982052409782509	0.948548270708752	1.00731902433038	0.866262048250216	0.40494573631883	1.02559284793742	0.274957128449205	0.384398342277318	1.01431239168852	1.01400048899513
TWAS21010813	0.528465643480627	1.00995990930872	-0.11167158274482	1.00282587717003	1.0329271293389	0.862023362300779	0.973319755897852	0.957360250261576	0.987614895734673	0.871684956594083	0.392187694918558	1.01644112449405	0.195573638349587	0.414577313396611	1.01119164112943	1.01121755355409
TWAS21010815	0.525957502323705	1.01056570543264	0.0511716165873395	1.00752907908615	1.04689927526542	0.909959210647952	0.986993190268349	0.941098689620331	1.00314012146411	0.874717104181602	0.370628665070555	1.02492420335476	0.290363784384095	0.419107039184291	1.01229614014624	1.01473667837934
TWAS21010816	0.882890726728981	1.00698696181397	1.02607390315467	1.01705803769375	0.926336392582136	0.959194322536807	1.05421658827113	1.04948217408396	1.00077092404032	1.02989944660108	0.637731889897135	0.986623254797115	0.760846310230037	0.914336105200567	1.01101940204346	0.933132530756024
TWAS21010817	0.855788866965669	1.01202854650266	1.03219639611237	1.00398885888906	0.898137501358678	0.829128743451494	1.03668766765536	0.987700966119587	0.983303914112126	1.02827538135503	0.613486547303584	0.997441720517754	0.761523249394119	0.884615297552004	1.00980524046947	0.945717533924768
TWAS21010819	0.489787258050059	0.986254017837486	-0.157585018838033	1.01645241110113	0.669152796611905	0.0661866633434255	0.268347036348562	0.831048399992482	1.00251290588773	0.832220538080164	0.314897476090421	1.02257248674982	0.0401706555152691	-0.278815648451104	0.806536721037133	1.01415850674567
TWAS21010822	0.540217522898716	0.993806571453138	-0.129321823914851	1.02833309016626	1.03261057359975	0.837923911249847	0.998089027892197	1.00147949844088	1.00106027728881	0.851436187289015	0.433863065465246	1.01371799728505	0.119359047239225	0.422765216877867	1.01853826569584	1.02969957998641
TWAS21010823	0.887964196568471	0.987305477549471	0.933084724448467	0.981971509661575	0.692541692017864	0.317462233082791	0.914326037000905	0.993859663719449	1.00604967994591	1.07024332922527	0.705938900011628	0.998532275176652	0.760005622189221	0.945018540716169	0.965372854382461	0.977307792265866
TWAS21010824	0.487077058035558	1.00355920763195	-0.0537464909308074	1.02004271174801	0.825440906974286	-0.253135630050122	0.0977456150162107	0.901144583755104	1.00826738727196	0.853510792267223	0.303856203262518	1.00401292640568	0.113262344290091	0.158201648751994	0.922978784575581	1.03065817438738
TWAS21010901	0.517390620775408	0.980770444806281	-0.159694993832086	1.03915929204514	0.748826791510071	0.0019797521683747	0.176758847086354	0.922729616978359	1.02121650957376	0.820849592264349	0.378370991255932	0.996698183527225	0.250401213785659	-0.0406846186086159	0.750343813778693	1.03700212713679
TWAS21010902	0.448692541815788	1.03699817909155	-0.217179074194613	0.26543497023501	1.14641814143	1.17627498885475	1.0434973842299	1.00945584419608	0.990966340177268	0.812113415861883	0.199318712413224	1.01795708592603	0.0511454814988405	0.270957367597469	1.04357898282694	1.02089014486171
TWAS21010903	0.511337427409382	1.01858892438871	0.174001701478787	1.03448834647945	0.864777782115462	0.0578349564050014	0.0592749936404674	0.933150887477049	1.00116802708807	0.81474638588847	0.338449161473786	1.01209306366423	0.220936351318019	0.100334247663254	0.889759309562522	1.02262020897827
TWAS21010904	0.874672601370094	0.965423407819091	0.959266070527437	0.991193113605073	0.695009993529773	0.106276394689112	0.963570140006107	0.982619245489114	0.999742597105306	1.07213512952853	0.658347405069839	0.995364619996679	0.763616410915825	0.985490415559392	0.964611689990892	0.993653959933734
