itraconazole_A	methotrexate_A	tamoxifen_A	beauvericin_A	benomyl_A	bisantrene_A	camptothecin_A	cisplatin_A	colchicine_A	cycloheximide_A	fluconazole_A	imatinib_A	ketoconazole_A	miconazole_A	mitoxantrone_A	valinomycin_A
TWAS21010103	0.569831734086497	1.0243152984903	0.470482166021141	1.03430637460096	1.15257090812074	1.1335639438071	1.09333284267275	0.944523767905278	0.934757169011104	0.918152386910402	0.691886620605904	0.997681628747803	0.663100177557798	0.825340165781944	1.04505184135717	0.992405494171872
TWAS21010104	0.546978681349711	1.00053826062403	0.411901736552308	1.03339863052379	1.28025730622618	1.2147483410984	1.01957150924749	0.979493152618947	1.01943032613299	0.907065332486235	0.625776507129747	1.05402018918537	0.60390194832698	0.530460256953268	1.05984399265848	1.05452315403078
TWAS21010105	0.787248490046818	1.02096958650513	1.34003430899539	1.01790500696901	0.979587934669955	1.10448161252278	1.0968782388049	0.979508416425432	0.913535970837354	1.08456631285515	0.838212537078732	0.944472141810514	0.892515367570852	1.15171902362317	1.03657839248061	0.933325292162539
TWAS21010106	0.513162460684278	1.02595575966096	0.502807474786255	1.04584434665761	0.858731043546315	0.609292169341858	0.6164446774265	0.871425591766217	0.997230364288773	0.920604852999808	0.587363963910752	1.01157229662882	0.589274375747552	0.693257999734204	0.920176348547718	1.03619999704671
TWAS21010112	0.801791256057059	0.969601277653763	1.22564926226384	1.02416471570389	0.777944138944847	0.679071160233027	0.999210540643546	0.969493294132593	1.00763144044573	1.06731275294459	0.868987858659552	0.999183317907116	0.887685341463857	1.21539536487541	0.929317979709987	1.00762236620025
TWAS21010114	0.538935999205296	0.994012624962748	0.478348821037992	1.03971715748693	1.17762545943847	1.06140897474104	1.0614721898621	0.935992883783515	1.00933777645327	0.907808783289534	0.665474610098164	1.02986462933362	0.582707955171448	0.790667641985677	1.04038543162382	1.029963967381
TWAS21010115	0.518370789835063	1.02847260162722	0.426498383119472	1.04902507272271	0.843066609571342	0.623827946192579	0.520198086322224	0.922334814243315	1.00774662965315	0.912400513857921	0.570411824638601	1.00773370937495	0.545161909543287	0.631746230970276	0.926466082423992	1.04159591276228
TWAS21010116	0.557089865931181	0.998514955531629	0.48187895458769	1.04433378563738	1.19703249214613	1.17733329891889	1.06075131635227	0.999904131207504	1.01338383652159	0.909235298889397	0.670224259229215	1.0210579489978	0.610481408828778	0.762129245881329	1.02599887907258	1.02765814663501
TWAS21010121	0.540240721248455	1.02185712324379	0.52906503134868	1.05006635851906	0.844645096334264	0.628081094686742	0.570097478376276	0.872124845544826	1.01200860372523	0.929100727655485	0.578243558647202	1.02295547114549	0.581602672646561	0.720076884353119	0.947115463823166	1.04461123060729
TWAS21010122	0.534620427725279	0.989660442193788	0.473554279513496	1.04067459420355	1.1648686530723	1.06983768142153	1.05633675453271	0.921290410091785	1.00382511190487	0.895323778089253	0.662892797395669	1.01734412442917	0.620500067821133	0.807369896459737	1.0481982185649	1.02266130126147
