CTRL_alpha	itraconazole_alpha	methotrexate_alpha	tamoxifen_alpha	beauvericin_alpha	benomyl_alpha	bisantrene_alpha	camptothecin_alpha	cisplatin_alpha	colchicine_alpha	cycloheximide_alpha	fluconazole_alpha	imatinib_alpha	ketoconazole_alpha	miconazole_alpha	mitoxantrone_alpha	valinomycin_alpha
TWAS21160422	1.06965	0.78472	1.1174	0.66292	1.20438	1.25362	1.083857	1.090632	1.0027252	1.13301	1.019674	0.73917	1.097497	0.7202	0.55567	1.043478	1.08719
TWAS21160423	1.021358	0.917276	1.14271	1.36611	1.035096	1.071855	0.9986617	1.16471	0.952065	1.048637	1.089028	0.80789	1.016123	0.922485	1.23663	1.062865	1.026195
TWAS21160424	0.85916	0.93373	0.9910566	0.9969291	0.46845	0.73432	0.60072	0.86731	0.81709	0.9933167	0.924633	0.80676	0.945242	0.86149	1.26249	0.89166	0.89588
TWAS21160502	1.071419	0.83639	1.075995	0.64576	1.20505	1.2611	1.14005	1.10428	1.051981	1.078665	1.0098512	0.73023	1.083527	0.69339	0.57131	1.099014	1.10422
TWAS21160504	1.042157	1.0172	1.0098982	1.19281	1.11911	0.87399	0.6721	1.029579	1.0098643	1.069176	1.10937	0.95636	1.034918	1.14084	1.34677	1.035691	1.063161
TWAS21160506	0.48194	0.47879	0.44364	0.58985	0.46481	0.49409	0.61952	0.57331	0.50566	0.48616	0.47969	0.48421	0.44358	0.41565	0.40134	0.43052	0.47678
TWAS21160512	1.05221	0.988223	1.021875	1.35749	1.1439	1.0399	1.085471	1.059571	1.0966	1.10155	1.12254	0.975382	1.031755	1.042289	1.33349	1.079839	1.072017
TWAS21160517	0.96782	0.58903	0.912101	0.58396	0.62927	1.16926	1.16869	1.017096	0.958223	1.057001	0.912753	0.58186	1.014429	0.56844	0.58627	1.051393	1.058897
TWAS21160518	0.932235	0.61226	0.926752	0.62809	0.65767	1.075191	1.056359	1.037879	0.955776	0.973474	0.82499	0.60183	0.9952	0.61832	0.52842	0.940027	0.9924186
TWAS21160522	1.050167	0.79407	1.039809	0.61372	1.16461	1.17434	0.999931662	1.098644	1.0098452	1.063619	0.987547	0.73365	1.052829	0.75737	0.58888	1.060227	1.070254
TWAS21160524	1.080606	1.053871	1.079068	0.59677	1.19022	0.83674	0.81736	0.939962	1.061848	1.086649	1.01331	0.71149	1.082132	0.68952	0.58086	1.10482	1.12038
TWAS21160602	1.02605	0.936528	0.931648	1.041388	1.087945	1.15459	0.8722	0.975556	0.935193	1.11491	0.957673	0.74186	1.014042	0.87196	1.1111	1.050526	1.04281
TWAS21160604	1.0041378	1.22898	1.056291	1.1774	0.56494	0.70598	0.71326	0.9982376	1.059818	1.043746	1.096608	0.88012	1.0095704	1.043096	1.38115	1.002857	0.957802
TWAS21160605	1.058345	0.989613	1.060844	1.34758	1.16828	1.10563	1.069408	1.17749	1.10991	1.050509	1.13422	0.87029	1.05708	1.015832	1.29917	1.067505	1.037412
TWAS21160606	1.053599	1.00013716	1.043929	1.21593	1.14085	0.920184	0.67673	1.020652	1.095541	1.055201	1.13228	0.86685	1.035573	1.046136	1.32807	1.044264	1.041849
TWAS21160607	1.067104	0.903957	1.077581	0.59229	1.16895	1.2017	1.060912	1.079079	0.9930391	1.089782	0.9953562	0.73104	1.084705	0.68723	0.5921	1.084233	1.089787
TWAS21160608	1.054679	0.69801	1.10116	0.7105	1.19161	0.934171	0.67669	0.71314	0.9942031	1.099847	1.0093517	0.7445	1.071697	0.6986	0.5929	0.975071	1.055736
TWAS21160612	1.064302	0.949639	1.084382	1.35478	1.1537	1.086334	1.04063	1.18684	1.03418	1.065385	1.1438	0.83214	1.077649	0.961987	1.3002	1.078691	1.043685
TWAS21160613	1.041254	0.927285	1.047347	1.28093	1.13265	1.04621	0.972859	1.13359	0.9942997	1.039066	1.09019	0.77573	1.049817	0.84572	1.3056	1.048406	1.039184
TWAS21160615	1.061498	1.051395	1.11068	1.34347	1.18748	1.13032	1.17914	1.13639	1.10574	1.065407	1.11004	0.88023	1.084381	1.060405	1.32613	1.043255	1.040366
TWAS21160617	1.020389	0.64023	1.063979	0.65576	0.62985	1.21484	1.20551	1.066782	0.967018	1.034962	0.946549	0.68128	1.080188	0.63238	0.56791	1.029417	1.03882
TWAS21160619	0.89093	0.941611	0.86954	1.26731	0.56081	0.953943	0.905697	1.036566	0.970344	1.00075229	0.974645	1.014035	0.983032	0.931008	1.25255	0.939259	0.918853
TWAS21160621	0.975913	0.941783	0.9923719	1.33402	0.60383	0.9904106	1.14652	1.092041	1.0082088	1.057416	1.055277	1.29899	1.022352	0.912069	1.30978	1.026093	0.928835
TWAS21160623	1.020615	0.5708	1.066831	0.67901	0.65163	1.1904	1.11382	1.033722	0.9980777	1.041371	0.9969147	0.61474	1.064592	0.60379	0.46529	1.035594	1.02359
TWAS21160624	1.013641	0.955725	1.000037706	1.20922	0.5582	0.84404	0.59844	1.00945	0.953464	1.039834	1.015173	0.84831	0.981439	0.940464	1.31375	1.075843	0.962718
TWAS21160702	1.0023169	0.84094	1.027846	0.62196	0.61685	1.21247	1.2094	1.099448	0.950101	1.023811	0.918454	0.65684	1.05918	0.59479	0.51215	1.023926	1.022113
TWAS21160705	0.59994	0.4392	0.47742	0.62381	0.22261	0.76603	0.77794	0.73205	0.65388	0.42999	0.65331	0.49912	0.59923	0.49665	0.40775	0.59193	0.44667
TWAS21160707	1.023878	0.9922818	1.10019	1.343	1.065441	1.045404	0.978881	1.1357	1.036419	1.025541	1.08062	0.84044	1.0036634	0.9905768	1.27092	1.05167	1.020156
TWAS21160708	0.961637	0.59006	1.01116	0.68439	0.64836	0.76613	0.59023	0.65461	0.922815	0.985906	0.919263	0.58086	1.032972	0.55485	0.47634	0.953285	0.984584
TWAS21160713	1.04866	0.65502	1.084863	0.65373	1.18002	0.919228	0.64519	0.65502	0.9926028	1.098973	0.987627	0.73261	1.082334	0.66189	0.64354	0.979574	1.065383
TWAS21160716	1.064982	0.9967447	1.083878	1.36669	1.16699	1.085068	1.15954	1.18007	1.098951	1.089792	1.12746	0.85986	1.068793	1.029479	1.31208	1.073959	1.058122
TWAS21160717	0.85659	0.52915	0.901926	0.55036	0.55708	0.71564	0.60291	0.56348	0.82356	0.966492	0.79343	0.54656	0.979727	0.53411	0.44354	0.8783	0.932917
TWAS21160718	1.06264	0.85218	1.063714	0.64185	1.19869	1.22849	1.014926	1.10958	1.081323	1.050514	1.0063541	0.75731	1.076632	0.79329	0.6347	1.070539	1.079879
TWAS21160719	0.88898	0.81903	1.027388	0.57805	0.55298	1.12538	1.18289	0.920533	0.89588	1.0035708	0.8176	0.53668	0.9937668	0.54179	0.47846	0.943706	0.966128
TWAS21160722	1.030149	0.85659	1.031553	0.60765	1.11893	0.88851	0.61302	0.65517	0.947589	1.062515	0.960162	0.68962	1.043551	0.63761	0.57775	0.926704	1.059344
TWAS21160724	1.049321	0.934469	1.048879	1.28628	1.13903	1.084418	0.980953	1.127	0.99942943	1.056532	1.096435	0.7818	1.038089	0.84544	1.30227	1.057498	1.040624
TWAS21160803	1.0024885	0.84167	1.020373	0.61208	0.6172	1.20751	1.13432	1.084347	0.956246	1.047032	0.91541	0.63251	1.062894	0.58869	0.45973	1.01558	1.016325
TWAS21160807	0.918485	0.941923	1.032505	1.050968	0.49788	0.75516	0.58985	0.89238	0.84886	0.985166	0.9561	0.79834	0.937849	0.88451	1.29392	0.9927907	0.921473
TWAS21160808	1.06273	1.026716	1.078364	1.34083	1.18249	1.067215	1.026468	1.16053	1.061604	1.12251	1.14376	0.87897	1.071329	1.05943	1.32855	1.052551	1.070433
TWAS21160809	0.953369	0.72296	0.929335	0.60858	0.62441	0.82716	0.62595	0.59857	0.83585	0.98189	0.88129	0.57231	1.0048692	0.56145	0.48891	0.82773	0.97203
TWAS21160811	1.080275	0.69444	1.12439	0.70103	1.19272	1.2543	1.091302	1.094185	0.988053	1.10441	1.0059226	0.73289	1.1116	0.67903	0.58981	1.036831	1.099923
TWAS21160812	0.921015	0.910923	1.064788	0.53409	0.54893	1.15554	0.968979	0.95302	0.82808	1.02408	0.82295	0.57581	0.989846	0.51207	0.46226	0.94506	0.95182
TWAS21160815	1.012053	0.950155	1.091222	0.29219	1.070089	0.908409	0.54305	0.62558	0.925389	1.011353	0.925026	0.66753	0.996075	0.6121	0.50082	0.907701	1.042048
TWAS21160816	0.49301	0.950155	0.67052	1.15545	0.43844	0.55586	0.85338	0.90966	0.46703	0.949986	0.914571	0.88828	0.82994	0.93632	1.10114	0.5059	0.80667
TWAS21160818	0.901186	0.70506	0.8832	0.61704	0.22462	1.037811	0.937725	0.955451	0.86618	0.9960754	0.84152	0.56561	0.966822	0.54396	0.49586	0.955703	0.916545
TWAS21160822	1.03306	0.97918	1.13616	1.12275	1.033237	0.89267	0.61281	0.8959	0.949249	1.067455	1.087147	0.82025	1.0027359	0.932385	1.26654	1.063102	1.046652
TWAS21160824	1.065943	0.73281	1.072743	0.62421	1.1793	1.20705	1.055082	1.083708	1.0057453	1.082091	0.9987341	0.71684	1.086787	0.67064	0.5508	1.083417	1.10087
TWAS21160902	0.965538	0.83748	0.999955254	0.63831	0.62342	0.960342	0.61647	0.64765	0.912387	1.0269	0.88941	0.57725	1.034411	0.55285	0.40539	0.88019	1.0098878
TWAS21160906	1.068278	0.986186	1.079587	0.61592	1.18399	1.20376	1.073091	1.10434	0.9954942	1.080052	1.011346	0.71695	1.080972	0.66915	0.57592	1.081005	1.09723
TWAS21160914	1.033394	1.074825	1.0072528	0.58807	1.12828	0.973659	0.60263	0.60473	0.971383	1.10507	0.945472	0.61706	1.028456	0.61435	0.42375	0.9948598	1.077108
TWAS21160916	1.057322	1.0090588	1.10387	1.2788	1.16903	1.067805	1.011131	1.11476	1.0059823	1.074856	1.10333	0.80252	1.062381	0.922217	1.32549	1.036521	1.028496
TWAS21160918	1.064037	0.89368	1.086716	0.63766	1.16669	1.21936	1.033247	1.084957	0.987121	1.085716	1.00011101	0.69984	1.074895	0.65327	0.60182	1.083871	1.090725
TWAS21160924	1.06727	0.954529	1.084644	1.35108	1.17673	1.089841	1.069182	1.17529	1.12412	1.072073	1.12267	0.85807	1.079219	1.00023775	1.29771	1.062518	1.036074
TWAS21161006	1.064977	0.88407	1.077296	0.60285	1.1726	1.21418	1.079006	1.099503	0.988054	1.082483	0.990893	0.71195	1.072493	0.70238	0.58677	1.083449	1.088627
TWAS21161007	0.87401	0.924914	0.85611	1.2157	0.24614	0.46499	0.90238	0.978017	0.86284	0.918079	0.89725	0.76596	0.948149	0.84353	1.174	0.92818	0.86455
TWAS21161009	1.052915	1.0041059	1.080055	1.18313	1.14237	0.89385	0.67436	0.996917	1.015642	1.060422	1.1215	0.8861	1.041709	1.0012354	1.30734	1.048501	1.034999
TWAS21161013	1.013816	0.926871	1.12564	0.54306	1.049707	0.941296	0.56949	0.50658	0.85292	1.041351	0.915564	0.62071	1.014891	0.56069	0.5775	0.95126	1.058123
TWAS21161014	1.036228	0.86248	1.046788	0.6077	1.14545	0.957273	0.61107	0.61727	0.971059	1.066541	0.967938	0.69321	1.048228	0.65515	0.57748	0.974722	1.071891
TWAS21161015	1.045093	0.8645	1.032023	0.59273	1.13913	1.19767	0.965613	1.066695	0.9940914	1.096579	0.973207	0.72277	1.05386	0.68876	0.54467	1.064434	1.069967
TWAS21161017	1.040144	1.030031	1.032457	1.35048	1.13462	0.9908336	1.18786	1.18948	1.091391	1.019157	1.10726	0.86927	1.054179	1.040677	1.3249	1.046363	1.056586
TWAS21161019	1.062048	0.81957	1.048788	0.59325	1.16703	1.19705	0.984767	1.094479	1.00062125	1.082072	0.983162	0.72602	1.069539	0.69464	0.58981	1.075508	1.094305
TWAS21161024	0.80891	0.49535	0.62572	0.56331	0.51857	0.54736	0.59097	0.48706	0.66807	0.83916	0.50035	0.19835	0.86873	0.44965	0.43416	0.40545	0.86219
TWAS21161102	0.96866	1.068211	0.923969	1.15824	0.60923	0.73912	0.72135	1.045933	0.973231	1.024422	1.054042	1.068276	0.960182	1.26769	1.3901	0.978511	0.9963932
TWAS21161106	0.88239	0.975289	0.89817	1.031744	0.48971	0.5774	0.59	0.919061	0.87655	0.970825	0.88846	0.76645	0.953698	0.963676	1.25945	0.928341	0.923491
TWAS21161108	0.980158	1.038809	1.016233	1.14259	0.59887	0.81427	0.68295	1.0083097	0.98249	1.040479	1.071507	0.83549	1.015124	1.010844	1.39411	0.988954	0.961074
TWAS21161112	0.930971	0.925952	0.978906	1.3072	0.57509	0.917265	0.977644	1.072364	0.909281	1.0031994	0.9913492	0.77936	1.0080039	0.88006	1.27522	0.982073	0.908831
TWAS21161114	0.89629	0.54427	0.927439	0.5153	0.54295	1.068479	0.954653	0.982422	0.924488	0.982693	0.83353	0.5071	0.985304	0.53579	0.41529	1.11889	1.009841
TWAS21161116	0.75907	0.50977	0.47234	0.27297	0.52418	0.918313	0.89337	0.967129	0.77625	0.81617	0.7213	0.1984	0.936488	0.46273	0.4273	0.86272	0.46808
TWAS21161118	1.039663	0.85467	1.035682	0.26666	1.1515	1.17462	1.015471	1.097941	1.0032383	1.050286	0.96246	0.70828	1.060566	0.68672	0.54274	1.063837	1.076393
TWAS21161122	0.912988	0.85911	0.87733	0.58583	0.62576	1.092921	1.16636	1.020432	0.923643	1.0096098	0.84278	0.58344	1.010792	0.54871	0.38108	0.961113	0.953024
TWAS21161124	1.052201	0.926871	1.033851	0.60408	1.1419	1.15915	0.96102	1.069627	0.985775	1.10756	0.970388	0.72285	1.07572	0.68909	0.57687	1.077692	1.086466
TWAS21161205	1.060235	0.89368	1.066884	0.62756	1.16162	1.22674	1.03591	1.081558	0.9921198	1.079495	0.975663	0.70244	1.087672	0.64965	0.5717	1.078634	1.088002
TWAS21161209	1.0016804	0.957493	1.078999	0.58452	1.06344	0.89167	0.53987	0.57436	0.920564	1.058007	0.88382	0.65964	0.972933	0.60151	0.53252	0.969793	1.062246
TWAS21161213	1.050145	0.917769	1.14938	1.3455	1.076878	1.11679	1.038881	1.17069	1.05493	1.039167	1.11161	0.82697	0.9959773	0.946897	1.26065	1.073085	1.021809
TWAS21161215	0.903759	0.76221	0.974856	0.54938	0.53618	1.10651	0.956028	0.955333	0.86063	0.99976948	0.83335	0.58654	1.012182	0.54463	0.38544	0.943084	0.952864
TWAS21161217	1.067663	1.012815	1.12571	1.33365	1.18148	1.077689	1.081986	1.15732	1.039524	1.078584	1.13133	0.86457	1.073485	1.014415	1.30937	1.04262	1.031279
TWAS21161221	1.040839	0.911708	1.043796	1.27463	1.12272	1.060601	0.957999	1.11566	0.979877	1.048107	1.0814	0.76873	1.036871	0.8292	1.29413	1.049922	1.023538
TWAS21161224	1.046047	1.20156	1.066839	1.21335	1.14505	0.87189	0.70234	1.039401	1.024411	1.096242	1.11827	0.8795	1.052201	1.048695	1.35307	1.022508	1.052863
TWAS21161302	1.034064	0.8923	1.021289	1.27118	1.11858	1.027797	0.962374	1.11173	0.978643	1.069192	1.081836	0.77786	1.033815	0.80451	1.28579	1.050184	1.039418
TWAS21161303	1.043946	0.986239	1.039143	1.36691	1.14427	0.99969108	1.051895	1.17217	1.054253	1.06146	1.11166	0.8555	1.032562	1.027078	1.29419	1.059725	1.041552
TWAS21161304	1.055065	1.016275	1.048307	1.35134	1.14847	1.0392	1.010843	1.19565	1.047171	1.057693	1.12902	0.86262	1.060379	1.045838	1.32046	1.0519	1.056027
TWAS21161306	1.052028	1.014521	1.073578	1.19834	1.14879	0.935453	0.6727	1.0086798	1.040251	1.050643	1.1238	0.85099	1.052468	0.9941049	1.32202	1.045339	1.05683
TWAS21161308	1.029406	0.940232	1.040832	0.61309	1.1413	0.941931	0.60982	0.62686	0.914079	1.089294	0.946717	0.70224	1.044127	0.60983	0.56239	0.997405	1.078639
TWAS21161309	1.063977	1.016303	1.056705	1.32684	1.17888	1.049625	1.040112	1.18784	1.096385	1.076592	1.1445	0.88298	1.060922	1.059447	1.33396	1.070235	1.070049
TWAS21161311	1.042019	0.977458	1.15766	0.60249	1.11064	1.18848	1.076695	1.046465	0.9953221	1.069987	0.947481	0.67809	1.01563	0.6122	0.51715	1.091406	1.093348
TWAS21161312	1.046237	0.992293	1.029719	1.19775	1.12175	0.87592	0.68219	0.9972055	1.018293	1.065685	1.12608	0.85876	1.026456	1.029077	1.31728	1.039717	1.059739
TWAS21161313	1.049935	1.017971	1.062656	1.20328	1.14025	0.949273	0.70042	0.97688	1.086107	1.065823	1.11927	0.86442	1.033869	1.02592	1.31636	1.062649	1.055835
TWAS21161314	1.060206	0.8888	1.074788	0.59035	1.17716	1.21014	1.040135	1.087791	0.994103	1.080987	0.998634	0.71853	1.080638	0.68139	0.60084	1.072061	1.097489
TWAS21161318	1.045013	1.015615	1.0306	1.19516	1.11185	0.88357	0.67324	0.9930291	1.030472	1.066679	1.12472	0.95476	1.027917	1.023258	1.31922	1.049479	1.061998
TWAS21161322	0.9939631	0.88772	1.0022358	0.60513	0.60802	1.2229	1.26113	1.046422	0.98467	1.065774	0.87322	0.58345	1.05773	0.55781	0.47281	1.030093	1.021358
TWAS21161324	1.056636	0.89587	1.16293	1.31786	1.080328	1.15773	1.0018416	1.11978	0.977127	1.06461	1.067064	0.79457	1.025503	0.854	1.1551	1.089507	1.068887
TWAS21161401	1.04061	1.018436	1.032703	1.34646	1.14786	0.9987236	1.1414	1.16311	1.083149	1.073661	1.12005	0.87199	1.030151	1.050115	1.32786	1.052332	1.040125
TWAS21161404	1.059595	1.020731	1.054438	1.3498	1.15761	1.059964	1.041938	1.17235	1.049254	1.056786	1.12609	0.86237	1.049982	1.039409	1.32185	1.073304	1.073712
TWAS21161405	0.89138	0.50397	0.919149	0.59574	0.60511	0.81613	0.58156	0.5817	0.79709	0.965876	0.84778	0.56015	0.974168	0.53882	0.44746	0.79832	0.907863
TWAS21161408	0.89843	0.7162	0.86816	0.63551	0.55847	1.073789	1.010455	0.979156	0.87421	0.9970862	0.8433	0.59442	1.00027886	0.56371	0.48403	0.982281	0.974542
TWAS21161418	1.046212	0.912151	1.04035	0.58591	1.14531	1.1588	1.059625	1.091881	0.980955	1.093961	0.952304	0.71056	1.050733	0.69416	0.56255	1.074047	1.083145
TWAS21161419	1.071782	0.81919	1.12201	0.65033	1.21415	1.27088	1.16939	1.083779	1.056355	1.12431	1.034942	0.75789	1.08659	0.75199	0.68948	1.05227	1.081691
TWAS21161422	1.046547	0.975135	1.05058	1.19305	1.10433	0.906431	0.63711	0.972149	1.030086	1.036771	1.12826	0.81413	1.031384	0.956993	1.31598	1.064167	1.023834
TWAS21161423	1.061474	0.85093	1.066087	0.67013	1.16202	1.21064	1.058902	1.079888	0.981072	1.076438	0.979201	0.6993	1.06994	0.64692	0.57496	1.079653	1.091231
TWAS21161503	1.057913	0.980082	1.085652	1.36099	1.16494	1.086183	1.014356	1.1718	1.04864	1.046849	1.1325	0.8589	1.060067	0.998137	1.30126	1.078119	1.03184
