itraconazole_alpha	methotrexate_alpha	tamoxifen_alpha	beauvericin_alpha	benomyl_alpha	bisantrene_alpha	camptothecin_alpha	cisplatin_alpha	colchicine_alpha	cycloheximide_alpha	fluconazole_alpha	imatinib_alpha	ketoconazole_alpha	miconazole_alpha	mitoxantrone_alpha	valinomycin_alpha
TWAS21160103	0.568924859547548	1.04288720684458	0.626723442065253	0.682027265323734	0.853566911987987	0.627781219991165	0.664703657027682	0.942600878334882	1.02507861734854	0.941376450490455	0.643857448657605	1.05685586288883	0.570351861843825	0.458955871400948	0.915785210009333	1.02510256703742
TWAS21160106	0.738018094240032	1.07334801126804	0.542154195229351	1.02605974368096	1.11123823441751	0.9058772629818	1.00458124621434	0.896732076414994	1.02255915239734	0.894642874311371	0.670400246127813	0.986481237561412	0.639816942438781	0.514359058176539	1.02512618857621	1.01933641634058
TWAS21160108	0.88279721359242	1.01328078266407	0.591445883102098	1.09984948767922	0.940746386739479	0.574532543465257	0.619551164540841	0.943037840341161	1.0380516373039	0.923180827045906	0.655760955560272	1.00192096173514	0.599685467842464	0.552978407270903	0.958716207089516	1.03308376589545
TWAS21160113	0.655955035877148	1.01438509564862	0.625617567201297	1.11086490316261	0.87409094583478	0.592560187540716	0.659911270036757	0.948027826781613	1.04930551923196	0.941387820314692	0.713415532974166	1.0330259960723	0.706482613016581	0.593321001802179	0.900087969148982	1.01671984441348
TWAS21160116	0.940350726373724	0.99767983630376	0.567221452823023	1.10864336552214	1.1330636552403	1.1071885397517	1.0033281501229	0.985024741485018	1.05514545423628	0.931556115652981	0.669541049704028	1.01348831321454	0.661246653428382	0.52799783854457	1.02991839749997	1.0229314550336
TWAS21160118	0.988481447424582	0.996294163761486	1.16085964706231	1.08631323244216	0.859571627865673	0.633448776672997	0.978269151992758	1.02803105607262	1.01813577626336	1.07499806639568	0.832758026367679	0.988070854901377	1.00035234567689	1.27373439629054	0.993881216537903	1.00571678473589
TWAS21160119	0.803683207665814	0.996824591699294	0.577671645874059	1.09586256551714	1.1256504220263	0.974202538426905	1.00722849451641	1.02030817513284	1.00081593650323	0.928521492660371	0.692463178371888	1.00420031573608	0.715554466373727	0.595168212101697	1.01230553829962	1.02646996802745
TWAS21160121	0.898468090695035	1.00830683214664	1.26523700972805	1.09599527200068	1.04326494620025	1.02213810636122	1.09850936687961	1.03274890008349	1.02211840636404	1.06059156277263	0.813244026679425	0.990439872794304	0.930575146108312	1.20655916096774	1.01530033114757	0.985540202065685
TWAS21160122	0.967582436060002	1.01385721039815	1.34599901486213	0.580815923626099	0.954686625269775	1.09655933675296	1.13929809915868	1.05459305695402	1.02768178068615	1.06712685924991	0.836585804915007	1.02037534148479	0.971614973304346	1.32962950507702	1.01748619718979	0.96210285393254
TWAS21160203	0.921093015752781	1.00562125059032	1.27544688988951	1.0928941818981	0.991482556916214	1.05850832526757	1.10564977298976	1.02690831217532	1.01489336830834	1.05774149354505	0.806127172495055	0.989371899358012	0.948868221838806	1.22354547452389	1.01267049147367	0.977493488944064
