CTRL_alpha	itraconazole_alpha	methotrexate_alpha	tamoxifen_alpha	beauvericin_alpha	benomyl_alpha	bisantrene_alpha	camptothecin_alpha	cisplatin_alpha	colchicine_alpha	cycloheximide_alpha	fluconazole_alpha	imatinib_alpha	ketoconazole_alpha	miconazole_alpha	mitoxantrone_alpha	valinomycin_alpha
TWAS21160211	1.07392	0.87009	1.087223	0.66898	1.18021	1.25133	1.056634	1.10559	1.004076	1.05585	1.021345	0.73451	1.076796	0.70089	0.572	1.073455	1.065962
TWAS21160212	0.88524	0.51196	0.89979	0.26557	0.62758	0.79573	0.57649	0.61194	0.84634	0.957208	0.82743	0.5748	0.956332	0.5582	0.44872	0.63226	0.913288
TWAS21160213	1.044443	0.85508	1.067615	0.64624	1.15748	0.950242	0.60798	0.62746	0.934343	1.039854	0.991636	0.69448	1.056776	0.65524	0.61325	0.977455	1.053357
TWAS21160214	1.036617	0.80347	1.048354	0.4982	1.14132	0.917875	0.58911	0.57863	0.9196	1.083607	0.959939	0.67579	1.064882	0.58241	0.49274	0.9938068	1.0722
TWAS21160216	0.79569	0.80538	0.72266	1.081265	0.83987	0.71185	0.78222	0.923101	0.79074	0.928185	0.83055	0.71277	0.90713	0.7199	0.941214	0.81618	0.79491
TWAS21160217	1.044042	0.78568	1.030469	0.65783	1.1681	1.16417	1.10888	1.097543	1.035365	1.06792	0.970217	0.72313	1.070516	0.72588	0.5761	1.06437	1.06195
TWAS21160218	1.019966	0.948024	1.012816	1.14825	1.055092	0.936864	0.6316	0.89718	1.028845	1.01182	1.095208	0.81173	0.973998	1.043406	1.27805	1.037605	1.017317
TWAS21160219	1.0080234	0.78402	0.980981	0.48794	1.058653	0.932313	0.56948	0.53781	0.901116	1.033267	0.88763	0.66549	0.971371	0.60746	0.53125	0.903655	1.023214
TWAS21160221	1.038365	0.907927	0.9929322	1.19609	1.1104	0.948139	0.66181	0.962871	1.069686	1.086824	1.11091	0.85052	0.9934402	1.004202	1.24995	1.044965	1.016928
TWAS21160302	1.066637	0.81187	1.073712	0.61943	1.18921	1.21074	1.09071	1.12387	1.0075241	1.07025	1.015483	0.73783	1.063015	0.70841	0.60763	1.066628	1.07142
TWAS21160304	1.064805	0.923333	1.084035	1.34898	1.17125	1.099995	1.035437	1.16616	1.042786	1.049438	1.11708	0.84409	1.065925	0.986459	1.28164	1.068595	1.028554
TWAS21160306	1.05305	0.954073	1.078542	1.19562	1.13306	0.923984	0.68187	1.0014713	1.016075	1.049538	1.11279	0.8435	1.039304	0.987001	1.31347	1.061123	1.042554
TWAS21160308	0.989927	0.957059	1.023708	1.16674	0.60018	0.79082	0.66934	0.94435	1.035813	1.05641	1.076555	0.8282	1.0083023	0.96499	1.37851	0.997618	0.956539
TWAS21160309	0.958606	0.944052	0.937422	1.30804	0.54819	0.88198	0.970497	1.075206	0.960548	1.01378	1.016501	0.83213	0.9989024	0.972213	1.31243	0.943646	0.932564
TWAS21160311	1.025759	0.74737	1.020308	0.49597	1.13074	0.86428	0.60694	0.61798	0.911622	1.074397	0.951129	0.68868	1.050538	0.61759	0.59824	0.949423	1.04791
TWAS21160312	1.056201	0.93517	1.065597	1.18196	1.11517	0.902093	0.65136	0.948441	1.0028203	1.099093	1.12583	0.83554	1.05099	0.968243	1.29682	1.057996	1.044828
TWAS21160314	1.027566	0.935696	1.026711	1.13751	1.061372	0.88245	0.65575	0.903737	1.031123	1.075058	1.1004	0.81238	1.00098107	0.943729	1.27063	1.057677	1.062604
TWAS21160316	0.8961	0.927421	0.85003	1.24333	0.21882	0.85448	0.935154	1.023792	0.973865	0.977721	0.957808	0.78092	0.96823	0.934334	1.25283	0.926452	0.89567
TWAS21160318	0.984212	0.78578	1.022854	0.50297	0.64062	1.18779	1.16876	1.083275	0.928088	1.013701	0.88729	0.61877	1.03921	0.57709	0.47513	0.9939941	1.001251
TWAS21160322	1.041036	0.8838	1.044069	1.27952	1.13048	1.077673	0.970025	1.11113	0.985709	1.047991	1.078703	0.77051	1.029367	0.8242	1.30371	1.052038	1.024211
TWAS21160402	1.056035	0.982223	1.068352	1.18835	1.12655	0.86078	0.70621	0.979632	1.012219	1.077049	1.12704	0.8463	1.043522	1.013654	1.32193	1.053582	1.05346
TWAS21160403	0.987711	0.985426	0.937873	1.36906	0.60222	0.950366	1.027246	1.13658	1.0044604	1.014949	1.061143	0.85109	1.025509	1.026126	1.3508	0.9973017	0.965639
TWAS21160405	1.060164	0.931066	1.074146	1.33177	1.16279	1.11	1.088109	1.17092	1.088952	1.060324	1.13512	0.85156	1.049316	0.9947258	1.2934	1.065609	1.032292
TWAS21160409	1.051815	0.988472	1.061783	1.19966	1.15407	0.907709	0.67139	0.958806	1.081317	1.052181	1.12421	0.86646	1.045054	1.026063	1.32656	1.060759	1.047984
TWAS21160415	1.030202	0.976708	1.017272	1.17351	1.10324	0.78674	0.66911	1.0054099	1.013313	1.038758	1.10701	0.9965622	1.025859	1.033679	1.31584	1.024545	1.026919
TWAS21160417	1.057271	0.939544	1.093519	1.35673	1.16166	1.066846	1.035297	1.16462	1.040995	1.068703	1.13637	0.85988	1.066302	0.9965093	1.29673	1.056817	1.017532
TWAS21160418	1.030879	0.81178	1.02112	0.56383	1.14082	0.910391	0.60875	0.60397	0.962419	1.047608	0.945562	0.68903	1.024124	0.66067	0.59756	0.923197	1.039499
TWAS21160419	1.018035	0.933056	0.982635	1.13756	1.022227	0.91367	0.64956	0.945121	0.967875	1.036008	1.081224	0.81248	0.969082	0.948202	1.26615	1.01697	1.029388
TWAS21160421	1.036766	0.70392	1.078671	0.27384	1.15832	0.8674	0.62931	0.68476	0.936425	1.079467	0.982294	0.70931	1.064031	0.69991	0.57788	0.931632	1.055649
TWAS21160422	1.069514	0.76465	1.1173	0.67413	1.2041	1.25339	1.083277	1.090351	1.0024275	1.13274	1.019333	0.73978	1.097306	0.73072	0.55567	1.043554	1.076419
TWAS21160423	1.020805	0.89008	1.034932	1.36574	1.034073	1.049654	0.9983783	1.1642	0.950076	1.048007	1.088509	0.80769	1.01538	0.919976	1.23512	1.061617	1.018542
TWAS21160424	0.85829	0.906336	0.89565	0.9958184	0.46845	0.71103	0.61008	0.86731	0.81487	0.9925889	0.923948	0.78683	0.944045	0.85783	1.26087	0.88866	0.89509
TWAS21160502	1.071283	0.81668	1.075887	0.65493	1.20479	1.26096	1.13959	1.10399	1.051651	1.078485	1.0094768	0.72885	1.083353	0.70422	0.57131	1.099009	1.094647
TWAS21160504	1.04186	0.983222	1.0095133	1.1922	1.11864	0.8472	0.67899	1.028848	1.0089974	1.068804	1.10914	0.956206	1.034413	1.14049	1.34659	1.035085	1.054719
TWAS21160506	0.48194	0.47879	0.44364	0.58986	0.46481	0.49409	0.57395	0.57331	0.50566	0.48616	0.47969	0.48421	0.44358	0.41565	0.40134	0.43052	0.47678
TWAS21160512	1.052022	0.955143	1.021657	1.35728	1.14356	1.031229	1.084745	1.059305	1.096279	1.10134	1.12239	0.975298	1.031429	1.043822	1.33327	1.079549	1.062834
TWAS21160517	0.935869	0.57417	0.912101	0.58396	0.62925	1.082129	1.16757	1.01473	0.92618	1.052704	0.85483	0.61279	1.014416	0.56831	0.58627	0.987542	1.045269
TWAS21160518	0.931048	0.60986	0.925491	0.6281	0.6486	1.073959	1.055196	1.036966	0.953953	0.970474	0.82299	0.6243	0.99233	0.61469	0.52842	0.940358	0.984478
TWAS21160522	1.04998	0.75977	1.039616	0.6189	1.1643	1.17405	0.995587	1.098356	1.0093031	1.063379	0.987077	0.73409	1.05257	0.72187	0.58888	1.059996	1.060945
TWAS21160524	1.080095	1.0056393	1.078641	0.59678	1.18963	0.80653	0.81229	0.955335	1.060775	1.086044	1.012098	0.7126	1.081509	0.69767	0.58086	1.10413	1.11131
TWAS21160602	1.025655	0.9091	0.930988	1.045954	1.087415	1.15421	0.87384	0.974543	0.933432	1.11456	0.956733	0.75007	1.013561	0.86122	1.10727	1.049309	1.035076
TWAS21160604	1.0036113	1.055006	1.05591	1.17664	0.56609	0.65561	0.71228	0.980286	1.05914	1.04223	1.096291	0.88234	1.0081899	1.041593	1.38136	1.0016493	0.950379
TWAS21160605	1.058138	0.955297	1.06066	1.34734	1.16794	1.10496	1.068625	1.17731	1.10965	1.050206	1.13405	0.87178	1.056683	1.016442	1.2986	1.067313	1.027609
TWAS21160606	1.053341	0.966332	1.043686	1.21538	1.14043	0.912096	0.68444	1.019808	1.095183	1.054865	1.13208	0.86642	1.035116	1.045229	1.32778	1.043741	1.031905
TWAS21160607	1.066834	0.86491	1.077375	0.59229	1.16852	1.20129	1.059938	1.078489	0.9919107	1.089448	0.9946266	0.73394	1.084337	0.69825	0.5921	1.0838	1.080266
TWAS21160608	1.054451	0.79143	1.10099	0.71597	1.19127	0.932738	0.65589	0.72195	0.9937264	1.099392	1.0088202	0.74433	1.071322	0.6961	0.5929	0.974444	1.044734
TWAS21160612	1.064123	0.916103	1.084264	1.35457	1.15336	1.085651	1.039828	1.18669	1.033623	1.065122	1.14365	0.83187	1.077381	0.961984	1.29963	1.078476	1.034252
TWAS21160613	1.041046	0.89303	1.047171	1.28065	1.13229	1.045339	0.972054	1.1334	0.9936316	1.038756	1.090014	0.77902	1.049438	0.84508	1.30523	1.04816	1.030075
TWAS21160615	1.06113	0.935856	1.11044	1.34315	1.18704	1.12906	1.17865	1.1361	1.10554	1.064596	1.10976	0.88077	1.083751	1.06053	1.32598	1.043034	1.029344
TWAS21160617	1.019885	0.64416	1.063626	0.66413	0.63708	1.21434	1.20503	1.066222	0.965882	1.033543	0.945411	0.68121	1.079527	0.62069	0.56791	1.028539	1.031648
TWAS21160619	0.88981	0.912991	0.8683	1.26689	0.5588	0.87169	0.903387	1.035914	0.968792	0.99930846	0.973838	1.014177	0.981149	0.92903	1.25078	0.936519	0.90372
TWAS21160621	0.975099	0.914587	0.9917249	1.33366	0.58272	0.9904106	1.14566	1.091452	1.0068008	1.056475	1.054661	1.29933	1.020777	0.910185	1.30837	1.024383	0.923462
TWAS21160623	1.019418	0.55646	1.065962	0.67902	0.65161	1.18891	1.11232	1.032096	0.967697	1.037979	0.967102	0.63717	1.062355	0.60983	0.46529	1.033397	1.016893
TWAS21160624	0.966936	0.910142	0.941993	1.16246	0.55818	0.8471	0.59816	0.953021	0.946485	1.023338	1.011851	0.83717	0.964643	0.925051	1.31074	1.013105	0.940519
TWAS21160702	1.001952	0.77243	1.027582	0.62783	0.61675	1.21219	1.20891	1.099101	0.94902	1.023233	0.917581	0.65378	1.058723	0.59376	0.51215	1.022992	1.015594
TWAS21160705	0.54784	0.4392	0.47742	0.62382	0.22261	0.68106	0.72201	0.70437	0.6046	0.42999	0.58986	0.49409	0.59923	0.49665	0.40775	0.59108	0.44667
TWAS21160707	1.023497	0.960164	0.9958716	1.34269	1.064807	1.044324	0.981078	1.13527	1.035456	1.025068	1.080229	0.84085	1.0030584	0.992249	1.26954	1.050595	1.012271
TWAS21160708	0.960557	0.57517	1.010361	0.67055	0.65736	0.70479	0.58995	0.65159	0.912851	0.982813	0.916103	0.60363	1.031076	0.55756	0.47634	0.904084	0.979449
TWAS21160713	1.04851	0.66462	1.084748	0.66406	1.17975	0.912034	0.6303	0.65532	0.9923077	1.098633	0.987268	0.72726	1.082101	0.66258	0.61323	0.979095	1.054795
TWAS21160716	1.064473	0.962832	1.083486	1.36628	1.16633	1.083143	1.15878	1.17968	1.098423	1.089109	1.12703	0.85937	1.067984	1.029525	1.31132	1.073314	1.048198
TWAS21160717	0.85659	0.52915	0.90073	0.55036	0.55708	0.6916	0.58664	0.56348	0.79998	0.964011	0.78676	0.55084	0.976845	0.53411	0.44354	0.83978	0.89494
TWAS21160718	1.062435	0.82932	1.063536	0.6336	1.19836	1.22824	1.015194	1.10918	1.080982	1.050194	1.0058287	0.76207	1.07636	0.79634	0.6347	1.070336	1.069834
TWAS21160719	0.88796	0.69015	0.925167	0.57805	0.55004	1.12488	1.18235	0.919469	0.89394	1.0024771	0.79547	0.53651	0.9926791	0.54179	0.47846	0.940934	0.964353
TWAS21160722	1.029906	0.81959	1.031321	0.60765	1.11857	0.88376	0.60908	0.64511	0.946733	1.062222	0.959599	0.69052	1.043202	0.63224	0.57775	0.92513	1.050962
TWAS21160724	1.049066	0.902853	1.048648	1.28595	1.13861	1.083518	0.979827	1.12675	0.9987224	1.056171	1.096197	0.79176	1.03762	0.8446	1.30197	1.057118	1.031386
TWAS21160803	1.0021581	0.75081	1.020115	0.60897	0.6245	1.20724	1.13375	1.084021	0.955198	1.046498	0.914615	0.63283	1.062505	0.57993	0.45973	1.014651	1.010681
TWAS21160807	0.917592	0.913496	0.935932	1.049661	0.49788	0.73338	0.59681	0.89884	0.84916	0.983844	0.955208	0.7825	0.935826	0.88473	1.29268	0.9931912	0.9141
TWAS21160808	1.062508	0.919547	1.078164	1.34058	1.18211	1.065971	1.027446	1.16033	1.061301	1.12198	1.1436	0.88045	1.070957	1.060511	1.3287	1.052304	1.060058
TWAS21160809	0.952478	0.64338	0.928317	0.60858	0.62048	0.77581	0.60317	0.58833	0.83577	0.980012	0.86905	0.59371	1.0032443	0.55658	0.48891	0.80162	0.96778
TWAS21160811	1.079967	0.7186	1.12416	0.71635	1.19228	1.25375	1.090385	1.093654	0.987399	1.10371	1.0050991	0.73139	1.11122	0.6861	0.58981	1.036689	1.089229
TWAS21160812	0.920473	0.7703	0.956988	0.53409	0.54893	1.15531	0.967954	0.95241	0.82604	1.023436	0.82173	0.5807	0.98924	0.51207	0.46226	0.94275	0.9493
TWAS21160815	1.011605	0.8124	0.9904731	0.59826	1.069454	0.907079	0.56931	0.60226	0.923623	1.010892	0.923876	0.66957	0.9955551	0.62189	0.50082	0.8905	1.033705
TWAS21160816	0.49301	0.909111	0.60994	1.06903	0.43844	0.55586	0.79665	0.8125	0.46703	0.85574	0.81066	0.82131	0.82149	0.902026	1.10752	0.5059	0.73635
TWAS21160818	0.86241	0.6322	0.82824	0.61705	0.22462	1.0056567	0.927203	0.948068	0.82793	0.978912	0.81759	0.56653	0.963281	0.54396	0.49586	0.923682	0.88233
TWAS21160822	1.03281	0.948363	1.025518	1.12208	1.032693	0.89065	0.62358	0.8949	0.94802	1.067195	1.086888	0.8134	1.0023869	0.932617	1.2655	1.062262	1.03882
TWAS21160824	1.065851	0.71152	1.072672	0.6169	1.17908	1.2069	1.054535	1.083513	1.0053116	1.08197	0.9984913	0.71871	1.086678	0.6815	0.5508	1.083366	1.091581
TWAS21160902	0.96505	0.75531	0.99961391	0.63437	0.61865	0.8618	0.60531	0.63436	0.911073	1.026105	0.88845	0.58727	1.033443	0.54073	0.40539	0.85528	1.0065045
TWAS21160906	1.067966	0.83678	1.079359	0.61592	1.18356	1.20325	1.072174	1.10378	0.994464	1.079653	1.010555	0.71886	1.080607	0.6775	0.57592	1.080686	1.087546
TWAS21160914	1.032804	0.86836	1.0065949	0.58807	1.12753	0.974533	0.60236	0.60473	0.96985	1.10448	0.943911	0.70476	1.027624	0.60481	0.42375	0.9927834	1.068449
TWAS21160916	1.05699	0.914255	1.10362	1.27837	1.16855	1.066003	1.010958	1.11438	1.0054979	1.074133	1.10308	0.81721	1.061689	0.921443	1.32569	1.036198	1.017618
TWAS21160918	1.063795	0.81365	1.086548	0.62703	1.1663	1.21904	1.037158	1.084455	0.986201	1.085425	0.99950852	0.69915	1.074588	0.65638	0.60182	1.083532	1.081427
TWAS21160924	1.066972	0.92105	1.084434	1.35077	1.17629	1.088714	1.068249	1.17498	1.12378	1.071644	1.1224	0.85879	1.078694	1.0001331	1.29686	1.062008	1.026651
TWAS21161006	1.064717	0.84588	1.0771	0.60286	1.17219	1.21381	1.078185	1.099033	0.987101	1.082158	0.9901811	0.71351	1.072158	0.71127	0.58677	1.083123	1.078879
TWAS21161007	0.85442	0.83327	0.8552	1.21511	0.56125	0.46499	0.88063	0.976949	0.83536	0.86739	0.8958	0.76524	0.923405	0.84189	1.17115	0.905494	0.84873
TWAS21161009	1.052404	0.969719	1.07971	1.18188	1.14168	0.88963	0.67977	0.9927646	1.0147	1.059761	1.12109	0.87399	1.040756	1.00043548	1.30667	1.04772	1.025003
TWAS21161013	1.013536	0.88683	1.015079	0.54306	1.049234	0.932295	0.57491	0.50658	0.85099	1.041056	0.914815	0.63392	1.014533	0.54705	0.5775	0.949445	1.050649
TWAS21161014	1.03601	0.82523	1.046608	0.60886	1.14514	0.955653	0.60672	0.6103	0.970379	1.066287	0.967437	0.69069	1.04787	0.64055	0.57748	0.973751	1.062479
TWAS21161015	1.044785	0.82716	1.031706	0.59274	1.13869	1.19729	0.961436	1.066142	0.9931161	1.09622	0.972466	0.72226	1.053448	0.70578	0.54467	1.063841	1.061411
TWAS21161017	1.039796	0.995011	1.032148	1.3502	1.13415	0.977238	1.18732	1.18927	1.090951	1.018597	1.10697	0.87109	1.053505	1.04165	1.32424	1.0457	1.048644
TWAS21161019	1.061813	0.79706	1.048551	0.59325	1.16667	1.1967	0.985177	1.094102	0.99989212	1.081766	0.982508	0.73002	1.069234	0.69816	0.58981	1.075135	1.085365
TWAS21161024	0.72086	0.49535	0.55388	0.56331	0.51857	0.54736	0.59069	0.48706	0.58234	0.75434	0.50035	0.19843	0.7183	0.44965	0.43416	0.40545	0.77263
TWAS21161102	0.968226	1.032531	0.923396	1.15772	0.60945	0.71556	0.71278	1.045499	0.97211	1.023776	1.053757	1.068423	0.958637	1.26771	1.39029	0.977018	0.9918624
TWAS21161106	0.85368	0.945965	0.83583	1.031636	0.48971	0.5774	0.59607	0.89019	0.87032	0.936468	0.88669	0.76494	0.92546	0.955764	1.25746	0.908931	0.88057
TWAS21161108	0.979093	1.0043486	1.015483	1.14111	0.59886	0.76551	0.68092	0.9945079	0.980797	1.03899	1.070762	0.83588	1.012833	1.0084437	1.39396	0.986373	0.95451
TWAS21161112	0.930401	0.89811	0.978532	1.30696	0.56072	0.87734	0.959152	1.071993	0.907709	1.0023635	0.9908572	0.7785	1.0070817	0.87904	1.27387	0.980405	0.906453
TWAS21161114	0.88488	0.54427	0.80833	0.5153	0.54295	1.03779	0.915871	0.94429	0.85812	0.97942	0.75592	0.50267	0.974215	0.53579	0.41529	0.985903	0.940154
TWAS21161116	0.67963	0.50977	0.47234	0.27297	0.52418	0.82844	0.81437	0.87351	0.69363	0.66576	0.65707	0.19848	0.85803	0.46273	0.4273	0.78165	0.46808
TWAS21161118	1.039355	0.81776	1.035389	0.26666	1.15109	1.17415	1.01111	1.097504	1.0023616	1.049885	0.961656	0.71139	1.060194	0.69578	0.54274	1.063336	1.067367
TWAS21161122	0.911877	0.69925	0.87599	0.58584	0.60587	1.092009	1.16566	1.019653	0.9218	1.0081839	0.81994	0.59309	1.0089681	0.54364	0.38108	0.958404	0.945399
TWAS21161124	1.05173	0.88683	1.033331	0.60409	1.14125	1.15833	0.960279	1.068767	0.984338	1.10699	0.969079	0.72366	1.075135	0.70107	0.57687	1.077025	1.07819
TWAS21161205	1.059988	0.85508	1.066702	0.63304	1.16123	1.22644	1.03494	1.081082	0.9911472	1.079154	0.974967	0.7042	1.087381	0.65662	0.5717	1.078251	1.078859
TWAS21161209	1.0012477	0.7935	0.976062	0.58452	1.062817	0.88588	0.54128	0.57671	0.918902	1.057621	0.88244	0.65611	0.972391	0.60476	0.53252	0.933366	1.054346
TWAS21161213	1.04987	0.88688	1.039031	1.34522	1.076305	1.11621	1.037881	1.17036	1.054238	1.038864	1.11133	0.82701	0.9955443	0.946074	1.25972	1.072362	1.012292
TWAS21161215	0.902545	0.67838	0.88086	0.54938	0.53618	1.10569	0.916325	0.954113	0.8436	0.9982879	0.81057	0.58415	1.010835	0.53838	0.38544	0.939458	0.943883
TWAS21161217	1.067494	0.913308	1.12559	1.33343	1.18116	1.076892	1.081335	1.15716	1.039305	1.078156	1.1312	0.86569	1.073192	1.012837	1.30953	1.042577	1.020967
TWAS21161221	1.040577	0.88194	1.043566	1.27431	1.12231	1.059713	0.954793	1.1154	0.979056	1.04776	1.081169	0.77108	1.036437	0.82933	1.29355	1.049517	1.015133
TWAS21161224	1.045801	1.0298	1.066589	1.21284	1.14464	0.83132	0.70326	1.038732	1.024056	1.095724	1.1181	0.88192	1.051622	1.046596	1.35308	1.022218	1.042877
TWAS21161302	1.03381	0.85902	1.021054	1.27085	1.11815	1.026773	0.961626	1.11145	0.977588	1.068858	1.081593	0.78553	1.033354	0.81138	1.28489	1.049745	1.030942
TWAS21161303	1.043793	0.953098	1.038996	1.36675	1.14399	0.9988855	1.051291	1.17206	1.053837	1.061269	1.11153	0.85607	1.0323	1.028354	1.29384	1.059477	1.032435
TWAS21161304	1.05478	0.981331	1.048044	1.35106	1.14802	1.037831	1.011037	1.19545	1.046509	1.057231	1.12878	0.86176	1.059876	1.046832	1.32	1.051379	1.046533
TWAS21161306	1.051685	0.979661	1.073325	1.19753	1.14826	0.922235	0.68291	1.0073794	1.03953	1.050217	1.12352	0.85042	1.051898	0.9944549	1.32205	1.04487	1.046829
TWAS21161308	1.028793	0.82303	1.040304	0.6131	1.14062	0.925191	0.61618	0.63206	0.917903	1.088659	0.945102	0.70218	1.043336	0.60821	0.56239	0.9956765	1.070077
TWAS21161309	1.063724	0.980838	1.056459	1.32651	1.17849	1.048345	1.040874	1.18762	1.09607	1.076235	1.14429	0.88377	1.060469	1.062139	1.33367	1.069895	1.060566
TWAS21161311	1.041629	0.83953	1.042691	0.6025	1.11006	1.18809	1.075697	1.045654	0.9941557	1.069607	0.946328	0.67903	1.015222	0.61525	0.51715	1.090636	1.084573
TWAS21161312	1.046042	0.959118	1.029509	1.19732	1.12139	0.87334	0.68729	0.9965525	1.01771	1.065438	1.12593	0.85802	1.026099	1.030005	1.31694	1.039293	1.050643
TWAS21161313	1.049642	0.983138	1.062415	1.20262	1.1398	0.945673	0.69264	0.975644	1.085791	1.065448	1.11903	0.86367	1.033366	1.025514	1.31602	1.06214	1.046412
TWAS21161314	1.059949	0.82831	1.074609	0.59036	1.17679	1.20976	1.039122	1.087331	0.9931716	1.080657	0.9980153	0.72047	1.080337	0.68874	0.60084	1.071775	1.088346
TWAS21161318	1.044739	0.981564	1.03032	1.19455	1.11136	0.87773	0.68053	0.9920718	1.029837	1.066337	1.12451	0.954657	1.027413	1.024048	1.31881	1.048889	1.053238
TWAS21161322	0.993413	0.75409	1.0017584	0.60514	0.5938	1.2225	1.26069	1.045743	0.983556	1.064996	0.87234	0.61212	1.057018	0.55417	0.47281	1.028634	1.016592
TWAS21161324	1.056534	0.86268	1.047702	1.31769	1.080064	1.15756	1.0011753	1.11961	0.976288	1.064497	1.066907	0.79469	1.025374	0.85351	1.15309	1.089123	1.060222
TWAS21161401	1.040469	0.984316	1.032565	1.34629	1.14761	0.9980249	1.14105	1.16302	1.08288	1.073482	1.11994	0.8729	1.02993	1.049882	1.32776	1.052176	1.030892
TWAS21161404	1.059376	0.98539	1.054224	1.34957	1.15725	1.059042	1.028016	1.17219	1.048808	1.056499	1.12591	0.86338	1.049655	1.038852	1.32149	1.073115	1.064695
TWAS21161405	0.89068	0.50397	0.918586	0.5927	0.59947	0.76071	0.57378	0.57828	0.79801	0.964689	0.82082	0.5586	0.972801	0.53882	0.44746	0.75841	0.906381
TWAS21161408	0.89641	0.64492	0.86816	0.63552	0.55846	1.065953	1.0084164	0.977306	0.87452	0.975809	0.84152	0.60436	0.9965578	0.55458	0.48403	0.941046	0.930416
TWAS21161418	1.045833	0.84494	1.039986	0.58591	1.14482	1.1582	1.058628	1.091367	0.979684	1.093511	0.951215	0.71427	1.050221	0.69856	0.56255	1.073425	1.075621
TWAS21161419	1.071672	0.79847	1.12194	0.65996	1.2139	1.27073	1.16905	1.083506	1.056357	1.12407	1.034703	0.7606	1.086428	0.7519	0.61954	1.052365	1.070794
TWAS21161422	1.045131	0.939123	1.049619	1.19023	1.10222	0.9122	0.63681	0.966842	1.02751	1.034865	1.12718	0.83238	1.040551	0.955621	1.31372	1.06114	1.012328
TWAS21161423	1.061257	0.81417	1.065909	0.65676	1.16166	1.21034	1.058049	1.07944	0.980208	1.07619	0.978573	0.70205	1.069684	0.65411	0.57496	1.079384	1.081981
TWAS21161503	1.057738	0.945985	1.085541	1.3608	1.16463	1.085498	1.013797	1.17165	1.048295	1.046583	1.13235	0.86007	1.05977	0.9980087	1.30091	1.078022	1.022333
