CTRL_A	itraconazole_A	methotrexate_A	tamoxifen_A	beauvericin_A	benomyl_A	bisantrene_A	camptothecin_A	cisplatin_A	colchicine_A	cycloheximide_A	fluconazole_A	imatinib_A	ketoconazole_A	miconazole_A	mitoxantrone_A	valinomycin_A
TWAS21010215	0.63121	0.55774	0.68527	0.4331	0.54688	0.8801	0.77431	0.76727	0.5046	0.53315	0.62139	0.52393	0.49609	0.52917	0.56121	0.49232	0.52216
TWAS21010216	1.1235	0.61558	1.14156	0.52394	1.18032	1.42372	1.3392	1.16474	1.11914	1.12783	1.02694	0.69819	1.15265	0.71046	0.972454	1.18348	1.16094
TWAS21010217	1.084432	0.57803	1.069677	0.48708	1.14578	1.24572	1.14473	1.1639	1.00096548	1.098836	0.971565	0.72555	1.12307	0.65631	0.925146	1.13598	1.10895
TWAS21010218	0.5023	0.54144	0.59686	0.52945	0.48455	0.43784	0.63029	0.53764	0.51357	0.50731	0.51093	0.52641	0.48683	0.46552	0.26764	0.46846	0.57248
TWAS21010219	1.11819	0.60057	1.15485	0.5427	1.1626	1.37077	1.23113	1.16258	1.029549	1.13528	1.011929	0.65962	1.16238	0.67783	0.947264	1.16645	1.16362
TWAS21010222	1.092399	0.59124	1.068152	0.51974	1.12862	1.28198	1.21513	1.17111	1.045506	1.11905	0.971126	0.72512	1.15468	0.64163	0.52774	1.11065	1.12849
TWAS21010302	1.12055	0.88003	1.12962	1.35605	1.15989	0.917107	0.75099	1.061655	1.062388	1.10824	1.21704	1.034152	1.1185	0.970819	1.30943	1.15959	1.11167
TWAS21010304	0.70608	0.4376	0.70054	0.47629	0.54301	1.0048437	0.8897	0.72583	0.77976	0.76397	0.59728	0.5016	0.80043	0.52926	0.55836	0.72632	0.65858
TWAS21010305	0.957761	0.7003	0.900367	1.28575	0.56383	0.71159	1.045131	1.036673	0.933497	0.965287	0.967334	0.80844	0.930606	0.79731	1.16914	0.8789	0.84664
TWAS21010306	0.81915	0.45091	0.81163	0.50093	0.23145	0.51604	0.5873	0.55164	0.72999	0.89013	0.70467	0.48021	0.80977	0.53973	0.55441	0.68232	0.89815
TWAS21010307	1.1041	0.89417	1.098635	1.43175	1.11808	1.09246	1.23304	1.24125	1.1176	1.01282	1.19269	0.932963	1.049596	1.020104	1.25971	1.15574	1.061538
TWAS21010308	1.13784	0.87877	1.15828	1.4968	1.17942	1.13319	1.30902	1.26674	1.11946	1.1254	1.2397	0.931731	1.14271	0.977733	1.3037	1.2086	1.11398
TWAS21010309	1.093445	0.8957	1.071645	1.35427	1.12392	0.80307	0.71724	1.12576	1.070858	1.10311	1.21069	0.9948667	1.085096	1.0021029	1.32647	1.003861	1.105
TWAS21010312	1.11928	0.89768	1.09212	1.5521	1.17439	1.087407	1.22538	1.27225	1.1149	1.10033	1.19948	0.955651	1.10955	1.0070924	1.32872	1.16467	1.11873
TWAS21010313	1.10814	0.87904	1.12063	1.50643	1.16444	1.19423	1.30907	1.2478	1.19097	1.10777	1.16796	0.923271	1.11782	0.953814	1.27624	1.17898	1.094278
TWAS21010314	1.10155	0.87385	1.077861	1.52834	1.1348	1.013743	1.31062	1.25941	1.092355	1.095059	1.1822	0.943439	1.10086	0.985536	1.30708	1.13545	1.10202
TWAS21010316	0.77898	0.21922	0.81372	0.50634	0.23894	1.066824	1.066979	0.900528	0.75058	0.85199	0.6955	0.48541	0.87028	0.53119	0.53594	0.78158	0.82757
TWAS21010318	0.81032	0.65107	0.83867	1.021494	0.54119	0.55113	0.67495	0.86038	0.81652	0.86156	0.976505	0.68541	0.82583	0.81148	1.095681	0.81138	0.78051
TWAS21010319	1.12624	0.85149	1.12479	1.51039	1.12756	1.1252	1.24823	1.21385	1.081181	1.13973	1.17014	0.926723	1.17922	0.907305	1.20603	1.14969	1.10629
TWAS21010321	1.11978	0.60652	1.14795	0.52021	1.18145	1.40615	1.29865	1.2037	1.042494	1.11876	1.036267	0.67133	1.16339	0.67771	1.11237	1.19817	1.15229
TWAS21010322	0.69496	0.21784	0.52707	0.44522	0.56219	0.980156	0.985512	0.73214	0.62136	0.53143	0.60619	0.46888	0.73418	0.53652	0.60542	0.53219	0.49496
TWAS21010323	1.073074	0.8633	1.05929	1.34205	1.12127	0.8191	0.78083	1.093625	1.11785	1.096973	1.17957	0.919733	1.063705	1.00054832	1.31538	0.9983149	1.1061
TWAS21010324	1.11752	0.8872	1.13662	1.32984	1.14039	0.948136	0.74465	1.049892	1.13919	1.11849	1.21907	0.913347	1.11959	0.985493	1.31008	1.15402	1.11686
TWAS21010401	1.14047	0.87848	1.15723	1.53564	1.18535	1.14747	1.35928	1.28203	1.12048	1.12091	1.24191	0.936438	1.13903	0.9943897	1.30404	1.19877	1.11176
TWAS21010402	0.89276	0.69963	0.86546	1.07406	0.53412	0.55983	0.65707	0.87527	0.936184	0.930149	0.918185	0.70597	0.8703	0.77079	1.17688	0.82161	0.83568
TWAS21010403	0.922674	0.69334	0.8904	1.40255	0.56487	0.75173	1.066979	1.085031	0.952495	0.95736	0.951375	0.78079	0.963055	0.86624	1.089177	0.89249	0.53742
TWAS21010404	0.85253	0.7278	0.8946	1.076002	0.52836	0.53088	0.63188	0.980956	0.929787	1.03386	0.927493	0.77805	0.86812	0.75435	1.06104	0.7895	0.82848
TWAS21010405	0.88961	0.71204	0.88656	1.083379	0.54349	0.53258	0.69013	0.970873	1.0061758	0.930039	0.961561	0.82246	0.83016	0.85331	1.20117	0.87679	0.84103
TWAS21010406	0.86747	0.79628	0.83676	1.1345	0.56951	0.58136	0.66808	0.963317	0.923732	0.912644	0.954527	0.923115	0.88496	0.917108	1.29297	0.84788	0.89512
TWAS21010407	0.85007	0.66442	0.77971	1.077198	0.52247	0.54231	0.66217	0.93359	0.86094	0.89774	0.914352	0.76324	0.83694	0.82403	1.12961	0.79293	0.85503
TWAS21010408	1.11697	0.86527	1.09039	1.46229	1.11502	1.11042	1.26023	1.24249	1.080706	1.11975	1.18003	0.950257	1.14853	0.927807	1.16812	1.13543	1.077703
TWAS21010409	1.12768	0.86752	1.14895	1.49679	1.1796	1.14869	1.27506	1.25304	1.097977	1.11384	1.23548	0.923931	1.13859	0.96147	1.29068	1.18931	1.10574
TWAS21010412	1.10952	0.61785	1.14864	0.51357	1.13918	1.33425	1.24912	1.1652	1.035917	1.027585	1.049515	0.72302	1.090719	0.72674	1.029158	1.16226	1.096636
TWAS21010413	0.68174	0.60313	0.50565	0.58454	0.61446	0.56423	0.59059	0.68185	0.45515	0.44961	0.63399	1.042204	0.61805	0.88662	0.59655	0.5172	0.47486
TWAS21010414	1.11203	0.61653	1.11099	0.54772	1.17466	1.36534	1.22439	1.18247	1.056628	1.1058	1.017426	0.74298	1.14527	0.71313	0.97194	1.16228	1.14257
TWAS21010416	1.11955	0.65619	1.13672	0.58233	1.19314	1.32327	1.40334	1.21664	1.093435	1.021198	1.069237	0.76185	1.094067	0.7653	0.908505	1.18052	1.10223
TWAS21010417	0.82924	0.45328	0.78084	0.5008	0.399	0.976116	1.06465	1.0033618	0.78203	0.86236	0.74176	0.60957	0.8202	0.56423	0.59285	0.86891	0.83383
TWAS21010419	1.12157	0.86295	1.14712	1.50079	1.15807	1.10159	1.30602	1.27114	1.096241	1.10973	1.23175	0.92703	1.11837	0.954007	1.27661	1.18068	1.095647
TWAS21010422	1.13561	0.63344	1.16153	0.51081	1.18796	1.38576	1.2786	1.18939	1.062338	1.12929	1.042971	0.71678	1.17046	0.68863	1.030093	1.20711	1.17498
TWAS21010423	1.084283	0.54815	1.09967	0.53157	1.155	0.9938898	0.68251	0.57153	0.987412	1.096505	0.973389	0.58475	1.10251	0.58271	0.75673	1.0081708	1.12662
TWAS21010424	0.71405	0.56521	0.52357	0.45424	0.57969	0.984838	1.026848	0.81643	0.47783	0.49996	0.58619	0.45163	0.47978	0.53077	0.56545	0.72224	0.66695
TWAS21010501	1.12344	0.88744	1.12853	1.3681	1.14786	0.976597	0.72711	1.1149	1.15519	1.1401	1.17555	1.023089	1.12656	0.944686	1.29009	1.1499	1.12655
TWAS21010502	0.52345	0.48286	0.60048	0.979161	0.53487	0.50536	0.76081	0.73323	0.42963	0.4875	0.7336	0.52169	0.40726	0.56811	0.60229	0.63151	0.46487
TWAS21010504	0.86754	0.7501	0.87179	1.33427	0.53276	0.78634	1.10624	1.027671	0.955116	0.978666	0.918185	0.78901	0.901913	0.8463	1.15187	0.919644	0.83785
TWAS21010506	1.13193	0.88693	1.14738	1.52741	1.17216	1.18424	1.36449	1.26402	1.19004	1.12719	1.20194	0.97051	1.14616	0.967982	1.28622	1.21233	1.11077
TWAS21010507	1.11046	0.57827	1.12598	0.54937	1.16338	0.944873	0.7159	0.64332	0.986007	1.12006	1.031407	0.62327	1.14481	0.58778	0.79339	1.046303	1.16179
TWAS21010508	1.10152	0.64579	1.10721	0.47568	1.11769	1.30823	1.26107	1.11856	1.081173	1.03545	1.010921	0.76195	1.079356	0.74228	0.965709	1.16902	1.080885
TWAS21010511	1.12374	0.61606	1.15429	0.56442	1.17372	1.36457	1.40288	1.19698	1.10044	1.14576	1.02952	0.69078	1.16791	0.66495	1.027654	1.19751	1.17084
TWAS21010512	0.86956	0.64459	0.86686	1.29549	0.56227	0.76853	1.065271	1.014731	0.82687	0.904509	0.921704	0.7148	0.84247	0.77518	1.10643	0.87244	0.78064
TWAS21010513	0.42559	0.44325	0.4995	0.5686	0.37716	0.55053	0.69379	0.55219	0.39975	0.2088	0.53726	0.54066	0.47205	0.51711	0.63669	0.52179	0.49686
TWAS21010514	0.927184	0.79957	0.95574	1.20902	0.56531	0.61892	0.67814	0.998154	0.937586	0.987721	1.03019	0.88471	0.956389	0.86847	1.30709	0.922646	0.913325
TWAS21010515	0.79122	0.64602	0.78552	1.11284	0.55838	0.58526	1.06159	0.9951993	0.80749	0.79187	0.81878	0.66032	0.85657	0.69889	1.076558	0.74562	0.68639
TWAS21010516	0.74637	0.45241	0.75805	0.50476	0.48931	0.55079	0.69147	0.51256	0.60608	0.7749	0.65703	0.54822	0.742	0.52439	0.56591	0.55923	0.75822
TWAS21010518	1.040332	0.84289	0.987744	1.28187	1.062429	0.75607	0.71414	1.06934	1.024352	1.047611	1.14371	0.87089	1.029441	0.936984	1.26666	0.975603	1.054951
TWAS21010519	1.12777	0.88266	1.15506	1.48314	1.18558	1.18263	1.34866	1.2699	1.16498	1.11154	1.19812	0.93208	1.11847	0.984293	1.29264	1.20415	1.10944
TWAS21010521	0.75865	0.66423	0.72833	1.012072	0.48993	0.56323	0.64454	0.83955	0.74654	0.83838	0.901421	0.77221	0.77424	0.79009	1.11065	0.75183	0.75037
TWAS21010522	1.10242	0.57083	1.12565	0.53211	1.15659	0.99942514	0.68044	0.61112	0.966153	1.10542	1.0061382	0.64472	1.12796	0.6411	0.77942	1.033102	1.14671
TWAS21010523	0.88095	0.5666	0.82737	0.45536	0.57207	1.089317	1.10109	1.03863	0.80868	0.930149	0.77055	0.55086	0.9937089	0.56359	0.55365	0.9068	0.83635
TWAS21010524	1.12456	0.8908	1.13679	1.45466	1.16584	1.14506	1.33413	1.23842	1.15684	1.1312	1.20985	0.921273	1.13693	0.973354	1.28696	1.19947	1.10623
TWAS21010602	0.87956	0.75778	0.8728	1.15821	0.41857	0.56339	0.70298	0.932662	0.905514	0.932531	0.918185	1.11108	0.85024	0.917131	1.23328	0.89582	0.84798
TWAS21010603	1.11344	0.87878	1.15062	1.49232	1.14318	1.096759	1.26666	1.25968	1.079613	1.026218	1.24542	0.920151	1.066873	1.0054782	1.24426	1.16948	1.042146
TWAS21010604	1.10472	0.63095	1.10957	0.54368	1.17713	1.33671	1.26614	1.15471	1.097357	1.11888	1.0019917	0.75201	1.13088	0.71339	0.922002	1.15007	1.1423
TWAS21010606	0.85125	0.457	0.85565	0.45635	0.57438	1.048749	1.14569	1.023315	0.72102	0.908536	0.69154	0.50254	0.83047	0.50318	0.56808	0.86674	0.86424
TWAS21010608	1.1077	0.62414	1.10817	0.54481	1.16077	1.29308	1.21003	1.1567	1.034771	1.10684	1.0064558	0.73776	1.14834	0.72263	1.018294	1.15931	1.13116
TWAS21010609	1.093064	0.60351	1.088724	0.55983	1.15379	1.33872	1.2616	1.16619	1.10715	1.10743	0.982074	0.72784	1.11691	0.69414	0.922985	1.14205	1.12857
TWAS21010613	1.11593	0.88055	1.075385	1.51691	1.14958	1.13634	1.1489	1.25569	1.1227	1.13172	1.18039	0.945712	1.12962	0.945147	1.24067	1.13925	1.12162
TWAS21010615	1.082285	0.58991	1.076683	0.51498	1.1306	1.25442	1.25112	1.15754	1.074945	1.10533	0.975784	0.72713	1.10804	0.67955	0.98417	1.13939	1.11748
TWAS21010616	1.11724	0.89111	1.12111	1.48162	1.14878	1.14172	1.35501	1.22215	1.15979	1.12272	1.17904	0.947341	1.15533	0.935433	1.20641	1.1769	1.092752
TWAS21010617	1.099656	0.8819	1.073228	1.47601	1.1302	1.076586	1.30606	1.25956	1.17322	1.097904	1.1852	1.091556	1.097192	0.951523	1.28312	1.13546	1.094884
TWAS21010618	0.51734	0.41869	0.50249	0.52876	0.51258	0.55632	0.60387	0.61807	0.47294	0.46718	0.57431	0.49995	0.51498	0.45684	0.55967	0.49556	0.4108
TWAS21010619	0.86016	0.45832	0.82418	0.52945	0.6411	0.6133	0.24737	0.22555	0.79151	0.930149	0.7525	0.50756	0.87092	0.51929	0.52907	0.53812	0.8454
TWAS21010621	1.094409	0.89304	1.077818	1.34002	1.083688	0.86664	0.73751	1.044538	1.11226	1.089216	1.21748	0.975804	1.074809	0.980536	1.29873	0.980062	1.096697
TWAS21010622	1.091741	0.58403	1.081524	0.53104	1.14268	0.88087	0.63373	0.64955	0.965496	1.10383	0.990589	0.70866	1.11598	0.64468	0.66899	0.81779	1.14236
TWAS21010623	1.085709	0.88439	1.074269	1.49651	1.12321	1.0014223	1.36599	1.26277	1.15904	1.084472	1.20527	0.94194	1.066143	0.969127	1.2881	1.13922	1.087734
TWAS21010624	1.10282	0.878	1.077809	1.45316	1.12943	1.029165	1.21406	1.24512	1.091226	1.094679	1.17902	0.959612	1.09685	0.975433	1.27132	1.12349	1.086694
TWAS21010701	0.89273	0.48051	0.945395	0.51321	0.58517	0.72628	0.65942	0.57782	0.81481	0.926815	0.81423	0.55938	0.917946	0.52187	0.2681	0.74094	0.92171
TWAS21010702	1.13093	0.901258	1.11413	1.53026	1.18431	1.13282	1.31178	1.28546	1.18514	1.11259	1.19872	0.956623	1.1128	1.019384	1.33759	1.19797	1.13187
TWAS21010703	0.52103	0.48418	0.53998	0.58981	0.57374	0.50586	0.62532	0.56043	0.41465	0.4096	0.51389	0.47074	0.51865	0.22588	0.51975	0.52186	0.44867
TWAS21010704	0.74528	0.43624	0.67124	0.55341	0.56095	0.55683	0.47694	0.22528	0.70954	0.78331	0.64801	0.52325	0.52478	0.53534	0.52589	0.55352	0.80083
TWAS21010705	1.11861	0.62663	1.11846	0.56876	1.17447	1.37575	1.28	1.16066	1.10608	1.12138	0.9988276	0.73483	1.14692	0.71131	1.11243	1.18983	1.15446
TWAS21010706	0.49689	0.52315	0.52721	0.44534	0.52363	0.527	0.69403	0.51947	0.43198	0.42672	0.55959	0.49041	0.51011	0.52877	0.57708	0.62661	0.45068
TWAS21010707	1.12383	0.61748	1.084787	0.50093	1.16711	1.34681	1.22637	1.20297	1.055356	1.14634	0.996448	0.74557	1.16902	0.68684	0.60389	1.15467	1.15984
TWAS21010708	1.12441	0.88794	1.13896	1.33589	1.16507	0.960558	0.77221	1.064799	1.14588	1.11673	1.21744	0.938984	1.11143	0.981458	1.30276	1.16699	1.11779
TWAS21010711	0.55416	0.55863	0.49147	0.60179	0.50134	0.23557	0.66378	0.6805	0.44239	0.437	0.69093	0.935156	0.58326	1.001391	0.55451	0.35699	0.47868
TWAS21010712	1.076789	0.88946	1.084903	1.48427	1.089203	0.968121	1.32006	1.26305	1.12222	0.999245	1.20866	0.912038	1.027655	1.014522	1.25465	1.12959	1.035155
TWAS21010714	0.84843	0.46927	0.8946	0.51242	0.56529	1.010291	1.068281	0.977728	0.77289	0.86535	0.72468	0.55654	0.936122	0.22317	0.67588	0.84956	0.89598
TWAS21010715	1.11191	0.8821	1.10639	1.36289	1.12911	0.910744	0.72498	1.12647	1.096332	1.10646	1.22212	0.973848	1.10793	1.0031591	1.31231	1.066751	1.11343
TWAS21010716	0.83001	0.68463	0.77422	1.1526	0.46037	0.55776	1.0042158	0.943369	0.85074	0.80998	0.960575	0.78498	0.51229	0.75883	1.11647	0.78415	0.79167
TWAS21010717	1.04986	0.86702	1.041689	1.31623	1.097978	0.73857	0.71957	1.08356	1.14962	1.087459	1.11127	0.951346	1.045602	0.952529	1.21287	0.903829	1.065546
TWAS21010718	0.49412	0.56417	0.40679	0.56483	0.41496	0.5719	0.64276	0.56119	0.50521	0.49905	0.60163	0.53405	0.51936	0.46122	0.55128	0.56511	0.47589
TWAS21010719	1.10303	0.89214	1.094718	1.4335	1.14448	1.08333	1.16209	1.23745	1.16376	1.097022	1.19005	0.919787	1.10345	0.985862	1.29015	1.14305	1.10285
TWAS21010721	1.097487	0.55285	1.11112	0.60659	1.1551	1.030174	0.59642	0.63842	1.0079493	1.10759	0.99971953	0.59316	1.12649	0.59943	0.75138	1.0077332	1.15477
TWAS21010722	1.094635	0.8891	1.091988	1.32666	1.1401	0.85371	0.74273	1.094887	1.12803	1.085738	1.18381	0.921463	1.060324	0.9941125	1.31504	1.053317	1.09516
TWAS21010723	0.57316	0.48595	0.40249	0.59196	0.47163	0.56232	0.68825	0.5233	0.56199	0.49378	0.56012	0.54271	0.43141	0.52421	0.59153	0.52377	0.43418
TWAS21010724	1.090976	0.89214	1.074938	1.32308	1.10563	0.85394	0.75736	1.071241	1.1331	1.084987	1.19979	1.033727	1.074404	0.9958737	1.30195	1.0027723	1.097595
TWAS21010801	0.50034	0.54375	0.49961	0.45912	0.56923	0.5433	0.81595	0.66414	0.52376	0.38297	0.54616	0.39739	0.55461	0.4193	0.42305	0.48793	0.4195
TWAS21010802	0.52357	0.52506	0.53175	0.63987	0.52712	0.51916	0.58309	0.67413	0.70226	0.47281	0.63143	0.53593	0.59129	0.5757	0.87411	0.56789	0.50585
TWAS21010803	1.10341	0.63853	1.11477	0.49207	1.10508	1.27754	1.16813	1.16573	1.016894	1.042306	1.01858	0.76525	1.086317	0.74153	0.88968	1.14984	1.075701
TWAS21010806	1.11533	0.83222	1.08438	1.37302	1.14505	1.29355	1.1734	1.21521	1.15305	1.12818	1.14657	0.947232	1.15279	0.906582	1.13957	1.15549	1.13077
TWAS21010807	1.12431	0.62435	1.11106	0.59207	1.18166	1.36757	1.20561	1.19621	1.051762	1.12933	1.031691	0.75206	1.164	0.72048	0.968376	1.18712	1.15416
TWAS21010813	1.12309	0.6315	1.16168	0.55325	1.15805	1.31491	1.2651	1.18335	1.05295	1.022637	1.053871	0.72682	1.10081	0.73686	0.920757	1.15167	1.085056
TWAS21010815	1.13228	0.60829	1.1579	0.55838	1.18258	1.38575	1.32033	1.19971	1.052612	1.13967	1.046811	0.69418	1.16873	0.71505	1.068953	1.19201	1.16441
TWAS21010816	1.13105	0.901097	1.14662	1.48423	1.19427	1.16615	1.36767	1.27848	1.17934	1.12192	1.19108	0.928901	1.11275	0.98982	1.31184	1.18959	1.089816
TWAS21010817	1.13221	0.87677	1.15406	1.49514	1.17925	1.12612	1.249	1.25243	1.1074	1.1193	1.18402	0.91482	1.14491	0.98075	1.28448	1.19578	1.10222
TWAS21010818	0.51231	0.62957	0.4976	0.48283	0.24695	0.4974	0.59801	0.22688	0.46834	0.46264	0.59387	0.48005	0.55466	0.54398	0.55422	0.51313	0.4068
TWAS21010819	1.020953	0.52637	1.018434	0.53596	1.059248	0.75953	0.66982	0.6342	0.910804	1.056695	0.923647	0.64667	1.067277	0.60264	0.66152	0.74409	1.04358
TWAS21010821	0.74977	0.66541	0.72857	0.989859	0.23682	0.57607	0.25456	0.81873	0.72193	0.45673	0.79711	1.030101	0.46424	0.83497	1.0061981	0.52539	0.53847
TWAS21010822	1.063376	0.60579	1.073955	0.53015	1.11671	1.25862	1.19754	1.14257	1.054461	1.080855	0.972172	0.70888	1.081691	0.67344	0.937849	1.14629	1.10428
TWAS21010823	1.10541	0.89204	1.096806	1.33131	1.13139	0.87616	0.72449	1.10341	1.085811	1.11185	1.21495	0.964938	1.11019	0.980646	1.30199	1.058516	1.10289
TWAS21010824	1.090697	0.59459	1.10986	0.61623	1.12233	0.930782	0.63808	0.22254	0.981136	1.022144	0.98751	0.63584	1.060256	0.686	0.80125	1.027849	1.085359
TWAS21010901	1.055274	0.60725	1.064939	0.52587	1.10781	0.86739	0.67327	0.51993	0.98961	1.020321	0.947501	0.69725	1.019385	0.6838	0.72406	0.83927	1.072398
TWAS21010902	0.86985	0.47075	0.88146	0.50303	0.54295	1.1627	1.27991	1.01088	0.908827	0.947617	0.76016	0.49446	0.89767	0.51645	0.51337	0.991304	0.85497
TWAS21010903	1.06377	0.57245	1.1001	0.50823	1.12548	1.032216	0.59406	0.55968	0.9914892	1.080494	0.904957	0.59261	1.097551	0.61412	0.7164	0.89021	1.10804
TWAS21010904	1.054108	0.84605	1.026297	1.3117	1.06571	0.74946	0.74964	1.08614	1.037421	1.080073	1.17501	0.923776	1.065033	0.959117	1.28929	1.012589	1.067844
TWAS21010906	1.1354	0.63199	1.16233	0.54419	1.19474	1.39319	1.27376	1.19075	1.057684	1.13101	1.048755	0.70503	1.16517	0.70506	1.0043561	1.19724	1.16267
TWAS21010909	0.69942	0.53858	0.68842	1.04029	0.37889	0.58587	0.72776	0.88182	0.40157	0.72153	0.7194	0.62827	0.52521	0.63987	0.82665	0.63623	0.60384
TWAS21010911	1.1253	0.61358	1.14178	0.55571	1.19173	1.3827	1.36796	1.16637	1.089873	1.12768	1.033568	0.69884	1.14731	0.6622	1.16977	1.19129	1.154
TWAS21010912	0.52353	0.43137	0.5147	0.42954	0.56253	0.52421	0.66083	0.62561	0.4786	0.51271	0.43311	0.53201	0.49201	0.55022	0.54608	0.48827	0.49932
TWAS21010913	1.11936	0.85229	1.14591	1.50421	1.14661	1.12279	1.33045	1.24211	1.069001	1.11613	1.2404	0.917205	1.12639	0.946303	1.29408	1.16228	1.10194
TWAS21010914	1.086899	0.87043	1.079531	1.33055	1.10545	0.87237	0.70181	1.10441	1.10061	1.086753	1.20361	0.931265	1.06441	0.983483	1.29139	1.001464	1.086713
TWAS21010915	1.068328	0.86092	1.089354	1.32808	1.035765	0.78207	0.71877	1.09902	1.018787	1.0077212	1.21299	0.9910155	1.004831	0.9801	1.23259	1.035865	1.034728
TWAS21010916	0.50479	0.439	0.53171	0.54648	0.37903	0.51912	0.71858	0.5239	0.40173	0.59716	0.57769	0.52388	0.50248	0.5463	0.26927	0.56774	0.43468
TWAS21010917	0.83191	0.45073	0.908326	0.54955	0.22788	0.59987	0.58571	0.58906	0.73185	0.904684	0.77107	0.48579	0.913866	0.48665	0.53637	0.68787	0.902386
TWAS21010918	0.80688	0.73229	0.84882	1.0028819	0.52901	0.50632	0.72341	0.910633	0.80717	0.86015	0.913626	0.67184	0.79142	1.51502	1.063642	0.74506	0.80961
TWAS21010919	1.090307	0.86237	1.062704	1.5366	1.12657	1.040625	1.27536	1.26005	1.10424	1.10204	1.21779	0.914727	1.086363	0.971123	1.28638	1.1289	1.089702
