itraconazole_alpha	methotrexate_alpha	tamoxifen_alpha	beauvericin_alpha	benomyl_alpha	bisantrene_alpha	camptothecin_alpha	cisplatin_alpha	colchicine_alpha	cycloheximide_alpha	fluconazole_alpha	imatinib_alpha	ketoconazole_alpha	miconazole_alpha	mitoxantrone_alpha	valinomycin_alpha
TWAS21160103	0.579949013466324	1.00590227412104	1.63031215314206	0.736486794690508	1.40142012194195	0.596603262935426	0.574434764098587	1.05770905239044	0.888990253766972	0.975506190859929	0.772785557532171	0.827259043014186	0.799383701541253	0.466197347281141	0.934919693675338	0.937373737373737
TWAS21160104	0.309437309069408	1.27003908944585	0.330729560161614	0.317524554084683	1.13024997536379	1.10138948198272	1.29310514732451	0.324028512301679	1.01325099366028	0.331071182209375	0.32500739086161	1.03834050520645	0.265184114574779	0.21771835890024	0.339592024439116	1.03495713300266
TWAS21160106	1.84010129708405	2.04239199250736	0.590097372868497	1.07736355502535	1.35025455078197	0.843947028322372	0.983788280722683	0.90096849639757	1.11898116899765	0.885187917601938	0.635220619398182	1.14657311336797	0.820443593325694	0.559844287127003	1.00486812019611	1.03733624248513
TWAS21160108	1.22171315036401	1.00269956358209	1.60440668416292	1.10831368711356	1.93075634239284	0.56963658200258	0.702262157179643	0.976862436922043	1.02342521339007	0.917341557562188	0.754088637812671	1.06713718745212	1.67071452930623	0.56654261129151	0.960798501450608	1.03258949532692
TWAS21160113	0.526260692172793	0.978239862567553	1.45433234315164	1.07587416341577	1.61332808417737	0.712393973014566	0.569780967037687	0.98206757095308	0.880794352385384	0.939686303281915	0.619027593858488	0.845497655774668	0.720160337854765	0.558211946601768	0.878383916108944	0.977873018145378
TWAS21160114	0.570149253731343	0.440011697353474	0.632635616191837	0.316936418135397	0.990467781664398	0.550050051175921	0.51978596092634	0.471133406066877	1.00931289295797	0.47408586307348	0.43854390444162	0.997593044573665	0.462287282502334	0.630206165854975	1.01702302354092	0.988825653195964
TWAS21160116	1.71341700828086	1.00948468508855	0.692815812381586	1.10645319925761	1.19530026462822	1.15781368202296	0.945248334117524	0.958511917931436	0.965332688589877	0.918390357059699	0.803372246596015	0.989086380486881	0.724814668461128	0.539990357832619	0.983730050230088	0.999171044126925
TWAS21160118	1.18489952819302	0.983773358607356	1.19757437486521	1.07924427645543	1.7819037241348	0.582059227477554	0.974947314256743	1.01185476517482	0.990875056280103	1.07807138019621	1.06992731826729	0.962264900511912	1.17812699818012	1.3100589096605	1.00735046518579	1.00357922535877
TWAS21160119	0.854668556749475	0.973228830550421	0.78589525704082	1.10615856332822	1.15022242410952	1.10258528868143	0.991777552394975	1.00054529150089	1.01668768209016	0.914260988064284	0.601122693524639	1.01689326775477	0.827864102001817	0.613408884433445	1.01908226559318	1.00298980295104
TWAS21160121	1.08939161200752	1.03404650651838	1.27030185484375	1.08852981898558	1.03699270222305	1.14989705835002	1.05307319179725	0.973264528788622	0.943398476046889	1.05499565315388	1.06743009532757	1.01856264288244	0.861602669853722	1.23134123404973	1.02053908468111	0.97802522496586
TWAS21160203	1.13583678840726	1.01475829336256	1.30523575250135	1.10878718609235	0.97463045009666	1.1779234286722	1.08550158381916	1.01996911054878	0.991382620559404	1.07259779526305	1.04674281260874	1.0169351558552	1.14247356429946	1.2648272684263	1.01856875083552	0.985139310666531
TWAS21160204	1.48985018483689	0.990155003567028	1.20854140994876	0.338958427913613	0.334295349892989	1.12645437447305	1.13273882871782	1.0154355016538	0.253654582009209	1.09135482197289	1.13622803035216	0.305389454569038	0.565918671768597	1.1903884817433	1.02374343342629	1.0045203969129
TWAS21160205	1.16400273328345	0.998981699216662	1.2626929713387	1.10068103040205	1.85174227732902	1.13186947426285	1.14028691841378	0.964693498144726	0.984964077936753	1.07374902655408	1.10015613309105	1.01159736749683	1.19023805524592	1.31766403518148	1.0037048206569	0.996706507963169
TWAS21160206	0.846837671032816	0.971985137641824	0.660707308653777	1.11109214434468	1.12100227980533	1.08147553856133	0.998636289493549	0.996440886279062	0.975622015105133	0.92948630409796	0.680309461761102	0.983599437066372	0.739978908955728	1.42876651531187	1.00330116569746	0.996195266653769
TWAS21160209	1.74109546777658	0.976024306254204	1.55057766637731	1.090332112655	1.15223794220845	1.02736369890446	1.01473628940616	0.94857466163065	1.00468054445703	0.910343380454966	0.748178084895591	1.01612272703755	0.624193959462748	0.474397373912744	1.00697338844591	0.986635776031397
TWAS21160211	1.67411769523122	1.01544894153207	0.704829457681756	1.10233655818316	1.17496082161084	1.0852320737931	1.05280986290356	0.987874242023801	1.01152458839426	0.923539232364141	0.646685377992354	1.02435202108374	0.660923604932941	0.532304954902975	1.05308904382396	1.01206712998291
TWAS21160212	0.285179532313588	0.449014605452257	0.147931729815844	0.312201290092579	0.946558082017803	0.384827486324796	0.366244805650561	0.999910874433217	0.974794175644211	0.979684941121422	0.346670603045866	0.990413431222914	0.310936821113847	0.249952652042647	0.395594968861755	0.986569891155402
TWAS21160213	1.64868320319216	1.01284281527575	0.55936848313576	1.09893002154558	1.8720060246924	0.640046722104339	1.56686188642417	0.947314679712482	1.00233898692569	0.94448868401007	0.831161645609381	0.995930066692346	1.67199622688269	0.589069294528884	0.96151487586079	1.03520103280441
TWAS21160214	1.66619340574308	1.03604259049934	0.495506673476319	1.10916115454447	1.89934610425035	0.801314455278335	0.543595287813092	0.948980814781257	0.9915573898077	0.917266199572225	0.719757756713384	1.00962617691538	0.611446482643591	0.490076190864556	0.969910053902016	0.978583907172564
TWAS21160216	1.0622600956781	1.00532595473254	1.15062052099813	1.04728439337691	0.967634582779203	1.11916902500362	1.06882772269739	1.01010985963431	1.0443787541678	1.01507024587632	1.03511348380469	1.05419237726668	0.714837668681495	1.11577806210883	0.968428748810327	0.975588848900458
TWAS21160217	1.8227199530526	0.993933037566589	1.66036153203758	1.13394749135309	1.12861527801712	1.19766494902952	1.03286168328307	1.02103313975572	0.959653882543998	0.925427052979377	0.922676228903247	1.0058095211802	0.742931802386778	0.574184692122487	1.00605171329995	0.962142580992583
TWAS21160218	1.14381062691539	2.02742787548536	1.14845204202385	1.08218422734982	1.71277215736866	0.726764412608829	0.916930597451407	0.96336148943806	1.15299824325159	1.01219574718308	1.00254566342626	1.12870510168529	1.14716822409372	1.36045987258081	1.04612473227635	1.0689369422533
TWAS21160221	1.10505247714053	1.00494831227894	1.1889523633486	1.10066253472964	1.89893890470937	0.58192730024318	0.949834318182256	0.988399384637897	1.06265487543538	1.04076196307442	0.689403872776388	1.03334719630937	0.777578176595061	1.24195899254673	1.03095487023677	0.998474109929549
TWAS21160302	0.765460109896475	1.01169293340112	0.602711466135172	1.09461632303717	1.18220070586007	1.11176179107167	1.02590574497288	0.953682414449631	1.00578533138558	0.937077511305437	0.675099356378436	1.0429960533247	0.594318001086646	0.534341039447447	1.01269500096989	1.01357755589285
TWAS21160304	1.08389953064493	0.994063712454368	1.2288392616072	1.10793132399555	1.00685539499429	1.07730673777883	1.09409847949669	0.984892055730829	1.00614525966172	1.0809221403183	0.711217179357253	0.955805171412614	0.612519463995769	1.22051736317874	1.01799934164537	0.962477484641474
TWAS21160306	1.10310198658858	1.00395147828305	1.19181990699941	1.07273308677835	1.81666168607827	0.701216088379114	0.94666151477141	0.964269195409737	0.991679245031625	1.08481973759596	0.672826734529563	1.00837405043655	0.695058558395654	1.28076623655955	1.00878423520051	0.993587413133145
TWAS21160311	1.25397596815776	0.993686137200452	0.503211719860513	1.10129777629872	1.87296382236769	0.669900538651737	0.667090093536078	0.919246881877093	0.990519567089992	0.908707205392808	0.768103781519852	1.01039397976277	0.711407870666765	0.606974976892459	1.96497799837461	1.00622234577809
TWAS21160312	1.10331303641904	1.01875943865699	1.17489640287912	1.06922980558956	0.892975123867731	0.552159584447559	0.933479847265144	0.961594345140923	0.99464846027207	1.07730944393425	0.853358164419802	1.00765844367088	0.653078617416153	1.27511508873201	1.02414717942597	1.00238315300217
TWAS21160322	0.911737912985165	0.998646915055345	1.28492625785961	1.11695777445221	1.03833938495959	1.02835247071531	1.12610692338354	0.99960238293293	1.03462037955615	1.08920370753188	1.94747300506517	1.05876226356868	0.924340000178037	1.32169100010583	1.03955300720162	1.01561190991699
TWAS21160402	1.17317351344617	0.999335586031469	1.17779930255848	1.07345347508786	1.79083707468573	0.752506762440138	0.947147220808518	0.988467395912502	0.981429243292364	1.0760029705485	1.06007345250937	0.986378547927135	1.14622998187347	1.2822223874673	1.00237180335278	1.00141767399099
TWAS21160405	1.11232972970407	0.999253635677354	1.25203089910313	1.10156157268269	1.05031312167353	1.14712208184369	1.09226525370215	1.01026108507699	1.02538113483461	1.06184093703857	0.76803357689879	0.998791193660651	0.686303834850276	1.25859244804649	1.03458534524098	0.994636812093761
TWAS21160409	1.17144122483942	1.010716310663	1.18723783966248	1.10359100307564	1.7732452358632	0.612767613930734	0.874239200239958	1.01560197796184	1.00680946931837	1.06418409074027	1.05276915598123	0.946216475681205	1.14928835309947	1.28182007091552	0.996772036982884	0.971628151448164
TWAS21160415	1.18974357741597	0.98491440961747	1.18381399045978	1.08006024139829	0.785029235267581	0.66132923711056	0.985984139156188	0.97417504621472	1.00625851877315	1.07990999848555	1.08084651264164	0.983801610443765	1.21549521265983	1.33552928374596	0.960452860184346	0.995436722092279
