CTRL_A	itraconazole_A	methotrexate_A	tamoxifen_A	beauvericin_A	benomyl_A	bisantrene_A	camptothecin_A	cisplatin_A	colchicine_A	cycloheximide_A	fluconazole_A	imatinib_A	ketoconazole_A	miconazole_A	mitoxantrone_A	valinomycin_A
TWAS21010203	1.74615	1.90492	1.7526	2.0548	0.55868	0.56398	1.63504	1.79639	1.78519	1.75146	1.82842	0.93479	1.73308	1.85492	1.072493	1.74523	1.73598
TWAS21010204	1.12002	0.72813	1.1313	0.55319	1.20295	2.0319	1.51325	0.81742	1.070495	1.14742	1.0045945	0.74073	1.1536	1.75861	1.12654	1.0085028	1.16507
TWAS21010205	1.10656	0.77833	1.10499	0.56667	1.18179	1.36858	1.42999	1.13272	1.13511	1.13042	0.964984	0.82041	1.11063	1.74743	1.2447	1.24805	1.16274
TWAS21010206	1.73831	1.87317	1.80811	2.098	0.87976	0.6	0.80722	1.81678	1.76615	1.71675	1.73492	0.9933368	1.65984	1.91548	1.87583	1.65338	1.71468
TWAS21010207	1.042407	0.79881	1.034452	0.5628	1.091456	1.89545	0.949618	0.59949	0.914184	1.052812	1.91091	0.72911	1.074729	1.79924	0.959836	1.77739	1.060661
TWAS21010208	1.045741	1.2331	1.022379	1.43159	1.10505	1.085666	1.7336	1.058446	1.014302	1.034716	1.14143	1.2854	1.041602	1.25357	1.36488	0.977669	1.065063
TWAS21010211	0.9988185	0.74885	0.99946245	0.55759	1.067177	1.8847	0.58731	0.65094	0.953647	1.018411	1.87182	0.57092	1.0019088	0.918983	1.034044	1.74145	0.979153
TWAS21010212	1.094283	1.25032	1.11561	1.53127	1.93047	1.12388	1.28686	1.2024	1.032668	1.17753	1.18138	1.25949	1.10804	1.31271	1.50514	1.30479	1.19102
TWAS21010215	0.982695	0.55531	1.53612	0.4331	0.54688	1.58872	1.54417	1.45316	0.5046	0.53315	1.16814	0.52393	0.49609	0.52917	0.56121	0.49232	0.52216
TWAS21010216	1.096208	0.80364	1.099722	0.52394	1.17362	1.42118	1.298	1.10129	1.092958	1.087354	0.975006	0.73629	1.11023	1.76933	1.71247	1.15015	1.093252
TWAS21010217	1.0091243	0.74706	1.0055168	0.48708	1.084765	1.19656	1.13732	1.092868	0.94493	0.99928131	1.87483	0.75281	1.054421	1.78233	1.66854	1.055221	0.988286
TWAS21010218	0.5023	0.54144	0.59686	0.52945	0.48455	0.43784	0.63029	0.53764	0.51357	0.50731	0.51093	0.52641	0.48683	0.45812	0.26764	0.46846	0.57248
TWAS21010219	1.066667	0.80214	1.078543	0.5427	1.1639	1.32582	1.15837	1.10673	2.0347	1.048531	1.95025	0.61903	1.070016	1.82231	1.68995	1.076645	1.050466
TWAS21010222	1.023974	0.79723	0.98705	0.51974	1.18385	1.2012	1.13863	1.13807	1.021334	0.92928	0.909075	0.67	1.0055765	1.033418	0.52774	0.935693	0.911135
TWAS21010302	1.10975	1.25036	1.12121	1.45052	1.166	1.91721	1.71881	1.031751	1.079295	1.11267	1.20641	1.22434	1.11348	1.24406	1.36383	1.12362	1.12473
TWAS21010304	1.5565	0.7504	1.57295	0.47629	0.54301	1.63236	1.69946	1.17999	1.58778	1.55528	1.20296	0.5016	1.57787	0.52926	0.55836	1.60305	1.41295
TWAS21010305	1.69487	1.88331	1.71012	1.12162	0.56383	1.48811	1.93451	1.82027	1.71779	1.64018	1.77952	0.87408	1.6997	1.92217	2.0283	1.71928	1.7232
TWAS21010306	1.63472	0.72146	1.62616	0.50093	0.23145	0.51604	0.5873	0.55164	1.24939	1.56449	1.33138	0.48021	1.62225	0.53973	0.55441	1.13892	1.61368
TWAS21010307	1.039721	1.25658	1.059333	1.42351	1.91598	1.066173	1.25412	1.079443	1.013862	1.13861	1.10332	1.34836	1.063646	1.32059	1.50204	1.20857	1.14235
TWAS21010308	1.13681	1.22474	1.14519	1.45051	1.19937	1.13791	1.3342	1.27704	1.10756	1.14854	1.23	1.26277	1.13023	1.23079	1.36894	1.17651	1.12888
TWAS21010309	1.040508	1.23297	1.054449	1.39382	1.1064	1.14035	0.926439	1.069363	1.031385	1.052478	1.13619	1.30342	1.028483	1.28731	1.37366	1.92477	1.038574
TWAS21010312	1.092153	1.26904	1.067723	1.57795	1.14964	1.067589	1.25633	1.27479	1.094836	1.12698	1.17099	1.33743	1.085196	1.32074	1.4219	1.1484	1.10708
TWAS21010313	1.05898	1.1727	1.04654	1.50143	1.13912	1.16114	1.28437	1.16547	1.092271	1.037337	1.15081	1.22624	1.055324	0.87908	1.3111	1.11885	1.045943
TWAS21010314	1.040776	1.22047	1.026989	1.55384	1.11056	1.97383	1.31028	1.24231	1.056261	1.064444	1.13183	1.28137	1.032861	1.24949	1.37496	1.10113	1.06473
TWAS21010316	1.62984	0.21922	1.61709	0.50634	0.23894	1.82113	1.81494	1.66057	1.64808	1.63197	1.061694	0.48541	1.61433	0.53119	0.53594	1.6411	1.54808
TWAS21010318	1.64148	1.79056	1.62769	1.88374	0.54119	0.55113	0.951917	1.66984	1.67046	1.65668	1.67778	1.72487	1.63555	1.80312	1.91011	1.66324	1.61685
TWAS21010319	1.097082	1.097724	1.08344	1.44974	1.23396	2.0913	1.23637	1.29105	1.054853	0.998261	1.14724	1.17484	1.068728	1.80603	1.075002	0.958808	0.986561
TWAS21010321	1.055518	0.78822	1.081292	0.52021	1.13644	1.34206	1.28451	1.17413	1.063052	1.093221	0.947869	0.63007	1.058223	1.18904	1.34367	1.1619	1.10638
TWAS21010322	1.54265	0.21784	0.52707	0.44522	0.56219	1.65993	1.69717	1.51886	1.069567	0.53143	0.85344	0.46888	1.45733	0.53652	0.36888	0.53219	0.49496
TWAS21010323	1.0053544	1.18909	1.001059	1.40374	1.08651	1.10552	0.9936444	1.021613	1.021107	1.064768	1.092587	1.2632	0.98681	1.25455	1.34406	1.90335	1.039944
TWAS21010324	1.07181	1.26912	1.07961	1.39177	1.16798	1.93948	1.63537	2.0034	1.1029	1.088546	1.18453	1.22112	1.072189	1.27273	1.37893	1.11668	1.083249
TWAS21010401	1.16711	1.23276	1.16586	1.58704	1.18554	1.15664	1.36127	1.30457	1.12624	1.16947	1.24203	1.28915	1.17022	1.28326	1.40909	1.22104	1.15111
TWAS21010402	1.67535	1.88079	1.69768	2.0461	0.53412	0.55983	0.987759	1.69386	1.67996	1.64236	1.75744	0.77638	1.6685	1.85966	1.0032621	1.68806	1.70826
TWAS21010403	1.67895	1.83356	1.69338	1.20662	0.57568	1.30154	1.87291	1.88559	1.71845	1.70207	1.73934	1.86844	1.62124	1.84477	1.79206	1.65536	0.53742
TWAS21010404	1.6996	1.89263	1.67825	2.0303	0.52836	0.53088	0.80722	1.83609	1.7153	1.6077	1.7932	0.8471	1.67805	1.86996	1.8546	1.62308	1.60993
TWAS21010405	1.6767	1.89193	1.68692	2.0173	0.54349	0.53258	0.99965809	1.76333	1.74005	1.65362	1.75138	0.88831	1.66229	1.83684	1.0071666	1.70985	1.66825
TWAS21010406	1.75179	1.98059	1.74428	1.094645	0.5822	1.26359	0.87137	1.8215	1.80596	1.76375	1.81631	1.013644	1.73292	1.026768	1.12733	1.69407	1.76076
TWAS21010407	1.66132	1.83005	1.66331	1.99398	0.52247	0.54231	1.033721	1.70024	1.66889	1.66074	1.67619	1.82229	1.67712	1.8823	1.95631	1.64628	1.67464
TWAS21010408	1.098519	1.19393	1.046062	1.37868	1.23193	2.0771	1.25691	1.28422	1.099104	0.987009	1.14781	1.15594	1.03637	1.98586	1.037167	0.989111	0.933815
TWAS21010409	1.094972	1.20236	1.10383	1.46747	1.17746	1.15239	1.2829	1.22256	1.042818	1.10146	1.17963	1.23632	1.11057	1.20398	1.34298	1.19032	1.10936
TWAS21010412	1.085283	0.73998	1.091704	0.51357	1.92798	1.40555	1.29584	1.061883	1.065047	1.20761	0.9922346	0.81352	1.094873	1.71074	1.77349	1.31116	1.19202
TWAS21010413	1.53359	1.4066	0.50565	0.58454	0.62641	0.56423	0.59059	1.47291	0.45515	0.44961	1.25786	1.67485	1.2163	1.72043	0.59655	0.5172	0.47486
TWAS21010414	1.083565	0.81564	1.076401	0.54772	1.13028	1.34532	1.21143	1.12689	1.048951	1.1083	0.933835	0.69704	1.116	1.77598	1.74783	1.14172	1.11172
TWAS21010416	1.11174	0.6767	1.17522	0.58233	1.0125	1.40909	1.59106	1.12681	1.081666	1.2539	1.024026	0.59323	1.17552	0.77648	0.953555	1.36775	1.26926
TWAS21010417	1.64539	0.71724	1.64822	0.5008	0.399	1.79612	1.93057	1.72771	1.71689	1.64827	1.60203	0.60957	1.57364	0.55353	0.59285	1.74847	1.65111
TWAS21010419	1.094006	1.18386	1.092613	1.45214	1.14099	1.092902	1.30612	1.22023	1.047123	1.047206	1.16932	1.21719	1.10077	1.19039	1.34999	1.16818	1.085205
TWAS21010422	1.13456	0.75489	1.12633	0.51081	1.21586	1.43007	1.26871	1.16845	1.10701	1.11914	1.0046606	0.77454	1.14474	1.79982	1.24135	1.2192	1.1422
TWAS21010423	1.027821	0.65352	1.021127	0.53157	1.11058	1.98793	0.87549	0.57153	1.018013	1.073897	1.93311	1.67683	1.040247	1.70538	1.34367	0.9613	1.047527
TWAS21010424	1.56863	0.55659	0.52357	0.45424	0.59092	1.66201	1.67413	1.40055	0.47783	0.49996	0.78023	0.45163	0.47978	0.53077	0.56545	1.27488	1.27458
TWAS21010501	1.13645	1.23339	1.11699	1.44622	1.29368	0.976597	1.29464	1.11405	1.15757	1.038703	1.22489	1.26032	1.098817	1.19211	1.17088	1.0080612	1.0068498
TWAS21010502	0.52345	1.60257	1.43174	1.69481	0.53487	0.50536	1.46353	1.24786	0.42963	0.4875	1.57086	0.52169	0.40726	1.1615	0.60229	1.25289	0.46487
TWAS21010504	1.70952	1.91969	1.72345	1.18935	0.53276	1.66943	0.949078	1.85145	1.72125	1.72849	1.77507	0.906664	1.69907	1.80463	0.9944265	1.7807	1.69222
TWAS21010506	1.10712	1.20719	1.1003	1.54363	1.23708	1.14116	1.3231	1.29528	1.18058	1.10015	1.19156	1.26162	1.087105	1.22375	1.26681	1.12862	1.050693
TWAS21010507	1.089955	0.75159	1.090686	0.54937	1.18991	1.9477	1.70423	1.64081	1.04679	1.10083	0.98318	0.74853	1.11223	0.77078	1.43989	1.0021593	1.11191
TWAS21010508	1.032411	0.79802	1.071633	0.47568	1.8813	1.27733	1.27245	0.96404	1.0062627	1.1185	0.933778	0.68774	1.07173	0.75855	1.1669	1.19691	1.15639
TWAS21010511	1.044202	0.78509	1.040343	0.56442	1.14538	1.28017	1.3151	1.13459	1.066116	1.031166	1.95186	0.70051	1.03535	1.77823	0.639	1.16807	1.049676
TWAS21010512	1.65188	1.81839	1.68279	1.099202	0.56227	1.64639	1.85634	1.86361	1.64627	1.67048	1.73856	0.79879	1.60566	1.8584	1.94065	1.7049	1.62582
TWAS21010513	0.42559	0.78454	0.4995	0.5686	0.37716	0.55053	0.64977	0.55219	0.39975	0.2088	0.53726	0.54066	0.47205	0.9967895	1.66711	0.52179	0.49686
TWAS21010514	1.80813	0.951195	1.78748	1.20031	0.57612	1.27354	0.930398	1.84865	1.83444	1.81783	0.88721	0.988706	1.77843	1.80325	1.1633	1.81234	1.8159
TWAS21010515	1.61912	1.74333	1.58549	1.95099	0.55838	0.56964	1.82168	1.75002	1.6032	1.5846	1.65469	1.74884	1.64442	1.74743	1.83893	1.60718	1.56471
TWAS21010516	1.60303	0.83404	1.66832	0.50476	0.48931	0.55079	0.81789	0.51256	0.932555	1.6025	1.2445	0.54822	1.64036	0.52439	0.56591	0.55923	1.62152
TWAS21010518	0.936699	1.010648	0.89298	1.2965	1.015711	1.10965	1.033721	1.99422	1.94971	0.9908474	1.045265	1.15928	0.922308	0.912608	1.27068	1.88067	0.947579
TWAS21010519	1.11561	1.23017	1.12998	1.4876	1.21321	1.18513	1.37003	1.23315	1.12964	1.11511	1.20627	1.26288	1.10779	1.24231	1.36375	1.21002	1.124
TWAS21010521	1.61795	1.79191	1.59495	1.89185	0.48993	0.56323	0.81245	1.66142	1.5862	1.58922	1.71277	0.81444	1.59892	1.84297	1.90971	1.64457	1.65244
TWAS21010522	1.074179	0.70846	1.11459	0.53211	1.13656	2.0137	0.901273	0.61112	0.96528	1.11154	0.95065	0.77794	1.10496	1.77985	1.67821	1.000096773	1.11521
TWAS21010523	1.6704	0.55796	1.66585	0.45536	0.57509	1.92097	1.90983	1.83324	1.64226	1.69152	1.6485	0.55086	1.6701	0.56359	0.55365	1.71822	1.61976
TWAS21010524	1.092799	1.21714	1.10795	1.41223	1.23837	1.13193	1.3368	1.20281	1.13321	1.093523	1.16856	1.23391	1.087147	1.22922	1.29366	1.14339	1.060898
TWAS21010602	1.71323	0.72023	1.68002	1.16738	0.41857	0.56339	0.911579	1.74091	1.67794	1.80565	1.79809	0.936256	1.68738	1.088513	1.16146	1.80595	1.75391
TWAS21010603	1.1005	1.28067	1.14427	1.59088	0.944874	1.12468	1.35466	1.16323	1.056584	1.16588	1.19184	1.31489	1.12694	1.34148	1.54418	1.30475	1.21559
TWAS21010604	1.049493	0.77174	1.057963	0.54368	1.15579	1.28048	1.23707	1.073145	1.041211	1.01078	0.931326	0.65945	1.058204	1.86816	1.261	1.037882	1.039734
TWAS21010606	1.64781	0.74508	1.673	0.45635	1.032298	1.84716	1.87202	1.78558	1.56224	1.67086	1.64218	0.50254	1.63601	0.85838	0.56808	1.71979	1.62111
TWAS21010608	1.064907	0.78107	1.051177	0.54481	1.11927	1.25989	1.19714	1.087685	0.9967932	1.05601	0.930599	0.67232	1.076147	1.32395	1.74085	1.11598	1.047032
TWAS21010609	1.030518	0.79704	1.040571	0.55983	1.08112	1.29361	1.23411	1.058056	1.030977	0.9923413	1.90919	0.75592	1.054058	1.043337	1.67821	1.12957	1.036867
TWAS21010613	1.097872	1.17524	1.047561	1.42609	1.22521	1.13281	1.14532	1.29993	1.09093	1.04077	1.17296	1.25633	1.075598	1.16789	1.10273	0.980042	0.96732
TWAS21010615	0.9919358	0.81098	0.9743	0.51498	1.070305	1.16317	1.22938	1.058631	1.027371	1.012637	1.8819	0.72293	0.980147	1.80843	1.7119	1.080556	1.010148
TWAS21010616	1.075121	1.2194	1.07569	1.42785	1.30676	1.092223	1.31745	1.26709	1.15685	0.980772	1.15056	1.16626	1.059484	1.15732	1.089593	1.02805	0.946181
TWAS21010617	1.05973	1.14278	1.011313	1.40888	1.12248	1.057213	1.26242	1.21708	1.080428	1.052884	1.14212	1.22211	1.02916	1.16018	1.27503	1.041757	1.0086671
TWAS21010618	0.51734	0.57295	0.50249	0.52876	0.51258	0.55632	0.60387	0.8233	0.47294	0.46718	0.57431	0.49995	0.51498	0.45684	0.55967	0.49556	0.4108
TWAS21010619	1.69303	0.7504	1.66182	0.52945	0.8519	1.39245	0.24737	0.22555	1.67766	1.69995	1.66991	0.50756	1.69663	0.51929	0.52907	0.53812	1.66295
TWAS21010621	1.022336	1.18459	1.057382	1.38408	0.98254	1.83923	1.72564	1.93428	1.0010385	0.984252	1.10792	1.28242	1.027491	1.22556	1.34418	1.89793	1.057939
TWAS21010622	1.067058	0.81386	1.043901	0.53104	1.13387	1.88704	0.89321	0.76246	0.988298	1.088247	0.937573	0.70098	1.075108	1.71829	0.86066	1.79652	1.070738
TWAS21010623	1.006123	1.17019	1.0025675	1.475	1.069092	1.96241	1.31637	1.20393	1.00017198	1.016603	1.10423	1.28787	0.9933206	1.20977	1.27641	1.046952	0.9979227
TWAS21010624	1.053649	1.20346	1.022755	1.37713	1.087783	2.0019	1.22006	1.18166	1.035845	1.047513	1.11725	1.24426	1.044927	1.21823	1.33123	1.10943	1.051508
TWAS21010701	1.78829	1.65561	0.80167	0.51321	0.69095	1.46276	0.898	0.57782	1.76819	1.77543	1.71162	0.55938	1.78514	0.46157	0.25557	1.67945	0.78721
TWAS21010702	1.14083	1.2796	1.12403	1.59778	1.234	1.1255	1.3609	1.2932	1.14638	1.16275	1.22665	1.38387	1.12623	1.33229	1.44669	1.18647	1.14873
TWAS21010703	0.52103	0.48418	0.53998	0.58981	0.58485	0.50586	0.62532	0.56043	0.41465	0.4096	0.51389	0.47074	0.51865	0.22588	0.51975	0.52186	0.44867
TWAS21010704	1.59268	0.76177	1.60411	0.55341	0.56095	0.55683	0.47694	0.22528	1.61662	1.57505	1.097766	0.52325	0.52478	0.53534	0.52589	0.55352	1.58084
TWAS21010705	1.080858	0.81036	1.05694	0.56876	1.1659	1.34855	1.26365	1.10598	1.068499	1.099982	0.9511	0.71705	1.074566	1.84691	1.34367	1.15343	1.07945
TWAS21010706	0.49689	0.52315	0.52721	0.44534	0.52363	0.527	0.989159	0.51947	0.43198	0.42672	0.55959	0.49041	0.51011	0.52877	0.57708	0.61475	0.45068
TWAS21010707	1.1002	0.76364	1.053408	0.50093	1.26028	1.33873	1.21646	1.16861	1.050938	1.011181	0.946308	0.65536	1.096612	1.82062	0.60389	0.9978299	0.957172
TWAS21010708	1.12842	1.27173	1.11878	1.40246	1.20514	1.96818	1.43118	1.020778	1.14218	1.13946	1.22043	1.26048	1.14097	1.2567	1.38164	1.13261	1.138
TWAS21010711	1.20665	1.16973	0.49147	0.60179	0.50134	0.23557	0.971441	1.10092	0.44239	0.437	1.35029	1.63376	0.83928	1.70609	0.55451	0.35699	0.47868
TWAS21010712	1.0052345	1.239	1.046103	1.58286	1.84674	1.9354	1.35957	1.12913	1.010061	1.089677	1.12782	1.35462	1.017504	1.34896	1.50635	1.22464	1.10928
TWAS21010714	1.63602	0.7504	1.67187	0.51242	0.57611	1.81716	1.85728	1.74459	1.67639	1.564	1.62912	0.55654	1.63174	0.22317	1.21097	1.69285	1.63714
TWAS21010715	1.07957	1.22742	1.081394	1.44609	1.13069	1.92509	1.65014	1.063073	1.082376	1.11836	1.17456	1.22712	1.083798	1.25548	1.35869	0.988968	1.10754
TWAS21010716	1.61312	1.82932	1.66603	1.93343	0.46037	0.55776	1.87243	1.63633	1.60784	1.63497	1.69464	0.84261	0.51229	1.83797	1.97572	1.65047	1.64766
TWAS21010717	0.975124	1.15405	0.951032	1.30494	1.14921	1.22214	1.51325	1.012882	1.038115	0.925119	1.052965	1.21065	0.911795	1.16282	1.043272	1.77096	0.86426
TWAS21010718	0.49412	0.55598	0.40679	0.56483	0.41496	0.5719	0.64276	0.56119	0.50521	0.49905	0.60163	0.53405	0.51936	0.46122	0.55128	0.56511	0.47589
TWAS21010719	1.042167	1.22529	1.014648	1.37521	1.097646	1.049301	1.17801	1.15347	1.046993	1.080553	1.12417	1.25382	1.041975	1.22967	1.3418	1.11229	1.066612
TWAS21010721	1.057972	0.69815	1.072688	0.60659	1.13991	2.0202	0.60345	1.61597	1.034499	1.072573	0.952381	0.70612	1.065153	0.79544	1.35389	0.936804	1.075138
TWAS21010722	1.074827	1.2304	1.052484	1.39992	1.11993	1.18208	1.70828	1.013207	1.074958	1.091168	1.17052	1.26952	1.060474	1.25799	1.36116	1.0054034	1.080467
TWAS21010723	0.57316	0.48595	0.40249	0.59196	0.47163	0.56232	1.10758	0.5233	0.56333	0.49378	0.56012	0.54271	0.43141	0.52421	0.59153	0.52377	0.43418
TWAS21010724	1.060137	1.2328	1.044939	1.36072	1.044598	1.85961	1.73798	1.012457	1.042833	1.034089	1.14746	1.27854	1.028144	1.25704	1.32776	0.934438	1.03146
TWAS21010801	0.50034	0.54375	0.49961	0.45912	0.58227	0.5433	1.64654	1.26736	0.52376	0.38297	0.73879	0.39739	0.55461	0.4193	0.42305	0.48793	0.4195
TWAS21010802	0.52357	1.039361	0.53175	0.63987	0.52712	0.51916	0.01594	0.89252	1.38619	0.47281	0.983736	0.53593	0.83972	1.14415	1.63548	1.12022	0.50585
TWAS21010803	1.068786	0.74619	1.068885	0.49207	1.86404	1.30406	1.20769	1.043917	0.987996	1.091865	0.949707	0.71421	1.11528	1.70955	1.84135	1.23816	1.15387
TWAS21010806	1.088761	1.098496	1.044079	1.22767	1.26672	1.21942	1.16261	1.21897	1.082788	1.0057592	1.05816	1.17369	1.05432	1.081748	0.989581	0.989152	0.937691
TWAS21010807	1.097667	0.76546	1.092534	0.59207	1.16839	1.37732	1.21633	1.14239	1.065673	1.11775	0.965884	0.64334	1.11427	1.24982	1.17028	1.17564	1.11887
TWAS21010813	1.11105	0.77833	1.13404	0.55325	0.95203	1.41404	1.33005	1.074777	1.050563	1.20575	1.011218	0.70351	1.13227	0.81738	1.10866	1.33593	1.23014
TWAS21010815	1.10645	0.82019	1.12009	0.55838	1.16186	1.38557	1.3052	1.14103	1.07985	1.10747	0.979153	0.75911	1.13047	1.31833	1.29081	1.19634	1.10888
TWAS21010816	1.11631	1.22363	1.12921	1.50653	1.20848	1.14074	1.41541	1.27122	1.15978	1.1354	1.19069	1.26535	1.12033	1.26669	1.38673	1.20984	1.11842
TWAS21010817	1.11316	1.22563	1.12971	1.417	1.19222	1.11602	1.26278	1.25512	1.1017	1.11329	1.19945	1.24541	1.089031	1.24294	1.30241	1.15954	1.067253
TWAS21010818	0.51231	1.60078	0.4976	0.48283	0.24695	0.4974	0.59801	0.22688	0.46834	0.46264	0.59387	0.48005	0.55466	0.54398	0.55422	0.51313	0.4068
TWAS21010819	0.933656	0.70794	0.922575	0.53596	1.98101	0.75862	0.926439	0.86838	1.86155	0.961436	1.82377	0.57715	0.963042	0.89801	0.8094	1.69984	0.930981
TWAS21010821	1.59164	1.80854	1.5595	1.80805	0.23682	0.57607	0.25456	1.65868	1.58824	0.45673	1.63465	0.83953	0.46424	1.82712	1.64818	0.52539	0.53847
TWAS21010822	0.963138	0.78567	0.965701	0.53015	1.0056335	1.18946	1.17726	1.046441	0.982832	1.034333	1.87035	0.81978	0.962437	0.79673	1.67821	1.11972	1.0096196
TWAS21010823	1.084237	1.24739	1.071033	1.38493	1.14219	1.88621	1.58505	1.058212	1.06826	1.09818	1.17497	1.24405	1.083127	1.24553	1.34902	0.99994761	1.060661
TWAS21010824	1.049752	0.84118	1.0885	0.61623	1.90825	1.93386	0.59108	0.22254	0.965583	1.16706	0.915889	0.77018	1.082211	0.73157	1.81699	1.078878	1.20437
TWAS21010901	1.0095933	0.77174	1.033235	0.52587	0.908726	1.86702	0.82648	0.51993	0.98792	1.13307	1.89102	0.70662	1.059982	1.66879	0.77734	1.88218	1.15087
TWAS21010902	1.71722	1.044536	1.6951	0.50303	0.8586	0.901006	0.928402	1.82516	1.7301	1.64626	1.65821	0.49446	1.69208	1.60031	0.51337	1.69575	1.69666
TWAS21010903	1.00065643	0.76045	1.0029979	0.50823	1.060103	2.0096	0.60729	0.55968	0.970052	1.011954	1.82539	0.64806	1.0093164	0.978865	1.95281	1.84005	1.022133
TWAS21010904	0.971165	0.914685	0.951405	1.3329	1.012404	1.32831	0.942915	1.96841	0.989449	0.967902	1.055378	1.21932	0.986278	1.19286	1.30656	1.92308	0.9918807
TWAS21010906	1.13289	0.76546	1.14237	0.54419	1.19567	1.43181	1.25863	1.12839	1.0883	1.12621	0.9956756	0.71705	1.1527	1.25157	1.75029	1.18689	1.128
TWAS21010909	1.2849	1.2285	1.58266	1.82275	0.37889	0.58587	1.24436	1.62041	0.40157	1.91808	1.51538	1.69778	0.52521	1.68029	1.75716	1.19763	1.16151
TWAS21010911	1.07449	0.8478	1.077959	0.55571	1.14825	1.34572	1.331	1.059499	1.047142	1.09432	0.961191	0.79418	1.065886	0.72772	1.6968	1.15492	1.10633
TWAS21010912	0.52353	0.74254	0.5147	0.42954	0.56253	0.52421	0.959381	0.62561	0.4786	0.51271	0.43311	0.53201	0.49201	0.55022	0.54608	0.48827	0.49932
TWAS21010913	1.073497	1.026412	1.09321	1.47874	1.14277	1.10082	1.30019	1.1958	1.010775	1.044846	1.14939	1.19588	1.056169	0.88121	1.34494	1.11175	1.06823
TWAS21010914	1.021003	1.18527	1.022072	1.37131	1.043266	1.86419	0.89802	1.010286	1.020589	1.062701	1.10941	1.22525	1.0090732	1.21415	1.32856	0.924633	1.054167
TWAS21010915	1.025266	1.2152	1.072831	1.4247	1.82541	0.9924265	0.86737	0.971526	0.947796	1.095165	1.12569	1.25024	1.0025385	1.26278	1.49089	1.035933	1.12803
TWAS21010916	0.50479	0.79559	0.53171	0.54648	0.37903	0.51912	1.39265	0.5239	0.40173	0.86018	0.57769	0.52388	0.50248	0.5463	0.48707	0.56774	0.43468
TWAS21010917	1.66331	0.73037	1.67798	0.54955	0.22788	1.30652	0.58571	0.58906	1.51743	1.64069	1.63268	0.48579	1.66676	0.48665	0.53637	1.16607	1.66256
TWAS21010918	1.61906	1.77561	1.64603	1.89702	0.52901	0.50632	1.54959	1.68513	1.39923	1.64648	1.69488	1.72624	1.62964	1.83507	1.91135	1.5875	1.66273
TWAS21010919	1.012615	1.16785	0.9925159	1.50758	1.074189	2.0085	1.28075	1.19772	1.031876	1.008037	1.10823	1.26579	0.9984376	1.21917	1.32264	1.10161	1.0092956
