CTRL_alpha	itraconazole_alpha	methotrexate_alpha	tamoxifen_alpha	beauvericin_alpha	benomyl_alpha	bisantrene_alpha	camptothecin_alpha	cisplatin_alpha	colchicine_alpha	cycloheximide_alpha	fluconazole_alpha	imatinib_alpha	ketoconazole_alpha	miconazole_alpha	mitoxantrone_alpha	valinomycin_alpha
TWAS21160423	0.910006	0.85263	1.96695	1.15787	1.0067394	2.0906	1.096797	1.0099442	0.86085	1.039179	0.957028	0.81132	1.031358	0.9938032	1.23855	0.960506	0.954246
TWAS21160424	0.73039	0.960707	2.3838	1.89566	0.46845	1.69246	0.66906	1.75461	1.72231	0.85308	0.78001	0.89784	0.80388	1.95257	1.15663	1.71082	1.75537
TWAS21160502	1.1064	1.812	1.10164	0.58277	1.22335	1.25547	1.23854	1.1087	1.088794	1.069584	0.997493	0.82732	1.10065	0.67765	0.57131	1.11877	1.04605
TWAS21160504	1.013525	1.20618	0.972117	1.20927	1.11282	1.81735	0.63815	1.011734	0.98669	1.018778	1.10365	1.085889	1.026584	1.2148	1.36471	1.03635	0.986936
TWAS21160506	0.48194	0.47879	0.44364	1.59691	0.46481	0.49409	0.86636	0.57331	0.50566	0.48616	0.47969	0.48421	0.44358	0.41565	0.40134	0.43052	0.47678
TWAS21160512	1.039801	1.23632	1.034272	1.3111	1.14296	2.0384	1.14472	1.10993	1.04714	1.056844	1.11122	1.13382	1.069431	1.25054	1.35525	1.062227	1.036456
TWAS21160517	1.8146	0.63074	1.79498	0.58396	0.63448	1.7296	1.078697	1.91458	1.85682	1.65485	1.71565	0.64921	1.71767	0.89063	0.58627	1.81553	1.64222
TWAS21160518	0.82655	0.62059	0.81254	0.65355	0.7372	1.85112	1.014028	0.944173	0.89026	1.72585	1.78012	0.57564	1.715	0.715	0.52842	1.77	1.79051
TWAS21160522	1.034521	1.23593	1.026622	0.60408	1.14931	1.21139	1.11206	1.10107	1.042521	1.052726	0.942609	0.73233	1.067103	0.71448	0.58888	1.062517	1.03166
TWAS21160524	1.0017974	1.76127	1.0036974	0.74525	1.15107	1.13768	0.87216	0.87062	1.0077229	1.059739	0.941373	0.80127	1.027475	0.68497	0.58086	1.04864	0.981888
TWAS21160602	0.937026	0.91366	0.939291	1.83208	0.981798	1.21702	0.83894	0.923547	0.84967	1.042751	0.84654	0.9074	1.070504	1.92789	1.9177	0.93523	0.959403
TWAS21160604	0.935346	2.231	0.943632	1.24839	0.56093	1.011707	0.75044	1.99638	1.013315	1.75792	1.072829	1.1192	0.86663	1.23869	1.43002	0.926059	0.922179
TWAS21160605	1.049702	1.21934	1.051874	1.3454	1.18239	1.07679	1.18185	1.16039	1.077129	1.042221	1.12291	1.12552	1.0086972	1.20684	1.30595	1.087528	1.069171
TWAS21160606	1.043682	1.2445	1.050559	1.26474	1.15092	1.89378	0.63815	0.9982547	1.064553	1.074853	1.12337	1.14577	1.067582	1.24149	1.35626	1.036161	1.067812
TWAS21160607	1.045096	1.78546	1.063625	1.59937	1.12561	1.24369	1.16286	1.056915	0.986808	1.046881	0.956069	0.68073	1.034576	0.65819	0.5921	1.046206	1.03557
TWAS21160608	1.14188	0.60619	1.11597	1.25542	1.28835	1.88392	1.68978	0.63345	1.13086	1.025588	1.052583	0.75262	1.041181	0.79111	0.5929	1.10911	1.15292
TWAS21160612	1.051505	1.11953	1.082738	1.33727	1.13894	1.072304	1.16831	1.16737	1.040037	1.029173	1.11017	0.72616	1.031943	0.74412	1.29904	1.067603	1.049339
TWAS21160613	1.047781	1.032177	1.056121	1.33264	1.13297	1.0073652	0.88125	1.16319	1.039033	1.028273	1.12227	0.89027	0.9918261	0.86174	1.32544	1.074496	1.032324
TWAS21160615	1.11274	2.2817	1.12991	1.50474	1.29852	1.011006	1.30007	1.24707	1.19976	1.041216	1.24008	0.67419	0.979354	1.32041	1.39781	1.1717	1.1262
TWAS21160617	0.960326	0.61502	0.948199	1.65396	0.56941	1.018348	1.15928	1.071132	1.012857	0.84219	0.905401	0.54747	0.89315	1.69678	0.56791	0.984114	0.915898
TWAS21160619	0.77701	0.9966458	1.75539	1.10484	0.23996	1.71673	0.905101	0.89063	0.81412	1.77776	0.83521	0.941932	1.78084	0.933663	1.15184	1.79371	1.78592
TWAS21160621	0.8483	1.035474	0.86101	1.25082	0.81502	1.80194	1.076713	0.982057	0.86046	0.86503	0.926705	0.959802	0.85292	0.938285	1.20505	0.87995	1.84534
TWAS21160623	0.916717	0.61118	0.955844	1.68738	0.66758	1.94157	1.1161	1.027799	1.97917	1.77765	1.90108	0.64186	1.77948	0.65451	0.46529	0.921931	1.84468
TWAS21160624	1.80303	1.031747	1.76905	1.98779	0.5642	0.82115	0.63733	1.82154	1.82498	1.9754	1.84396	1.94165	1.9722	1.98794	1.19943	1.82144	1.88207
TWAS21160702	0.918863	1.65964	0.934015	1.60019	0.60235	1.14533	1.13057	1.038217	0.953192	0.906669	0.85378	1.79385	0.917163	0.66275	0.51215	0.924601	0.90902
TWAS21160705	0.74523	0.4392	0.47742	1.63142	0.22261	1.21738	1.26893	1.32937	0.927223	0.42999	1.37271	0.61711	0.81588	0.49665	0.40775	0.68955	0.44667
TWAS21160707	0.938329	1.12194	1.929	1.12952	1.025136	1.069684	0.8652	0.986515	0.88889	1.070715	0.947367	0.67068	1.031131	1.14225	1.21817	0.953472	0.964142
TWAS21160708	0.87643	0.64262	0.905024	0.77871	0.59496	1.073062	0.63196	0.65342	1.95308	1.74131	1.87688	0.57204	0.80321	0.58332	0.47634	1.8364	1.827
TWAS21160713	1.13166	0.54834	1.11864	0.58306	1.25356	1.86291	1.66938	0.63681	1.12029	0.97209	1.058414	1.93278	1.0030802	0.7252	1.42869	1.063913	1.12559
TWAS21160716	1.039001	1.20043	1.048002	1.36722	1.17672	2.0735	1.25033	1.15108	1.083108	1.015113	1.11637	0.75749	0.9962813	0.85146	1.34066	1.067377	1.045915
TWAS21160717	1.74443	0.52915	1.76087	0.55036	0.55708	0.84375	0.7713	0.56514	1.76794	1.72585	1.72143	0.59434	1.7015	0.53411	0.44354	1.68086	1.72209
TWAS21160718	1.077338	0.87951	1.076103	0.75101	1.20076	1.27086	0.86073	1.099997	1.08644	1.054657	0.982449	0.62547	1.059456	0.81344	0.6347	1.094078	1.069371
TWAS21160719	0.75495	0.54858	2.4442	0.57805	0.56734	1.062366	1.031408	1.7988	1.77225	0.83279	1.67006	0.62415	0.82065	0.54179	0.47846	1.78037	1.76789
TWAS21160722	0.989709	1.74582	0.978548	0.60765	1.095775	1.8794	0.67201	1.64376	1.00098272	1.0096874	0.916198	0.67188	1.012059	1.71629	0.57775	0.921084	0.9928356
TWAS21160724	1.053231	0.947432	1.06019	1.35084	1.15382	1.066069	0.93344	1.16565	1.058076	1.038932	1.10722	0.87985	1.042224	0.88959	1.35119	1.06788	1.030854
TWAS21160803	0.90704	1.65877	0.902104	0.62566	0.65184	1.11432	1.093588	1.014842	0.940744	0.8159	0.83631	0.73699	0.920399	1.65361	0.45973	0.913034	0.88358
TWAS21160807	0.7753	0.9938122	2.4705	0.954506	0.49788	1.037521	0.56128	1.79635	1.72793	0.85266	0.77426	1.91929	1.83811	0.87044	1.22972	1.79016	1.77107
TWAS21160808	1.13343	2.2998	1.13023	1.48941	1.27403	0.975741	0.74125	1.2794	1.16048	0.959111	1.2446	1.22191	1.0021749	1.32646	1.43442	1.10411	1.10348
TWAS21160809	0.86734	1.60493	0.84481	1.61848	0.6548	1.71305	0.82687	0.68561	1.81281	1.81713	1.80982	0.5414	0.84469	0.67765	0.48891	1.73302	1.83112
TWAS21160811	1.13281	0.66245	1.14309	1.7044	1.26638	1.099665	1.23192	1.21315	1.14594	1.018937	1.067626	0.78624	0.9977639	0.67765	0.58981	1.18349	1.10299
TWAS21160812	0.78219	1.58296	2.5122	0.53409	0.54893	1.29165	0.982751	0.83952	1.75661	0.83784	1.73501	0.64225	0.918708	0.51207	0.46226	1.75161	1.80574
TWAS21160815	0.933855	1.72605	1.94237	0.622	1.054199	0.90936	0.67971	0.81537	0.86442	1.09175	0.83532	0.75968	1.070073	0.71742	0.50082	1.82903	0.985979
TWAS21160816	0.49301	1.78536	1.40725	1.75709	0.43844	0.55586	1.77082	1.58829	0.46703	1.518	1.55395	1.75994	1.52045	1.86823	1.79946	0.5059	1.56025
TWAS21160818	1.70763	1.61353	1.68282	1.62456	0.22462	1.89363	1.94263	1.80968	1.70527	1.68997	1.6953	0.64867	1.66683	0.54396	0.49586	1.71861	1.64349
TWAS21160822	0.938138	1.077608	1.9657	1.058628	1.014494	1.9105	0.68485	0.85848	0.87904	1.061443	0.940837	1.98804	1.098811	0.77092	1.24455	0.924432	0.974772
TWAS21160824	1.057441	1.23594	1.071967	0.74794	1.15251	1.20765	1.16024	1.080501	1.041303	1.035405	0.970397	0.62001	1.061589	0.62885	0.5508	1.077703	1.037917
TWAS21160902	0.86617	1.6103	0.88376	0.70491	0.67643	1.73652	1.24471	0.74805	0.919902	0.8138	0.83738	0.60738	0.78963	0.7801	0.40539	1.76639	0.82025
TWAS21160906	1.042362	1.74177	1.059227	1.62342	1.17625	1.21318	1.19438	1.08462	1.025332	1.039179	0.938958	0.72235	1.084162	0.6469	0.57592	1.086638	1.038458
TWAS21160914	1.0039165	1.71852	0.9907674	0.58807	1.10551	0.957326	0.64172	0.60473	0.962079	1.045182	0.918991	0.58456	1.079334	0.76955	0.42375	0.959951	0.984904
TWAS21160916	1.14434	2.1174	1.13976	1.52207	1.26167	1.95825	0.80889	1.27665	1.17875	1.039645	1.26229	0.913574	1.033645	0.84882	1.46445	1.1458	1.12197
TWAS21160918	1.04096	1.23593	1.059251	0.77121	1.12388	1.24875	1.13124	1.040165	1.0045047	1.032555	0.964472	0.72612	1.049974	0.68497	0.60182	1.051285	1.027585
TWAS21160924	1.058313	1.17224	1.0732	1.34962	1.15403	1.070152	1.17299	1.12416	1.087243	1.051517	1.13289	0.69849	0.959425	0.79781	1.29813	1.059432	1.038296
TWAS21161006	1.052347	0.959381	1.054835	1.61006	1.14543	1.24504	1.16155	1.10116	1.013312	1.050822	0.957774	0.69969	1.06824	0.70907	0.58677	1.074563	1.046467
TWAS21161007	1.69856	2.2515	1.68047	1.063777	0.56113	0.46499	1.87057	0.8705	1.74012	1.64341	1.77419	0.81132	1.63274	0.88039	1.052465	1.69639	1.63477
TWAS21161009	1.03841	1.21226	1.039521	1.23233	1.15796	1.89032	0.65984	2.0054	1.081317	1.073959	1.11693	1.088145	1.037935	0.89733	1.34752	1.072003	1.047323
TWAS21161013	0.926498	1.67802	1.93862	0.54306	1.02426	1.94697	0.62782	0.50658	0.72646	1.05098	0.84463	0.73699	1.023765	0.79931	0.5775	1.85735	0.965235
TWAS21161014	1.019017	1.74036	1.010026	0.62045	1.1491	1.94578	0.67452	1.61161	1.0032008	1.032338	0.95232	0.80072	1.0047376	1.71595	0.57748	0.97178	1.039825
TWAS21161015	1.00082283	1.80026	1.0065028	1.59982	1.097918	1.20618	2.0827	1.043595	0.976481	1.020056	0.945794	0.75403	1.025329	0.82023	0.54467	0.999738	0.986136
TWAS21161017	0.9991692	1.19371	1.001672	1.34217	1.131	1.92023	1.21831	1.15511	1.045201	0.9924303	1.068649	1.11403	0.942003	1.22805	1.29966	1.004863	0.96339
TWAS21161019	1.023801	1.82532	1.014381	0.48003	1.14211	1.20334	0.74931	1.062952	1.010095	1.020658	0.923913	0.66019	1.020464	0.74231	0.58981	1.028483	1.010325
TWAS21161024	1.53246	0.49535	0.87191	0.56331	0.51857	0.54736	0.62937	0.48706	1.39383	1.60412	0.50035	0.53847	1.45409	0.44965	0.43416	0.40545	1.51577
TWAS21161102	0.85892	1.30804	0.84007	1.12816	0.59015	0.9960065	0.80054	0.976227	0.89846	0.83864	0.978537	1.18098	0.78343	1.38971	1.41542	0.85706	0.85856
TWAS21161106	1.70967	0.965853	1.66884	1.92464	0.48971	0.81966	0.5942	1.82451	1.75189	1.69701	1.77023	0.79808	1.69613	2.0045	1.14034	1.67565	1.69612
TWAS21161108	0.87814	1.15621	0.88644	1.13675	0.60602	1.53522	0.71698	1.94046	0.95694	0.86736	0.953237	0.65642	0.82754	0.978071	1.38567	0.88232	1.86624
TWAS21161112	0.80715	0.988577	0.83614	1.16034	0.73362	1.78605	0.972529	0.934597	0.8233	0.79346	0.85574	0.76917	0.81429	0.85817	1.18184	0.82417	1.78827
TWAS21161114	1.72138	0.54427	1.9404	0.5153	0.54295	1.96401	1.93653	1.7986	1.75366	1.78067	1.5962	0.61711	1.80891	0.53579	0.41529	1.77073	1.7712
TWAS21161116	1.52404	0.50977	0.47234	0.27297	0.52418	1.65532	1.72342	1.67164	1.54873	1.34964	0.931728	0.53851	1.5425	0.46273	0.4273	1.57101	0.46808
TWAS21161118	1.017975	1.8066	0.988893	0.26666	1.13035	1.14758	1.11115	1.08008	1.0072284	1.016443	0.926546	0.69861	1.026406	0.67944	0.54274	1.032016	1.01026
TWAS21161122	0.77821	1.63221	0.78168	1.59284	0.80897	0.958891	1.013812	0.89405	1.80685	1.82289	1.7219	0.61969	1.76681	0.67417	0.38108	1.77507	1.74416
TWAS21161124	1.0076127	1.41972	1.0010394	1.61131	1.10363	1.15138	0.89546	1.056567	0.94725	0.979093	0.90051	0.75361	1.026183	0.6469	0.57687	1.046025	0.962564
TWAS21161205	1.03025	1.76712	1.03807	1.62152	1.14242	1.24907	1.12064	1.05901	0.9918322	1.014604	0.945915	0.69754	1.042936	0.62736	0.5717	1.041488	1.01622
TWAS21161209	0.934558	1.23597	1.91687	0.58452	1.040489	1.89215	0.56714	0.54467	0.87705	1.058859	1.79581	0.8341	1.12342	0.69268	0.53252	1.86765	0.969307
TWAS21161213	0.988334	1.086126	2.019	1.16819	1.054315	1.20194	1.15792	1.023242	0.945969	1.13413	1.0058631	0.69661	1.12374	0.89374	1.27832	0.99917181	1.051489
TWAS21161215	0.76221	1.62395	2.559	0.54938	0.53618	1.063938	1.95397	1.8432	1.70829	0.85423	1.67987	1.69016	0.84662	0.68881	0.38544	1.75275	1.70523
TWAS21161217	1.12402	2.256	1.10919	1.46247	1.24396	0.983632	1.22548	1.30712	1.1655	1.0099367	1.22561	1.13579	1.004577	1.042965	1.42008	1.14815	1.099698
TWAS21161221	1.011696	0.925375	1.010667	1.30001	1.12063	1.026573	1.039688	1.13444	1.0088418	1.029226	1.095791	0.910456	1.0070136	0.8797	1.30102	1.045411	0.9906075
TWAS21161224	1.11435	2.3401	1.075946	1.36427	1.21515	1.78259	0.72648	1.12065	1.14545	0.982111	1.24948	1.18596	0.930901	1.27487	1.38114	1.10155	1.069389
TWAS21161302	1.026673	1.98937	1.044818	1.25669	1.098591	2.0084	0.8402	1.114	0.952108	1.015913	1.064173	0.85038	1.019069	0.79104	1.2604	1.050112	1.0012962
TWAS21161303	1.024461	1.196	1.0273	1.3734	1.12859	0.974672	1.18791	1.1609	1.047438	1.021677	1.093724	1.10756	1.042011	1.22354	1.32282	1.046831	1.030428
TWAS21161304	1.050782	1.21304	1.052992	1.34054	1.14348	1.0074687	0.78794	1.18706	1.049669	1.0082908	1.11388	0.82089	1.013451	1.2417	1.33356	1.051681	1.035497
TWAS21161306	1.065382	1.20992	1.060712	1.27329	1.18226	1.89688	0.61831	1.026684	1.079507	1.0873	1.15202	0.76917	1.045825	0.74124	1.42686	1.10185	1.067662
TWAS21161308	1.0059717	1.7324	0.9933695	1.62056	1.13757	1.90584	0.70319	0.62381	0.82061	1.012455	0.911447	0.82976	1.068369	0.67078	0.56239	0.9916658	0.976405
TWAS21161309	1.073866	1.27293	1.075444	1.31327	1.20717	1.014546	1.23246	1.1896	1.09847	1.054177	1.131	1.18971	1.033351	1.29306	1.36426	1.085792	1.040704
TWAS21161311	0.967256	1.72879	1.9731	1.6097	1.10065	1.29666	1.14676	0.962212	0.922865	1.088992	0.85425	0.76238	1.14671	0.60901	0.51715	1.0035779	0.9939303
TWAS21161312	1.024493	1.21115	1.010468	1.22353	1.11478	1.87716	0.67452	1.0021415	1.0044548	1.030206	1.10585	1.10849	1.035073	1.21439	1.3284	1.028555	1.027387
TWAS21161313	1.047469	1.24001	1.034169	1.235	1.15322	1.94403	1.74366	0.982658	1.08745	1.046271	1.12715	0.80882	1.062655	1.20455	1.34521	1.040011	1.034649
TWAS21161314	1.03322	1.77527	1.052643	1.59742	1.15504	1.15378	1.11567	1.068278	1.0057868	1.01015	0.95306	0.68639	1.048249	0.68688	0.60084	1.059453	1.014495
TWAS21161318	1.024125	1.19294	1.015092	1.23044	1.095376	1.86387	0.63634	0.98577	1.034837	1.029236	1.10586	1.10944	1.047755	1.19914	1.33169	1.020874	1.0036124
TWAS21161322	0.89583	1.59138	0.86616	1.62549	0.75351	1.093423	1.089304	0.94969	0.915381	0.83703	1.78985	0.52358	0.89417	0.65819	0.47281	0.8775	0.84658
TWAS21161324	0.983325	0.980706	2.008	1.058103	1.040963	1.26396	1.12342	0.993496	0.900568	1.11728	0.937469	0.65169	1.12611	0.85513	1.089548	0.9906744	1.019604
TWAS21161401	1.01788	1.227	1.010433	1.30804	1.14292	0.972074	1.26781	1.15671	1.034224	1.030185	1.088557	1.15927	1.063309	1.24754	1.35917	1.062978	1.041455
TWAS21161404	1.040793	1.22138	1.026812	1.35555	1.16642	1.0095439	1.14403	1.17967	1.061508	1.044969	1.12135	1.10773	1.075773	1.22266	1.33183	1.095827	1.018886
TWAS21161405	0.7917	0.50397	0.80022	0.62097	0.67817	1.69	0.69085	0.60853	0.73556	1.76224	1.73543	1.069119	0.7496	0.53882	0.44746	1.68104	1.76893
TWAS21161408	1.77529	1.31044	1.74781	1.64328	0.56294	1.94755	0.936712	1.85537	1.80868	1.7304	1.73604	0.63368	1.72273	0.73064	0.48403	1.75499	1.79336
TWAS21161418	0.985603	1.78336	0.981149	0.58591	1.096464	1.14671	1.11551	1.053009	0.950333	1.0032503	0.88474	0.72367	1.043789	0.73289	0.56255	1.0079511	0.937909
TWAS21161419	1.18728	0.88953	1.18492	1.59048	1.33714	1.18726	1.30599	1.19797	1.21838	1.046654	1.13295	0.58411	1.048468	0.8955	1.48578	1.17027	1.15023
TWAS21161422	1.0058723	0.97638	1.017574	1.20765	1.075728	0.89029	0.67847	1.96583	1.029285	1.034751	1.077099	1.0050061	1.0098778	0.9978268	1.27056	0.937347	1.027973
TWAS21161423	1.037292	1.79139	1.046317	0.82274	1.13764	1.2389	1.11654	1.059834	1.00037553	1.04972	0.946047	0.69439	1.070338	0.6188	0.57496	1.06321	1.023518
TWAS21161503	1.055998	1.18649	1.070787	1.43373	1.17621	1.037237	0.928339	1.19272	1.084602	1.041756	1.13286	1.10748	1.02913	0.8559	1.33131	1.099861	1.055112
TWAS21161504	1.037394	1.1312	1.03878	1.2958	1.12921	1.053739	1.17513	1.16314	1.015456	1.034817	1.095004	0.83414	1.086166	0.84506	1.28329	1.05799	1.031578
