904,258,377,337,470
856,327,1121,380,1209
420,153,133,137,181
527,180,268,141,244
426,4,8,3,8
752,241,406,163,328
910,278,654,279,664
600,174,296,130,234
648,172,341,198,350
858,42,25,11,7
858,22,28,14,12
722,24,40,14,40
882,294,538,232,494
1124,378,738,430,789
746,38,66,34,52
1831,900,1490,667,1236
974,396,832,401,872
432,13,26,12,19
1232,425,773,344,679
956,282,417,200,333
704,171,386,166,262
652,262,266,229,277
830,6,5,5,9
961,390,868,419,921
692,217,406,228,459
152,0,0,0,0
403,136,406,176,400
1334,330,993,361,1092
1168,481,875,376,673
774,12,16,8,22
570,23,33,19,38
802,18,24,6,17
806,264,235,176,256
782,347,715,347,682
791,219,370,159,276
649,235,370,185,356
489,154,326,184,301
983,278,482,241,462
760,16,38,20,24
962,24,30,12,23
474,159,520,148,512
664,212,512,246,674
723,8,13,2,10
724,163,268,116,194
792,270,530,178,414
983,519,876,474,940
934,30,38,20,33
539,12,37,10,58
986,34,51,12,27
685,21,21,12,14
1022,52,82,36,48
730,25,20,14,18
518,149,421,151,390
775,315,613,246,578
531,201,252,274,370
556,8,2,1,3
898,374,722,404,850
1511,816,919,724,1037
803,12,25,16,19
949,369,642,353,614
1091,516,1124,557,1398
894,262,446,189,410
654,4,8,0,8
2260,871,1944,652,1262
742,2,3,1,2
946,38,70,19,58
824,301,700,304,671
1011,414,835,354,835
779,265,349,274,358
552,158,448,188,554
867,17,30,14,28
532,3,0,0,0
698,48,81,41,82
748,20,20,17,30
579,15,9,4,3
492,79,137,52,88
862,346,609,289,521
863,16,16,9,14
1186,470,883,390,788
646,21,48,26,42
895,327,688,250,611
948,35,35,24,19
965,422,412,425,501
1065,340,690,310,712
639,16,16,12,18
1054,366,832,420,932
690,216,360,198,426
1100,381,902,304,635
873,190,408,174,434
878,282,844,212,677
900,250,471,174,352
459,4,2,2,1
608,24,26,14,18
940,259,412,208,300
1198,414,742,338,671
1096,255,442,184,288
1061,318,548,290,478
1421,102,162,80,122
1514,660,1110,532,868
443,4,0,0,0
731,7,8,4,8
850,293,702,324,708
722,6,0,0,0
1203,459,1192,449,1261
1380,642,1030,488,792
641,8,3,1,0
625,164,156,122,137
537,13,28,18,46
870,313,532,212,416
589,5,9,6,6
1108,168,457,109,204
330,3,0,0,0
846,250,457,208,390
770,254,540,222,464
908,293,376,192,236
174,2,0,0,0
1136,314,496,215,340
1240,18,0,0,0
1297,14,4,2,1
1096,455,531,444,622
1474,462,1271,429,1168
1130,467,1110,562,1288
976,437,562,501,722
932,414,894,449,1143
942,400,660,330,550
890,328,667,286,721
482,7,0,0,0
572,114,190,83,178
771,4,10,4,5
604,120,215,124,243
1132,406,716,306,568
854,305,317,246,308
1258,405,329,293,263
1178,45,114,43,138
746,188,360,148,310
481,108,172,82,138
1060,519,1216,642,1357
520,5,3,2,3
716,237,521,272,626
865,6,1,0,0
525,166,321,157,342
1025,258,417,158,251
710,173,149,121,110
519,4,3,1,3
757,24,37,17,49
588,14,18,2,8
687,164,316,152,254
780,300,611,294,557
1006,310,530,263,434
930,376,622,326,550
766,6,0,2,0
1098,44,43,33,38
816,280,326,230,287
822,28,48,36,76
870,224,386,170,294
1052,344,854,283,674
896,342,644,366,807
922,360,624,302,580
952,244,404,180,314
1649,581,1138,537,1233
354,4,4,2,6
956,426,975,457,1122
650,219,199,157,169
746,6,0,0,1
1398,424,731,375,682
1712,729,1688,798,1828
1225,343,1017,298,856
772,270,444,296,468
1179,404,722,270,537
952,355,287,245,250
878,229,385,162,283
916,6,0,1,0
417,6,6,2,6
1168,392,1021,352,972
918,362,600,269,463
658,6,0,0,0
1009,277,500,230,478
1262,528,1050,493,1223
711,214,309,144,279
824,33,54,28,61
764,179,306,128,198
535,118,234,117,210
785,277,425,206,414
1359,58,113,40,96
755,328,526,253,424
952,39,58,25,52
1012,223,350,168,244
881,357,350,313,392
728,256,501,193,396
649,259,622,272,579
656,60,137,58,101
924,414,462,477,654
876,14,14,8,19
856,360,644,299,626
860,21,33,23,39
584,22,34,14,26
504,9,2,2,2
1026,380,802,392,836
816,14,23,8,18
428,19,10,10,8
1040,60,88,54,76
917,297,514,212,460
1023,307,850,302,774
1388,652,1475,687,1644
1064,257,394,184,232
745,367,497,476,644
247,4,6,5,1
483,167,410,211,490
776,374,744,332,698
738,214,462,226,588
310,10,8,4,9
819,250,466,190,367
779,296,386,244,456
1104,332,608,267,450
992,342,522,228,414
772,8,25,12,25
1150,426,1402,470,1418
284,6,10,0,6
1001,213,516,191,387
868,320,878,468,1164
948,329,426,342,484
600,6,7,2,1
1492,630,1490,437,1036
882,436,975,495,1234
693,212,350,150,297
650,19,19,18,24
1264,595,1253,498,1205
440,2,0,0,0
1125,462,760,340,631
1011,451,1078,544,1403
911,347,851,365,958
430,8,14,10,16
662,8,1,1,0
808,237,526,239,528
694,12,28,6,17
482,198,194,151,158
1133,333,810,269,648
1322,476,1024,472,1120
809,8,2,0,0
676,225,400,210,410
623,201,424,182,356
874,285,687,234,597
663,174,299,132,316
1174,496,852,398,776
849,351,608,292,596
388,4,0,2,1
924,6,2,0,1
849,21,34,12,18
537,145,342,198,406
1117,422,694,306,532
1050,374,732,336,666
821,260,490,204,336
992,70,120,56,100
366,56,172,62,153
460,92,326,92,204
564,154,238,110,194
774,369,788,311,849
583,9,3,4,9
642,240,454,220,500
598,179,577,177,531
488,6,10,6,9
409,74,188,86,172
454,12,0,3,1
458,8,6,2,8
396,54,100,48,79
770,216,420,166,260
663,184,372,176,374
512,172,406,218,462
732,10,8,2,9
1444,54,88,46,97
990,342,975,289,769
304,131,146,75,116
2476,802,1208,690,1159
1063,317,688,205,505
1162,446,888,410,1016
588,304,690,345,830
3069,200,417,137,329
2931,1014,1675,748,1277
774,304,296,229,267
455,149,218,155,177
451,6,7,2,8
1110,380,664,282,561
796,64,155,57,127
1992,140,310,165,417
545,3,4,3,2
1048,48,80,35,64
941,366,720,378,792
685,12,9,3,5
473,3,0,0,0
731,220,403,210,412
1023,18,13,19,22
938,8,7,2,7
1772,592,1096,500,900
2286,66,116,46,111
2646,796,2049,783,1810
346,2,6,2,4
1072,21,17,16,30
1149,366,480,222,357
2218,910,2122,702,1840
1030,352,702,341,656
1706,49,20,13,18
1882,608,1491,426,1100
669,253,536,251,664
744,268,512,214,416
748,200,252,108,184
623,13,5,5,1
637,8,7,4,12
1064,368,1179,415,1169
537,10,11,4,12
676,29,26,24,29
1624,427,1012,348,858
1590,532,828,338,600
456,85,77,79,88
782,250,370,156,254
364,116,211,89,220
568,136,276,122,263
110,2,0,0,0
1000,420,822,428,886
670,6,6,1,5
514,64,148,60,120
785,226,412,174,296
1090,395,1203,386,1135
640,127,317,115,288
678,286,292,229,269
2028,588,563,476,560
870,172,344,126,238
471,191,236,206,251
808,292,636,312,752
504,4,6,5,6
708,229,199,137,156
1454,25,52,28,76
598,18,23,13,18
792,270,542,216,406
802,36,68,18,79
699,256,453,186,344
810,379,417,380,487
1820,450,999,342,697
893,268,525,200,474
555,4,4,1,2
2652,969,2318,785,1645
2636,1033,2539,866,2021
768,9,0,0,0
890,11,12,10,6
610,163,453,149,492
906,332,1111,354,1399
2105,59,43,33,53
579,165,236,143,163
636,13,16,8,32
602,10,17,6,13
829,14,1,0,0
728,221,475,229,534
1005,273,630,173,486
1699,108,166,66,150
894,33,65,38,58
959,246,563,149,463
885,18,27,17,40
690,286,545,226,466
734,261,283,195,272
1938,604,1034,452,820
1498,62,94,48,70
1010,342,900,288,774
786,28,43,13,30
1486,588,1306,592,1268
912,402,910,438,1027
501,104,191,98,202
1150,394,698,316,573
1855,542,1565,601,1890
2462,947,3018,1069,3157
980,20,22,11,28
836,311,610,282,596
986,325,548,231,464
1130,411,936,337,766
801,211,354,102,221
1189,10,0,0,0
2181,1010,1528,728,1342
826,51,90,66,159
1177,391,1242,451,1251
1388,87,213,74,251
911,32,30,12,21
830,21,30,18,42
906,11,32,7,51
845,243,512,203,475
996,424,867,425,1067
746,21,33,11,25
852,13,11,4,5
1065,348,1115,467,1189
710,246,327,232,348
721,207,280,198,274
1270,339,662,203,458
1153,448,1004,460,1094
1212,16,16,4,12
783,26,49,22,55
824,314,345,248,344
779,201,402,160,374
1602,604,1771,779,1909
910,298,833,323,942
984,252,358,274,326
1226,101,94,78,97
902,48,108,38,68
1343,405,316,273,273
1492,600,701,524,624
1114,353,333,294,326
1088,278,784,288,605
1519,568,1039,514,960
822,262,526,245,643
814,221,207,194,231
1138,65,121,40,98
1246,421,1144,383,1050
766,310,261,251,244
756,244,231,216,221
898,324,262,204,229
708,164,358,120,315
1127,215,259,181,208
1250,29,70,13,29
1112,75,171,51,98
1004,35,54,45,83
788,57,32,35,28
1128,304,537,214,406
589,15,15,13,12
1163,48,38,27,30
352,6,0,0,1
676,252,258,256,389
970,189,635,198,477
978,34,54,38,58
1128,413,969,430,1078
1458,445,1286,450,1134
947,288,498,224,436
436,119,124,78,200
1170,384,656,288,522
252,114,105,74,87
683,127,198,84,143
670,218,447,200,479
960,25,65,32,91
1261,16,0,0,0
642,16,10,4,4
1054,367,318,236,281
732,46,81,39,80
836,151,465,144,392
1232,364,390,269,267
822,290,289,234,229
750,19,31,16,48
88,54,31,37,15
640,241,313,232,365
1433,13,3,0,0
837,194,369,160,229
1783,615,1813,549,1522
905,296,809,267,824
1092,512,1074,524,1312
774,251,596,266,646
698,252,316,334,569
818,309,282,278,303
753,48,61,24,54
1334,575,532,411,482
704,11,4,3,2
1121,435,901,402,938
818,202,201,150,145
962,351,796,416,962
1168,35,21,23,22
1516,355,1091,388,992
682,240,395,160,316
1108,402,401,381,469
959,305,313,224,289
1357,532,998,409,889
1014,227,364,152,191
696,6,4,2,4
131,13,6,9,12
1056,412,468,404,484
961,248,486,208,434
1006,31,125,37,99
766,8,5,2,3
1468,27,28,7,32
1314,278,653,177,357
923,25,22,12,29
586,19,22,15,13
1107,378,958,316,683
1216,19,54,19,58
