976,357.5,202.12,193.16,13.38
1675,142.43,1.9,1.2668,2.4849
1986,687.79,148.71,189.86,154.08
866,379.12,163.32,250.43,79.316
850,410.93,299.18,527.18,104.19
716,330.91,62.411,126.68,92.514
491,296.99,130.45,270.32,163.5
1135,806.59,516.42,1185.7,627.16
1525,1071.3,545.96,1105.1,751.31
890,706.94,370.4,752.58,631.36
828,560.26,251.11,560.45,311.92
1369,1074,707.3,1697,1006.5
954,153.96,4.0763,8.174,3.6548
850,482.57,232.75,400.88,160.09
1288,800.05,468.28,954.96,431.1
675,333.38,144.9,248.69,88.039
656,330,203.31,269.79,72.767
736,160.78,23.345,41.655,9.2564
1235,433.82,184.96,197.81,24.893
922,293.18,105.96,115.58,17.655
642,143.65,5.2172,11.333,5.231
422,247.63,127.7,257,107.17
1542,875.83,264.86,434.91,639.84
1424,418.19,75.034,130.37,77.235
682,470.37,245.23,390.43,451.46
1504,768.85,422.13,594,206.52
1076,653.1,409.23,679.97,267.83
860,459.08,224.03,327.63,126.35
588,345.89,105.15,285.68,159.87
632,255.5,79.727,136.11,31.011
699,216.96,64.531,86.93,14.513
1072,535.93,215.64,361.95,151.2
1187,681.77,210.92,429.53,469.96
1057,457.56,74.436,152.19,139.78
1106,376.34,90.906,140.92,51.457
990,453.97,218.73,385.28,105.19
1788,935.37,480.27,807.38,279.76
1008,508.4,153.85,306.55,162.12
892,672.08,418.69,951.82,564.75
856,622.63,418.33,947.04,465.49
2440,1283.9,510.67,841.85,415.15
490,295.21,189.64,296.18,129.4
864,352.01,142.1,213.64,58.338
2564,1073.7,270.54,409.24,371.09
935,331.74,197.51,329.81,22.291
1011,503.45,442.18,709.2,120.78
634,242.97,52.496,57.091,78.113
1546,275.62,24.767,36.12,29.565
1210,765.83,535.56,935.32,393.95
891,459.36,196.34,341,131.82
643,11.007,0.20412,0.051001,0.012505
1192,928.65,534.34,1090.9,980.65
290,109.75,23.163,58.634,10.506
650,254.06,64.933,110.63,36.265
1229,633.86,356.75,550.12,189.52
