904,205.49,20,12.52,0.31613
856,16.186,0.61783,0.014274,0.00026899
420,362.04,734.36,118.69,193
527,47.661,2.9111,0.41507,0.00016561
426,301.3,22.008,33.678,20
752,862.96,881.6,584.61,357.48
910,394.72,20.012,32.599,0.20107
600,42.753,1.3762,0.36791,0.00018855
648,165.66,6.309,9.9734,0.00020363
858,30.657,0.99679,0.040998,0.00026962
858,475.28,95.691,80.084,73.44
722,327.55,50.624,58.821,40.589
882,130.26,7.6062,3.0502,0.00027716
1124,349.23,20.002,31.728,0.28806
746,712.79,258.35,301.49,202.86
1831,363.08,20,7.2808,0.27577
974,356.43,21.203,64.662,0.16964
432,271.26,35.708,130.05,91.4
1232,65.434,3.0773,0.15235,0.024621
956,1199.6,1451.3,848.71,652.04
704,34.556,1.264,0.08448,0.022754
652,550.28,1085.8,171.89,279.74
830,15.694,0.59906,0.01384,0.00026082
961,426.76,20.012,42.801,0.00030199
692,273.4,9.3262,24.253,0.00021746
152,2.8741,0.10971,0.0025346,4.7765e-05
403,197.89,7.9031,20.002,0.00012664
1334,25.224,0.96283,0.022244,0.0004192
1168,1379.7,1662.9,1030.1,620.97
774,14.635,0.55864,0.012906,0.00024322
570,388.31,114.03,82.073,61.265
802,15.165,0.57885,0.013373,0.00025202
806,781.51,1526.2,316.52,408.58
782,903.66,1109.7,708.04,399.62
791,996.73,1245.2,775.68,488.34
649,823.73,1222.9,669.91,473.64
489,509.32,504.01,301.16,175.75
983,1150.7,1444.4,761.54,529.07
760,14.371,0.54854,0.012673,0.00023882
962,475.87,75.898,78.326,61.914
474,374.47,137.32,352.16,87.162
664,343.8,20,54.657,0.24002
723,13.671,0.52183,0.012056,0.0002272
724,875.75,981.18,570.43,398.68
792,937.75,1194.2,718.67,378.17
983,1136.1,1612.1,826.16,549.16
934,657.06,170.59,158.21,126.86
539,251.18,20.001,73.789,22.683
986,415.36,48.364,152.01,67.372
685,533.13,141.13,190.66,119.06
1022,1142.3,531.3,553.4,446.65
730,419.8,85.768,81.82,63.98
518,350.2,107.36,203.62,58.292
775,852.61,951.41,547.84,322.82
531,282.8,20,30.554,0.00016686
556,77.446,1.4946,0.55938,0.38743
898,354.91,21.203,29.929,0.00028219
1511,292.5,41.541,43.867,0.089737
803,15.184,0.57957,0.01339,0.00025234
949,988.1,1131.7,562.69,339.8
1091,363.15,20,67.982,0.1543
894,93.749,4.0506,1.3235,0.048612
654,12.366,0.47203,0.010905,0.00020551
2260,2489.9,1399.6,2960.6,1140.4
742,159.18,3.2225,2.9537,2.0884
946,597.78,148.48,162.41,98.424
824,892.57,743.84,717.14,296.26
1011,140.25,6.2516,3.1835,0.064308
779,198.91,20,21.534,0.11837
552,351.52,9.5659,54.801,0.00017346
867,449.84,84.618,78.284,57.243
532,17.369,0.63057,0.008871,0.00016718
698,822.74,447.71,469.3,333.31
748,329.58,34.985,30.587,20.017
579,10.948,0.4179,0.0096547,0.00018195
492,494.49,418.42,213.34,143.97
862,954.76,1150.4,677.38,368.66
863,456.75,72.688,85.018,66.734
1186,149.75,6.3673,2.8975,0.058531
646,12.215,0.46626,0.010772,0.000203
895,971.66,899.27,733.7,310.01
948,837.08,451.92,139.81,292.26
965,878.48,1970.1,351.48,488.68
1065,389.73,21.203,29.182,0.16964
639,12.083,0.4612,0.010655,0.0002008
1054,351.05,20.012,32.101,0.00033121
690,261.57,13.016,20.008,0.17573
1100,1000.2,416.6,874.83,308.97
873,428.49,20.012,34.917,0.00027433
878,694.48,272.43,567.23,147.03
900,963.34,829.19,612.84,342.87
459,8.6791,0.33129,0.0076537,0.00014424
608,11.497,0.43883,0.010138,0.00019106
940,1066.9,1195.9,552.83,441.97
1198,51.736,2.2241,0.074326,0.00037646
1096,1196.2,1035.3,700.68,394.65
1061,1082.8,1156.3,500.01,354.82
1421,26.869,1.0256,0.023695,0.00044654
1514,1984.3,3211.9,2056.5,1368.2
443,8.3766,0.31974,0.043392,0.017531
731,13.822,0.52761,0.012189,0.00022971
850,440.11,20,63.568,0.24002
722,13.652,0.52111,0.012039,0.00022688
1203,22.747,0.86828,0.02006,0.00037803
1380,1588.1,2042.3,1179.1,726.57
641,102.96,1.3788,0.92151,0.81907
625,593.95,1176.7,235.53,309.26
537,31.274,0.87482,0.20047,0.00016875
870,1039.4,1229.3,744.33,499.54
589,316.03,71.387,20.316,33.329
1108,900.78,284.37,806.88,260.79
330,6.2399,0.23818,0.0055027,0.0001037
846,928.95,1032.1,498.92,368.53
770,82.711,2.7661,1.3557,0.049795
908,1096.1,1308.2,684.23,592.05
174,3.2901,0.12559,0.0029014,5.4678e-05
1136,1305.7,1376.3,754.37,582.91
1240,23.447,0.89498,0.020677,0.00038966
1297,336,8.8947,8.9173,5.284
1096,185.72,20,12.832,0.00034441
1474,880.63,213.47,492.54,134.88
1130,292.54,20,36.388,0.12001
976,196.68,23.135,20,0.093414
932,418.57,21.203,64.929,0.20819
942,1122.4,1470.2,854.45,546.81
890,956.73,915.81,688.25,328.4
482,9.114,0.34789,0.0080372,0.00015146
572,23.084,0.95262,0.023152,0.00017975
771,457.2,13.361,60.215,20.067
604,233.96,12.053,20,0.17956
1132,1300.3,1483.9,828.36,597.45
854,97.131,9.0306,1.044,0.00026836
1258,72.285,5.2405,0.032965,0.026637
1178,22.275,0.85023,0.019643,0.00037018
746,53.817,2.3995,0.3311,0.033442
481,527.35,512.89,272.35,201.26
1060,329.31,20,42.419,0.0003331
520,87.202,5.0381,0.38483,0.93285
716,476.66,20.001,65.692,0.000225
865,23.69,0.62432,0.062847,0.038087
525,585.47,658.1,350.6,221.26
1025,1131.4,1196.2,583.23,427.26
710,617.42,1161.7,170.62,388.2
519,9.8136,0.37459,0.0086542,0.00016309
757,14.314,0.54637,0.012623,0.00023788
588,244.83,39.314,28.665,20.074
687,743.94,769.17,431.14,267.56
780,890.32,1059.4,611.62,387.32
1006,1184.4,1374.4,864.53,503.19
930,1007,1133.9,543.53,421.62
766,14.484,0.55287,0.012773,0.0087654
1098,1074.9,613.4,220.15,395.71
816,693,1279.4,209.02,322.04
822,15.543,0.59329,0.013707,0.00025831
870,35.185,1.3886,0.046403,0.00027339
1052,953.35,385.05,906.19,303.73
896,234.29,11.783,13.801,0.12121
922,1015.9,1195.3,622.02,386.15
952,44.067,2.1853,0.026556,0.021458
1649,1777.7,1966.4,1098.4,596.7
354,239.44,33.384,22.506,20.067
