976,132.99,6.7752,1.6434,0.48671
1675,390.77,21.337,3.5713,20
1986,1344.5,1353.1,215.11,1068.8
866,246.92,54.685,8.3326,10.185
850,171,16.077,3.8262,2.8744
716,123.04,8.85,1.4349,3.683
491,399.7,325.99,98.182,255.89
1135,216.93,32.923,3.3691,5.4617
1525,1169.7,736.89,312.04,904.11
890,496.49,219.93,64.176,147.45
828,217.54,24.262,10.237,24.4
1369,601.43,194.26,58.284,91.016
954,13.309,0.26536,0.0030534,0.00029054
850,268.62,55.559,14.366,25.963
1288,1024.8,665.48,318.88,892.37
675,543.54,384.67,148.29,477.47
656,661.26,597,259.99,882.16
736,104,4.8934,1.1799,2.019
1235,321.07,69.484,8.5625,10.215
922,202.05,35.414,4.4729,3.9139
642,47.407,1.7703,0.13702,0.52753
422,297.05,155.63,79.347,191.09
1542,368.88,84.115,5.7705,9.3995
1424,330.33,76.83,4.1967,11.601
682,174.63,42.743,2.8507,4.5731
1504,1285.2,1271.6,363.09,973.68
1076,570,245.53,73.229,111.64
860,195.45,34.103,5.1657,4.8707
588,70.967,4.7153,0.55987,0.43111
632,162.56,6.6231,4.6533,11.025
699,119.65,14.591,1.588,1.8342
1072,211.17,37.08,3.1068,2.8145
1187,216.89,36.992,1.0171,3.2634
1057,200.11,15.465,2.8102,6.7624
1106,859.24,485.63,149.92,566.11
990,473.61,169.91,47.046,93.985
1788,285.44,36.572,3.4066,2.281
1008,256.54,28.022,10.743,20
892,494.48,230.36,60.173,154.45
856,178.3,27.372,4.7345,4.4641
2440,242.17,20.446,1.3812,0.70904
490,227.66,87.048,18.104,36.512
864,182.02,33.298,2.5409,3.0101
2564,545.7,104.69,7.3059,12.924
935,179.35,17.713,2.6693,5.4812
1011,1027.3,571.11,541.58,1223.1
634,285.26,123.85,11.897,46.608
1546,103.5,4.6366,0.31055,0.47826
1210,1266.8,1111.8,663.39,2019.4
891,143.24,14.702,1.7897,2.8712
643,8.9705,0.17885,0.002058,0.00019583
1192,475.86,161.64,20,64.169
290,188.96,10.993,15.717,51.204
650,306.03,38.46,41.277,136.22
1229,900.7,661.15,206.02,643.98
405,51.905,4.0967,0.3567,0.45778
864,581.65,436.96,84.317,699.76
768,39.961,0.87782,0.16896,0.0002339
994,538.57,219.38,76.408,143.22
852,182.09,29.224,4.5604,5.3438
736,605.14,506.66,160.19,469.9
731,170.34,25.864,10.053,5.8265
1104,547.74,218.51,55.236,131.14
1162,477.47,139.37,34.691,67.516
478,288.98,85.89,72.075,90.7
680,590.27,181.9,182.01,496.1
951,221.13,11.769,4.4224,11.628
685,214.29,20,8.4169,20.114
307,240.4,50.062,64.658,123.07
178,25.156,3.2626,0.19667,5.421e-05
1140,980.24,543.6,215.39,841.56
594,44.249,0.59531,0.24189,0.26609
881,360.49,142.06,20.689,55.541
