904,540.23,813.83,171.8
856,676.04,431.08,493
420,279.13,641.24,124.53
527,188.88,90.898,16.559
426,64.203,4.9856,1.1605
752,268.75,99.834,43.664
910,583.68,443.22,211.39
600,194.45,84.578,22.128
648,350.38,225.58,90.49
858,83.191,8.5533,0.69684
858,156.89,13.778,4.1301
722,143.26,10.211,4.0745
882,331.45,180.95,47.843
1124,743.01,753.22,299.98
746,162.37,20,8.4915
1831,692.74,387.29,95.945
974,777.89,1262.3,516.59
432,90.855,5.7977,2.4832
1232,131.44,20,1.8074
956,349.65,167.37,46.563
704,88.323,10.606,1.3525
652,416.53,844.17,170.21
830,20.049,0.53128,0.1488
961,704.5,759.87,313.86
692,413.73,290.08,145.17
152,2.2,0.097295,0.0011742
403,275.24,213.38,112.19
1334,712.1,273.71,269.92
1168,773.23,742.16,294.99
774,72.728,3.1084,0.86826
570,133.42,13.765,4.4459
802,52.173,2.152,0.33395
806,524.89,725.29,196.91
782,636.74,769.17,394.59
791,255.42,92.578,30.169
649,439.38,470.32,184.2
489,352.05,330.78,155.22
983,586,508.35,172.6
760,102.61,5.9552,1.8021
962,155.63,10.704,3.1559
474,301.14,130.77,166.66
664,517.87,587.68,300.68
723,36.678,0.8391,0.15626
724,227.53,73.35,29.685
792,512.06,476.48,205.12
983,768.26,1117.5,431.3
934,156.37,12.922,2.6642
539,148.52,9.6214,6.931
986,145.04,7.2994,2.7186
685,207.07,20,7.2935
1022,231.71,20,6.7504
730,106.27,6.4213,1.9431
518,309.2,156.87,112.46
775,582.32,745.69,312.44
531,355.72,738.7,169.2
556,8.0472,0.3559,0.02229
898,601.55,625.4,224.9
1511,1093.4,2804.7,667.9
803,158.88,20,3.8598
949,687.5,801.5,302.72
1091,882.65,1274.2,562.34
894,294.73,129.66,34.355
654,58.882,2.6475,0.50841
2260,1434.3,800.11,646.37
742,31.015,1.0755,0.085831
946,244.58,38.013,16.192
824,681.37,668.67,467.79
1011,400.85,217.14,66.15
779,537.14,707.11,222.65
552,429.4,500.37,277.54
867,214.43,20,6.3483
532,7.6999,0.34053,0.0041096
698,171.3,32.475,12.347
748,81.336,3.5971,1.1164
579,9.9911,0.37062,0.0088583
492,159.16,45.183,12.621
862,689,957.78,423.46
863,92.235,5.4998,1.0424
1186,441.24,236.57,60.161
646,195.28,20,8.6902
895,701.64,734.79,454.76
948,211.15,38.479,7.8896
965,666.44,1350.5,334.32
1065,676.76,436.78,246.62
639,137.98,14.286,4.2123
1054,696.99,646.55,262.07
690,423.58,417.43,124.16
1100,666.79,323.07,277.26
873,529.61,418.09,169.42
878,626.09,385.3,407.07
900,536.66,352.87,181.83
459,6.6433,0.29381,0.0035457
608,8.9924,0.38918,0.0075926
940,269.21,84.213,29.551
1198,142.01,24.399,3.1642
1096,664.25,447.76,220.28
1061,599.86,540.31,157.31
1421,128.06,9.9375,1.1103
1514,1179.1,1485.6,641.26
443,6.4117,0.28356,0.0034221
