CTRL_alpha	itraconazole_alpha	methotrexate_alpha	tamoxifen_alpha	beauvericin_alpha	benomyl_alpha	bisantrene_alpha	camptothecin_alpha	cisplatin_alpha	colchicine_alpha	cycloheximide_alpha	fluconazole_alpha	imatinib_alpha	ketoconazole_alpha	miconazole_alpha	mitoxantrone_alpha	valinomycin_alpha
TWAS21161108	0.981215	1.068235	1.035827	1.14412	0.5989	0.8439	0.68486	1.0091654	0.984069	1.041956	1.072249	0.83521	1.017382	1.0127	1.39419	0.9914127	0.963388
TWAS21161112	0.93154	0.955235	1.00064383	1.30751	0.58487	0.948589	0.993155	1.072734	0.910559	1.0040308	0.9918396	0.78019	1.0089207	0.88044	1.27607	0.983495	0.910269
TWAS21161114	0.89629	0.54427	0.913036	0.5153	0.54295	1.092218	0.97991	1.0070947	1.0098389	0.985896	0.87322	0.51063	0.985304	0.53579	0.41529	1.1189	1.046261
TWAS21161116	0.80218	0.50977	0.47234	0.27297	0.52418	0.966156	0.935792	1.014225	0.82294	0.81617	0.75773	0.19839	0.967876	0.46273	0.4273	0.900586	0.46808
TWAS21161118	1.039971	0.88696	1.049827	0.26666	1.15193	1.1751	1.019855	1.098377	1.0040857	1.050686	0.963259	0.70525	1.060936	0.67902	0.54274	1.064523	1.076836
TWAS21161122	0.91409	0.913863	0.902692	0.58586	0.641	1.093828	1.16746	1.021207	0.925214	1.011023	0.85785	0.57636	1.012596	0.55272	0.38108	0.963479	0.953024
TWAS21161124	1.05267	0.961879	1.049238	0.60412	1.14255	1.15997	0.962194	1.070482	0.987127	1.10813	0.971685	0.7221	1.076303	0.67894	0.57687	1.078565	1.08726
TWAS21161205	1.060482	0.927437	1.078275	0.62261	1.16201	1.22703	1.037337	1.082031	0.9930373	1.079835	0.976355	0.7007	1.087963	0.6433	0.5717	1.079227	1.08838
TWAS21161209	1.0021119	0.9936577	1.16967	0.58452	1.064072	0.89656	0.53883	0.57217	0.922015	1.058392	0.88518	0.66291	0.973473	0.59819	0.53252	0.9958406	1.062796
TWAS21161213	1.05042	0.94432	1.24061	1.34585	1.077459	1.11737	1.040344	1.17102	1.055578	1.039468	1.11189	0.82701	0.996409	0.947175	1.26125	1.073901	1.022328
TWAS21161215	0.904963	0.82202	1.064026	0.54938	0.53618	1.10732	0.983378	0.956543	0.88017	1.001237	0.83335	0.58826	1.013518	0.54962	0.38544	0.946206	0.953024
TWAS21161217	1.067832	1.095959	1.13755	1.33393	1.18179	1.078482	1.083125	1.15747	1.039913	1.079011	1.13147	0.86365	1.073778	1.015624	1.3092	1.042992	1.031634
TWAS21161221	1.0411	0.941214	1.05764	1.27503	1.12314	1.061484	0.961532	1.11592	0.980681	1.048454	1.08163	0.76669	1.037305	0.82927	1.29447	1.050529	1.024064
TWAS21161224	1.046292	1.32711	1.080495	1.21393	1.14547	0.89533	0.70202	1.040067	1.024918	1.096758	1.11843	0.87736	1.052778	1.050531	1.35303	1.023084	1.053284
TWAS21161302	1.034317	0.925469	1.033991	1.27158	1.11901	1.028814	0.96358	1.112	0.979583	1.069525	1.082079	0.77102	1.034275	0.79791	1.28634	1.050809	1.039885
TWAS21161303	1.044099	1.016082	1.052572	1.36713	1.14456	1.0004924	1.052982	1.17228	1.054695	1.061652	1.11179	0.85509	1.032823	1.025468	1.29433	1.060174	1.041815
TWAS21161304	1.05535	1.047106	1.060564	1.35169	1.14894	1.040556	1.011111	1.19586	1.047861	1.058154	1.12925	0.86364	1.060881	1.044572	1.32073	1.052629	1.056525
TWAS21161306	1.05237	1.045376	1.085095	1.19922	1.14932	0.94528	0.66467	1.0099695	1.041029	1.051068	1.12407	0.85173	1.053036	0.9933187	1.32198	1.046071	1.05737
TWAS21161308	1.030017	1.027124	1.055827	0.61313	1.142	0.943027	0.63249	0.62381	0.91059	1.089926	0.948316	0.70261	1.044915	0.61079	0.56239	0.99921649	1.079517
TWAS21161309	1.06423	1.046684	1.068536	1.32723	1.17929	1.050895	1.039822	1.18806	1.096817	1.076949	1.14471	0.88243	1.061374	1.056577	1.33413	1.070828	1.070496
TWAS21161311	1.042407	1.023863	1.25106	0.60253	1.11123	1.18886	1.078078	1.047273	0.9963803	1.070366	0.948625	0.67713	1.016036	0.60911	0.51715	1.092282	1.093878
TWAS21161312	1.046431	1.021306	1.043962	1.19825	1.12211	0.87824	0.67854	0.9978558	1.018868	1.065931	1.12623	0.85964	1.026813	1.027812	1.31743	1.040313	1.060048
TWAS21161313	1.050227	1.048132	1.075334	1.20401	1.1407	0.952192	0.70642	0.978107	1.086537	1.066198	1.11951	0.86531	1.03437	1.025949	1.31656	1.063357	1.056332
TWAS21161314	1.060463	0.922369	1.086189	0.59039	1.17754	1.21052	1.041618	1.08825	0.9949989	1.081315	0.99925022	0.71668	1.080939	0.67507	0.60084	1.072593	1.097845
TWAS21161318	1.045286	1.04516	1.044172	1.19583	1.11234	0.88839	0.66771	0.9939804	1.031127	1.067021	1.12493	0.955002	1.02842	1.022124	1.31945	1.050228	1.062454
TWAS21161322	0.9945112	0.986584	1.021646	0.60517	0.61937	1.22329	1.26183	1.047097	0.985669	1.066549	0.87322	0.56086	1.058439	0.5606	0.47281	1.031455	1.022408
TWAS21161324	1.056739	0.928413	1.25594	1.31809	1.080601	1.15789	1.0029692	1.11995	0.977792	1.064723	1.067221	0.79448	1.025633	0.85388	1.15642	1.089982	1.06906
TWAS21161401	1.040752	1.047837	1.046652	1.34668	1.14813	0.99941911	1.1422	1.1632	1.08348	1.07384	1.12016	0.8713	1.030371	1.050032	1.32782	1.052715	1.040356
TWAS21161404	1.059813	1.052101	1.06787	1.35009	1.15797	1.06088	1.054605	1.17251	1.049763	1.057073	1.12627	0.86152	1.050309	1.03963	1.32204	1.073761	1.074072
TWAS21161405	0.89207	0.50397	0.943569	0.59872	0.60994	0.84924	0.58832	0.5847	0.79595	0.967053	0.86606	0.56131	0.975523	0.53882	0.44746	0.82617	0.909323
TWAS21161408	0.900414	0.77211	0.88165	0.63555	0.55849	1.074392	1.01296	0.980984	0.87421	1.0028094	0.85942	0.58735	1.0039117	0.57093	0.48403	1.019468	1.0029032
TWAS21161418	1.04659	0.946604	1.055566	0.58591	1.14582	1.1594	1.061089	1.092394	0.982125	1.094409	0.953385	0.70696	1.051244	0.69035	0.56255	1.074834	1.083771
TWAS21161419	1.071893	0.84642	1.13175	0.64159	1.21441	1.27103	1.17015	1.084051	1.056575	1.12455	1.035181	0.75535	1.086752	0.75218	0.72191	1.052529	1.081867
TWAS21161422	1.04795	1.0048403	1.062602	1.1959	1.10642	0.903572	0.63769	0.974327	1.032619	1.038653	1.12933	0.79921	1.031384	0.957823	1.31793	1.067217	1.026446
TWAS21161423	1.06169	0.88307	1.078117	0.68058	1.16239	1.21095	1.060196	1.080336	0.981911	1.076686	0.979826	0.6966	1.070195	0.64034	0.57496	1.080158	1.091567
TWAS21161503	1.058087	1.011706	1.096191	1.36122	1.16525	1.086865	1.01534	1.17195	1.049072	1.047115	1.13264	0.85789	1.060364	0.9978652	1.30142	1.078495	1.032178
