CTRL_A	itraconazole_A	methotrexate_A	tamoxifen_A	beauvericin_A	benomyl_A	bisantrene_A	camptothecin_A	cisplatin_A	colchicine_A	cycloheximide_A	fluconazole_A	imatinib_A	ketoconazole_A	miconazole_A	mitoxantrone_A	valinomycin_A
TWAS21010118	1.0066362	0.83208	1.066863	1.17238	0.51955	0.59885	0.81604	1.024889	1.067276	1.04052	0.919698	0.79721	0.984506	0.79198	1.14038	0.96603	0.942372
TWAS21010119	1.033838	0.81074	1.015262	1.33366	0.50773	0.944228	1.074632	1.16603	1.095248	1.077789	1.061773	0.80146	1.072253	0.80241	1.10028	1.043079	0.945437
TWAS21010121	1.096376	0.61006	1.11871	0.57803	1.15395	0.9923398	0.87708	0.62286	0.954778	1.13014	1.024003	0.53112	1.12205	0.62551	1.045678	1.043164	1.14398
TWAS21010122	1.10856	0.62484	1.096501	0.52368	1.15672	1.29005	1.1878	1.17446	1.039315	1.13233	0.9984581	0.72925	1.12802	0.65182	1.000036481	1.16213	1.13326
TWAS21010203	0.903961	0.84337	0.905418	1.10179	0.55868	0.56398	0.916693	1.084956	1.071251	0.9907254	1.0082559	0.84073	1.054031	0.8127	1.26447	1.054502	0.962288
TWAS21010204	1.11342	0.6504	1.12978	0.55319	1.18496	1.068525	0.82377	0.72756	1.034567	1.14209	1.033752	0.66553	1.12445	0.64736	0.914156	1.040655	1.15989
TWAS21010205	1.1318	0.64779	1.15478	0.56667	1.2029	1.38056	1.37973	1.20552	1.15072	1.15175	1.053299	0.71737	1.15006	0.66235	1.021333	1.2061	1.15965
TWAS21010206	1.074364	0.8963	0.944599	1.20071	0.58744	0.6	0.78853	1.29385	1.25408	1.16877	1.0045839	0.916378	1.093741	0.89149	1.17182	1.13309	1.14865
TWAS21010207	1.087541	0.6014	1.086579	0.5628	1.13954	0.975744	0.82469	0.59949	0.934972	1.11973	0.969229	0.68443	1.11879	0.69403	0.76091	0.87934	1.12052
TWAS21010208	1.095779	0.9786	1.065633	1.3682	1.12644	0.8626	0.81394	1.1296	1.075246	1.1225	1.20676	1.040928	1.085188	0.957198	1.32784	1.037475	1.10441
TWAS21010211	1.068635	0.60348	1.07044	0.55759	1.114	1.030373	0.58731	0.65094	0.966862	1.11254	1.070232	0.54806	1.099585	0.66078	0.79044	0.922832	1.10523
TWAS21010212	1.1146	0.907235	1.14074	1.47651	1.14398	1.11861	1.23648	1.25006	1.075013	1.058413	1.20008	0.88121	1.070941	0.965457	1.22619	1.15489	1.048538
TWAS21010215	0.85451	0.55774	0.959287	0.4331	0.54688	1.2948	1.068182	1.055553	0.5046	0.53315	0.75987	0.52393	0.49609	0.52917	0.56121	0.49232	0.52216
TWAS21010216	1.126	0.60829	1.14295	0.52394	1.18575	1.42448	1.3411	1.17226	1.13564	1.15167	1.034123	0.70534	1.1553	0.67619	1.07398	1.18645	1.16303
TWAS21010217	1.089878	0.60645	1.073689	0.48708	1.15435	1.24974	1.15394	1.17461	1.030423	1.12271	0.986107	0.72846	1.12819	0.66772	1.22227	1.14191	1.11396
TWAS21010218	0.5023	0.54144	0.59686	0.52945	0.48455	0.43784	0.63029	0.53764	0.51357	0.50731	0.51093	0.52641	0.48683	0.45812	0.26764	0.46846	0.57248
TWAS21010219	1.12479	0.64596	1.15819	0.5427	1.17279	1.37383	1.24078	1.18009	1.065802	1.16175	1.057219	0.54269	1.16862	0.7088	1.31956	1.17499	1.16915
TWAS21010222	1.094971	0.65363	1.070168	0.51974	1.13381	1.28375	1.21822	1.176	1.061948	1.13342	0.977085	0.71443	1.15729	0.73426	0.52774	1.11458	1.13103
TWAS21010302	1.12263	0.968999	1.13085	1.35901	1.1653	1.024046	0.919979	1.074392	1.079776	1.13251	1.21825	1.035489	1.12127	0.957622	1.31169	1.16245	1.11382
TWAS21010304	0.968078	0.54174	0.94278	0.47629	0.54301	1.21219	1.2095	1.017316	1.046144	1.0023454	0.78144	0.5016	1.064303	0.52926	0.55836	0.982649	0.87702
TWAS21010305	1.046052	0.79727	0.982802	1.29683	0.56383	0.961661	1.046348	1.15841	1.13228	1.13147	0.967334	0.81824	1.072174	0.81597	1.1885	1.041755	0.932826
TWAS21010306	1.031087	0.53887	0.986393	0.50093	0.23145	0.51604	0.5873	0.55164	0.8795	1.12728	0.88593	0.48021	1.024822	0.53973	0.55441	0.900412	1.028227
TWAS21010307	1.10774	0.915434	1.10128	1.43478	1.12653	1.1003	1.23766	1.24631	1.13164	1.042079	1.19524	0.935301	1.056432	1.026136	1.25995	1.1593	1.065618
TWAS21010308	1.14037	0.969189	1.15971	1.49901	1.18563	1.1397	1.31181	1.26994	1.13759	1.1516	1.24119	0.934758	1.14596	0.954954	1.30661	1.21159	1.11711
TWAS21010309	1.097637	0.98468	1.074974	1.35903	1.13212	0.84353	0.83916	1.13814	1.090997	1.1271	1.21294	0.996926	1.09139	1.0079627	1.3292	1.015394	1.10905
TWAS21010312	1.12305	0.9963534	1.095423	1.55332	1.18189	1.097448	1.23128	1.27596	1.13442	1.1278	1.2021	0.958298	1.11528	0.964651	1.33076	1.1694	1.12266
TWAS21010313	1.11403	1.014786	1.12389	1.50939	1.17404	1.2018	1.31374	1.25487	1.20877	1.13442	1.17229	0.928572	1.12471	0.943995	1.28294	1.18521	1.1014
TWAS21010314	1.10471	0.946822	1.080627	1.52932	1.14127	1.073729	1.3128	1.26213	1.10956	1.11856	1.18434	0.945663	1.10537	0.955645	1.30952	1.13944	1.1052
TWAS21010316	0.9975653	0.21922	1.0025146	0.50634	0.23894	1.068671	1.066979	1.16163	0.969432	1.07819	0.88333	0.48541	1.04925	0.53119	0.53594	1.035505	1.099802
TWAS21010318	1.039282	0.76674	0.97995	1.23981	0.54119	0.55113	0.82181	1.12	1.028123	1.063041	1.044639	0.75381	1.029797	0.81138	1.11586	0.9914869	0.953867
TWAS21010319	1.13087	0.943866	1.12779	1.51383	1.13726	1.14015	1.25498	1.2199	1.10609	1.16047	1.17356	0.932632	1.18471	0.89738	1.21774	1.15815	1.11322
TWAS21010321	1.12379	0.63724	1.14997	0.52021	1.18825	1.40768	1.30237	1.21077	1.066587	1.14435	1.046421	0.58318	1.16766	0.70277	1.10761	1.20197	1.15547
TWAS21010322	0.961849	0.21784	0.52707	0.44522	0.56219	1.24387	1.25973	0.994481	0.921165	0.53143	0.75937	0.46888	1.022624	0.53652	0.29553	0.53219	0.49496
TWAS21010323	1.078615	0.941202	1.063669	1.34731	1.13044	0.89331	0.920166	1.10944	1.13469	1.12208	1.18276	0.92316	1.072259	1.0072769	1.31925	1.011373	1.11057
TWAS21010324	1.12078	0.968834	1.13842	1.33513	1.14753	1.015273	0.88181	1.073249	1.15538	1.14254	1.2209	0.91694	1.1244	0.974594	1.31285	1.15832	1.1203
TWAS21010401	1.14235	0.964894	1.15826	1.53639	1.1907	1.15225	1.36107	1.28449	1.13717	1.14712	1.24307	0.938681	1.14144	0.964694	1.30564	1.20109	1.11412
TWAS21010402	0.971135	0.82373	0.906308	1.090675	0.53412	0.55983	0.82636	1.10765	1.044087	1.058246	0.919841	0.70333	1.019033	0.77644	1.19226	1.053398	0.94278
TWAS21010403	1.093793	0.79206	1.02741	1.40976	0.56538	0.9952921	1.066979	1.22137	1.17448	1.23577	1.05821	0.85056	1.15439	0.86613	1.090738	1.12667	0.53742
TWAS21010404	1.046052	0.86732	0.922218	1.091881	0.52836	0.53088	0.71599	1.14733	1.11212	1.055486	0.927493	0.78773	1.025488	0.77147	1.079509	1.050207	0.959944
TWAS21010405	1.025059	0.8343	0.979392	1.15486	0.54349	0.53258	0.86179	1.13877	1.04971	1.1129	0.967334	0.83283	1.012887	0.85057	1.21686	1.015968	0.975178
TWAS21010406	0.88367	0.924503	0.85137	1.14659	0.60259	0.73063	0.77343	1.10939	1.025049	0.935731	0.966022	0.927159	1.0036076	0.926997	1.30164	0.971457	0.900353
TWAS21010407	1.01162	0.76509	0.972966	1.20502	0.52247	0.54231	0.85655	1.10742	1.094298	1.064446	1.13369	0.86588	1.034843	0.88237	1.14977	1.049965	1.012
TWAS21010408	1.12173	0.942235	1.094397	1.46693	1.12592	1.1764	1.26579	1.24861	1.10404	1.14044	1.18348	0.955249	1.15482	0.960374	1.18328	1.14405	1.085099
TWAS21010409	1.13068	0.938084	1.15064	1.49895	1.18593	1.1547	1.2787	1.25688	1.11544	1.13902	1.23732	0.927313	1.14247	0.947552	1.29457	1.19255	1.10926
TWAS21010412	1.11435	0.60987	1.15112	0.51357	1.14953	1.33652	1.25526	1.17872	1.067245	1.059441	1.060608	0.71869	1.096856	0.64759	1.13001	1.16635	1.10078
TWAS21010413	0.944472	0.90391	0.50565	0.58454	0.61502	0.56423	0.59059	0.89564	0.45515	0.44961	0.83905	1.046199	0.83762	1.0093174	0.59655	0.5172	0.47486
TWAS21010414	1.11504	0.62499	1.1131	0.54772	1.18066	1.3667	1.22885	1.18969	1.077179	1.13131	1.025822	0.73444	1.14818	0.68089	1.037175	1.16585	1.14495
TWAS21010416	1.12105	0.67759	1.13749	0.58233	1.19732	1.32412	1.40372	1.21969	1.10728	1.050154	1.072655	0.75446	1.095995	0.77025	0.925793	1.18168	1.10336
TWAS21010417	1.099065	0.53865	0.984782	0.5008	0.399	1.22407	1.077112	1.12251	0.927319	1.16146	0.9909948	0.27381	1.078363	0.56423	0.59285	1.07885	1.101
TWAS21010419	1.12414	0.958766	1.14859	1.50261	1.16413	1.10799	1.30844	1.27417	1.11311	1.13266	1.23326	0.929922	1.12174	0.936371	1.27999	1.18362	1.098891
TWAS21010422	1.1375	0.67174	1.16253	0.51081	1.19279	1.38663	1.2812	1.1945	1.081306	1.15362	1.048497	0.72821	1.17241	0.68801	1.028632	1.2091	1.17646
TWAS21010423	1.088317	0.54855	1.10212	0.53157	1.16173	1.098457	0.78661	0.57153	1.011558	1.12133	0.984346	0.60812	1.10756	0.62951	0.976696	1.017776	1.12978
TWAS21010424	0.970672	0.56521	0.52357	0.45424	0.58022	1.22859	1.28411	1.059086	0.47783	0.49996	0.58619	0.45163	0.47978	0.53077	0.56545	0.970074	0.919284
TWAS21010501	1.12442	0.929998	1.12912	1.36976	1.15166	0.976597	0.88048	1.11938	1.16944	1.15807	1.17619	1.023992	1.12799	0.949726	1.29494	1.15169	1.12776
TWAS21010502	0.52345	0.6827	0.81117	1.33046	0.53487	0.50536	1.051368	1.058222	0.42963	0.4875	1.020988	0.52169	0.40726	0.76385	0.60229	0.81462	0.46487
TWAS21010504	0.910641	0.906215	0.88301	1.34039	0.53276	1.065667	1.11496	1.048263	1.053276	0.9936652	0.920467	0.80148	1.0089865	0.85205	1.16751	1.0024272	0.918991
TWAS21010506	1.1346	1.01523	1.14891	1.52874	1.17815	1.18909	1.3663	1.2673	1.20548	1.15102	1.20378	0.972937	1.14963	0.951976	1.29139	1.21531	1.11431
TWAS21010507	1.11315	0.6081	1.12756	0.54937	1.16903	1.02512	0.84323	0.64332	0.978857	1.1437	1.038058	0.52354	1.14761	0.58288	1.033131	1.05305	1.16374
TWAS21010508	1.10533	0.6451	1.10974	0.47568	1.12638	1.31039	1.26491	1.13195	1.099468	1.063927	1.021163	0.75127	1.084602	0.73894	0.961571	1.17258	1.084253
TWAS21010511	1.12859	0.63837	1.15675	0.56442	1.18142	1.36697	1.40496	1.20719	1.12083	1.16898	1.041928	0.75201	1.1732	0.66948	1.35729	1.20192	1.1746
TWAS21010512	1.024294	0.71944	0.939966	1.30341	0.56227	1.059564	1.068559	1.039216	1.060862	1.062201	1.010152	0.75075	1.057223	0.77604	1.12642	1.074557	0.961998
TWAS21010513	0.42559	0.5787	0.4995	0.5686	0.37716	0.55053	0.64977	0.55219	0.39975	0.2088	0.53726	0.54066	0.47205	0.61938	0.64279	0.52179	0.49686
TWAS21010514	0.943699	0.88533	0.966066	1.22089	0.56582	0.70787	0.8142	1.14284	1.084961	1.012262	1.040488	0.89169	1.0089776	0.85744	1.31572	1.04732	1.039214
TWAS21010515	1.018183	0.77391	0.9987176	1.13059	0.55838	0.6998	1.12737	1.18835	1.082618	1.020814	1.10596	0.71341	1.054573	0.916821	1.07391	1.013971	0.918797
TWAS21010516	0.983904	0.59179	0.948104	0.50476	0.48931	0.55079	0.76589	0.51256	0.83769	0.986391	0.89429	0.54822	0.905687	0.52439	0.56591	0.55923	0.970742
TWAS21010518	1.050977	0.927956	0.9984704	1.29288	1.079215	0.80867	0.901642	1.1361	1.054759	1.077267	1.14999	0.81444	1.04668	0.926317	1.27532	1.10195	1.06535
TWAS21010519	1.13034	0.969851	1.15638	1.48515	1.19113	1.18709	1.35047	1.27308	1.18016	1.13688	1.19988	0.934834	1.12223	0.955012	1.29564	1.20675	1.11249
TWAS21010521	0.997911	0.75577	0.962506	1.26058	0.48993	0.56323	0.72874	1.084651	1.014798	1.097044	1.080746	0.77653	1.00043513	0.78999	1.13108	0.977391	0.921424
TWAS21010522	1.1049	0.5816	1.12696	0.53211	1.16193	1.069075	0.79766	0.61112	0.974897	1.12981	1.012909	0.5405	1.13062	0.66796	1.0501	1.039287	1.14853
TWAS21010523	1.02346	0.5666	1.0005419	0.45536	0.5726	1.10007	1.1138	1.14509	1.016494	1.055544	0.983057	0.55086	1.075848	0.62604	0.55365	1.045505	1.094975
TWAS21010524	1.12722	1.015997	1.13833	1.45736	1.1715	1.15049	1.33619	1.24268	1.17265	1.15535	1.21162	0.924269	1.14057	0.944676	1.29147	1.20231	1.10956
TWAS21010602	0.975396	0.80805	0.987667	1.16952	0.41857	0.56339	0.82028	1.16163	1.032558	1.11896	0.926115	1.11369	1.050485	0.915725	1.24306	1.10525	1.099243
TWAS21010603	1.11591	0.909203	1.15174	1.49316	1.14943	1.10299	1.26949	1.26284	1.097409	1.054947	1.24673	0.92244	1.07068	1.010245	1.24322	1.17171	1.045256
TWAS21010604	1.1075	0.66724	1.11134	0.54368	1.18242	1.33819	1.26893	1.16228	1.11301	1.13964	1.0097182	0.74173	1.13419	0.71186	1.021333	1.15383	1.14476
TWAS21010606	1.079863	0.46531	1.040948	0.45635	0.81379	1.047968	1.15629	1.18224	0.941359	1.086892	0.85889	0.50254	1.050523	0.56253	0.56808	1.017746	1.085017
TWAS21010608	1.11044	0.65299	1.11012	0.54481	1.16654	1.29501	1.21409	1.1638	1.053514	1.12984	1.014254	0.73637	1.15104	0.68005	1.014885	1.16253	1.13372
TWAS21010609	1.097922	0.64283	1.092079	0.55983	1.16189	1.34092	1.26632	1.17789	1.12563	1.13027	1.0098252	0.72629	1.12247	0.76894	1.13401	1.1473	1.13255
TWAS21010613	1.1182	0.9933305	1.077598	1.5187	1.15518	1.14097	1.15436	1.25828	1.13911	1.15192	1.18187	0.947813	1.13268	0.944928	1.24881	1.14325	1.12435
TWAS21010615	1.086703	0.64879	1.079954	0.51498	1.13799	1.25753	1.2549	1.1664	1.093304	1.1277	0.977101	0.72259	1.1137	0.6905	1.095705	1.14393	1.12107
TWAS21010616	1.12011	0.9917773	1.12281	1.48404	1.15449	1.14754	1.35674	1.22559	1.17546	1.13982	1.18091	0.950445	1.15892	0.927832	1.21566	1.1806	1.096968
TWAS21010617	1.10303	1.049569	1.076217	1.47864	1.13721	1.084339	1.30875	1.26308	1.18768	1.12158	1.1874	1.092789	1.10246	0.939377	1.28825	1.14017	1.098845
TWAS21010618	0.51734	0.582	0.50249	0.52876	0.51258	0.55632	0.60387	0.61807	0.47294	0.46718	0.57431	0.49995	0.51498	0.45684	0.55967	0.49556	0.4108
TWAS21010619	1.01162	0.46996	1.0038475	0.52945	0.74727	0.904104	0.24737	0.22555	0.969799	1.079655	0.924288	0.50756	1.03731	0.51929	0.52907	0.53812	1.049053
TWAS21010621	1.097964	1.013082	1.08038	1.34443	1.092713	0.952697	0.86146	1.063183	1.12768	1.11091	1.21949	0.977804	1.080246	0.940912	1.30226	0.9911854	1.10016
TWAS21010622	1.09443	0.60829	1.083571	0.53104	1.14831	0.97585	0.75674	0.7248	0.989131	1.12743	0.9980358	0.70631	1.11905	0.62916	0.70237	0.85735	1.14437
TWAS21010623	1.089	0.9971341	1.07677	1.49806	1.12963	1.070118	1.36736	1.26556	1.17201	1.10635	1.2071	0.943918	1.071625	0.944697	1.29292	1.14303	1.091236
TWAS21010624	1.10565	0.980496	1.080261	1.45583	1.13588	1.052722	1.21809	1.24853	1.1081	1.11771	1.18108	0.961744	1.10087	0.945677	1.27511	1.12734	1.090015
TWAS21010701	0.902889	0.56676	0.950909	0.51321	0.62933	0.938026	0.77924	0.57782	0.914135	0.943277	0.976505	0.55938	0.931482	0.59263	0.69831	0.89519	0.93115
TWAS21010702	1.13227	0.952293	1.1152	1.53063	1.18845	1.13625	1.3131	1.2869	1.19817	1.13754	1.19965	0.957673	1.11489	1.02329	1.33756	1.19959	1.13323
TWAS21010703	0.52103	0.48418	0.53998	0.58981	0.57426	0.50586	0.62532	0.56043	0.41465	0.4096	0.51389	0.47074	0.51865	0.22588	0.51975	0.52186	0.44867
TWAS21010704	0.9972713	0.5458	0.86673	0.55341	0.56095	0.55683	0.47694	0.22528	0.932885	1.020171	0.80076	0.52325	0.52478	0.53534	0.52589	0.55352	1.071401
TWAS21010705	1.12159	0.63338	1.1206	0.56876	1.18066	1.37708	1.28313	1.16975	1.12298	1.14591	1.0085471	0.72797	1.15031	0.72522	1.10865	1.19301	1.15702
TWAS21010706	0.49689	0.52315	0.52721	0.44534	0.52363	0.527	0.85683	0.51947	0.43198	0.42672	0.55959	0.49041	0.51011	0.52877	0.57708	0.62674	0.45068
TWAS21010707	1.12579	0.60146	1.086565	0.50093	1.17196	1.34797	1.2294	1.20744	1.072259	1.16456	1.0018292	0.73299	1.17113	0.75033	0.60389	1.15799	1.1619
TWAS21010708	1.12603	0.969935	1.13992	1.33904	1.16985	1.063331	0.88116	1.075643	1.16009	1.14141	1.21844	0.940741	1.11367	0.987296	1.30438	1.1693	1.11951
TWAS21010711	0.73972	0.80521	0.49147	0.60179	0.50134	0.23557	0.82517	0.971272	0.44239	0.437	0.977606	0.935098	0.76992	1.00094014	0.55451	0.35699	0.47868
TWAS21010712	1.082788	0.912746	1.088861	1.48607	1.10094	1.11719	1.32299	1.26794	1.13728	1.030666	1.21165	0.91528	1.038309	1.0232	1.25552	1.13457	1.041628
TWAS21010714	1.072181	0.56559	1.064584	0.51242	0.5658	1.028519	1.087234	1.22429	0.950512	1.12938	0.92612	0.55654	1.093741	0.22317	0.88267	1.067278	1.1782
TWAS21010715	1.11505	0.976278	1.1087	1.36664	1.13644	0.956588	0.87475	1.13731	1.11484	1.13178	1.22384	0.97635	1.11239	1.0094802	1.31524	1.07403	1.11641
TWAS21010716	1.07699	0.74178	0.961036	1.15024	0.46037	0.55776	1.17016	1.24154	1.12262	1.16664	1.058992	0.81382	0.51229	0.940405	1.1132	1.029112	0.979315
TWAS21010717	1.054212	0.981624	1.044837	1.32111	1.10505	0.85175	0.88111	1.095385	1.16408	1.10355	1.11393	0.953609	1.052845	0.958296	1.22199	0.918238	1.07012
TWAS21010718	0.49412	0.56417	0.40679	0.56483	0.41496	0.5719	0.64276	0.56119	0.50521	0.49905	0.60163	0.53405	0.51936	0.46122	0.55128	0.56511	0.47589
TWAS21010719	1.10656	0.9979146	1.09754	1.43691	1.15149	1.091342	1.16892	1.24202	1.17817	1.12194	1.19241	0.922823	1.10849	0.9936586	1.29399	1.14739	1.10657
TWAS21010721	1.10157	0.57299	1.11359	0.60659	1.16218	1.13608	0.88564	0.83289	1.031884	1.13232	1.010388	0.70612	1.13104	0.59792	1.012492	1.019091	1.15768
TWAS21010722	1.098068	0.956297	1.094471	1.33135	1.14715	0.918669	0.83438	1.10821	1.14374	1.1113	1.18594	0.924169	1.066057	0.984828	1.31787	1.060656	1.09859
TWAS21010723	0.57316	0.48595	0.40249	0.59196	0.47163	0.56232	0.957129	0.5233	0.56333	0.49378	0.56012	0.54271	0.43141	0.52421	0.59153	0.52377	0.43418
TWAS21010724	1.093815	0.9924355	1.077118	1.32731	1.11251	0.938816	0.89637	1.08426	1.14705	1.10726	1.2014	1.035055	1.079096	1.0013716	1.30529	1.010864	1.1006
TWAS21010801	0.50034	0.54375	0.49961	0.45912	0.60127	0.5433	1.15753	0.79844	0.52376	0.38297	0.65836	0.39739	0.55461	0.4193	0.42305	0.48793	0.4195
TWAS21010802	0.52357	0.74743	0.53175	0.63987	0.52712	0.51916	0.74654	0.81187	1.0017948	0.47281	0.69918	0.53593	0.75602	0.75911	1.13462	0.79904	0.50585
TWAS21010803	1.10594	0.65964	1.11651	0.49207	1.11158	1.27933	1.17329	1.17249	1.036311	1.068644	1.025535	0.76542	1.089557	0.72669	0.88587	1.15237	1.078231
TWAS21010806	1.11703	0.921201	1.085791	1.37686	1.14965	1.29505	1.17694	1.21802	1.16693	1.14553	1.14826	0.949212	1.15492	0.912726	1.15084	1.15819	1.13283
TWAS21010807	1.12643	0.66077	1.11271	0.59207	1.18669	1.3686	1.20952	1.20137	1.070392	1.15379	1.037704	0.74759	1.16603	0.70458	0.964228	1.18946	1.15595
TWAS21010813	1.12537	0.64764	1.16288	0.55325	1.16393	1.31623	1.26796	1.18976	1.071609	1.051882	1.059725	0.72433	1.10385	0.72511	0.91795	1.15389	1.087121
TWAS21010815	1.13466	0.64137	1.1592	0.55838	1.18808	1.38683	1.32258	1.20565	1.072476	1.16366	1.053443	0.69533	1.17114	0.69825	1.079479	1.19466	1.16648
TWAS21010816	1.13338	1.02372	1.14792	1.48593	1.19951	1.17073	1.36901	1.28134	1.19442	1.14735	1.19282	0.931458	1.11615	0.964791	1.31395	1.19217	1.09297
TWAS21010817	1.1347	0.961345	1.15537	1.4974	1.18499	1.13213	1.25282	1.25567	1.12558	1.14419	1.18591	0.917836	1.14833	0.965563	1.28883	1.19868	1.10565
TWAS21010818	0.51231	0.939555	0.4976	0.48283	0.24695	0.4974	0.59801	0.22688	0.46834	0.46264	0.59387	0.48005	0.55466	0.54398	0.55422	0.51313	0.4068
TWAS21010819	1.031558	0.57173	1.026427	0.53596	1.075029	0.76477	0.80707	0.6342	1.017866	1.082648	1.057279	0.50598	1.078637	0.64165	0.68499	0.86928	1.053699
TWAS21010821	0.9974613	0.75167	0.9902183	1.26282	0.23682	0.60307	0.25456	1.074661	0.96756	0.45673	1.024683	1.03264	0.46424	1.047845	1.23484	0.52539	0.53847
TWAS21010822	1.070672	0.63707	1.078738	0.53015	1.12709	1.26291	1.20513	1.15563	1.076981	1.10713	1.052845	0.72943	1.091047	0.62455	1.15657	1.15213	1.10993
TWAS21010823	1.1079	0.984162	1.098634	1.33521	1.13757	0.95296	0.86738	1.11316	1.10258	1.13583	1.21636	0.966917	1.1135	0.957512	1.30474	1.064302	1.10561
TWAS21010824	1.09447	0.57451	1.11191	0.61623	1.12989	1.069832	0.60701	0.22254	1.0057733	1.05128	0.9983087	0.77018	1.065734	0.60009	0.87632	1.035558	1.088082
TWAS21010901	1.058751	0.63552	1.067321	0.52587	1.11407	0.948915	0.75296	0.51993	1.0091974	1.047646	0.956907	0.69805	1.024323	0.61761	0.77734	0.85891	1.074709
TWAS21010902	0.935288	0.57155	0.89123	0.50303	0.68032	1.16696	1.28311	1.021626	1.058205	0.967478	0.944878	0.49446	0.939606	0.64678	0.51337	0.991304	0.8709
TWAS21010903	1.069581	0.61325	1.10322	0.50823	1.13427	1.024986	0.83288	0.55968	1.01966	1.10471	0.976124	0.57983	1.1041	0.68529	0.8712	0.992226	1.11246
TWAS21010904	1.063881	0.915239	1.034935	1.32116	1.082624	0.78722	0.87162	1.11237	1.068236	1.10657	1.18054	0.92923	1.077566	0.938823	1.29624	1.020444	1.077264
TWAS21010906	1.13735	0.67929	1.16334	0.54419	1.19978	1.39403	1.27653	1.19671	1.076608	1.15582	1.054281	0.70827	1.16703	0.70714	1.000036481	1.19958	1.16439
TWAS21010909	0.964994	0.75957	0.915276	1.37065	0.37889	0.58587	1.026561	1.19428	0.40157	0.88179	0.964625	0.72042	0.52521	0.86663	1.17366	0.79344	0.74426
TWAS21010911	1.12876	0.61193	1.14372	0.55571	1.19825	1.38422	1.37007	1.17627	1.109	1.15286	1.043097	0.70182	1.15146	0.59557	1.1647	1.19506	1.15684
TWAS21010912	0.52353	0.53539	0.5147	0.42954	0.56253	0.52421	0.81479	0.62561	0.4786	0.51271	0.43311	0.53201	0.49201	0.55022	0.54608	0.48827	0.49932
TWAS21010913	1.12422	0.934064	1.14835	1.50702	1.15571	1.13303	1.33432	1.24853	1.093968	1.14181	1.24322	0.922702	1.13318	0.929006	1.29937	1.1686	1.10776
TWAS21010914	1.090324	0.955222	1.08215	1.3349	1.11299	0.980414	0.81154	1.11592	1.11563	1.11072	1.2056	0.933854	1.07026	0.989866	1.29517	1.010514	1.090161
TWAS21010915	1.073721	0.89697	1.092601	1.33353	1.081213	0.8215	0.80694	1.11558	1.042237	1.03723	1.21567	0.9937249	1.015823	0.951765	1.23337	1.045548	1.040074
TWAS21010916	0.50479	0.57111	0.53171	0.54648	0.37903	0.51912	0.917079	0.5239	0.40173	0.8011	0.57769	0.52388	0.50248	0.5463	0.26914	0.56774	0.43468
TWAS21010917	1.029328	0.54282	0.97266	0.54955	0.22788	0.81027	0.58571	0.58906	0.86971	1.098708	0.9972952	0.48579	1.028242	0.48665	0.53637	0.921793	1.053637
TWAS21010918	1.048651	0.77769	1.013528	1.25853	0.52901	0.50632	0.971535	1.18207	1.001209	1.044844	1.12864	0.78526	1.0096472	1.51928	1.069586	1.034714	0.979685
TWAS21010919	1.095361	0.943424	1.067025	1.53833	1.13548	1.047516	1.27943	1.26452	1.1241	1.12562	1.22047	0.918398	1.093713	0.956637	1.29132	1.13469	1.095038
