CTRL_alpha	itraconazole_alpha	methotrexate_alpha	tamoxifen_alpha	beauvericin_alpha	benomyl_alpha	bisantrene_alpha	camptothecin_alpha	cisplatin_alpha	colchicine_alpha	cycloheximide_alpha	fluconazole_alpha	imatinib_alpha	ketoconazole_alpha	miconazole_alpha	mitoxantrone_alpha	valinomycin_alpha
TWAS21160122	1.015312	1.050476	1.028425	1.36356	0.6281	1.063888	1.12059	1.15469	1.071933	1.046083	1.082263	0.85325	1.040293	0.988628	1.34688	1.038774	0.983614
TWAS21160203	1.070586	1.052449	1.076284	1.36596	1.17128	1.066155	1.14132	1.18346	1.10145	1.086814	1.13219	0.86718	1.060011	1.017433	1.30971	1.087297	1.047776
TWAS21160204	0.932726	1.27077	0.86886	1.048697	0.52264	0.51545	1.013227	0.984437	0.958223	0.39111	1.010534	0.8283	0.47088	1.25081	1.061419	0.924397	0.921951
TWAS21160205	1.052755	1.080925	1.051564	1.33677	1.16405	1.047293	1.066718	1.18974	1.036076	1.042102	1.13092	0.87529	1.055816	1.050378	1.32019	1.065165	1.050019
TWAS21160206	1.060415	0.927758	1.051375	0.65407	1.17845	1.19598	1.033259	1.094384	1.052242	1.065516	1.0086143	0.74035	1.074733	0.69471	0.73107	1.075397	1.07991
TWAS21160209	1.056692	0.959381	1.047937	0.60921	1.16142	1.20083	0.988458	1.096086	1.010074	1.064505	0.989096	0.7507	1.059001	0.6437	0.49512	1.084732	1.072474
TWAS21160211	1.076527	0.986836	1.089088	0.71519	1.18446	1.25444	1.073607	1.11065	1.01307	1.059358	1.027651	0.73036	1.08024	0.6683	0.572	1.079364	1.080261
TWAS21160212	0.89913	0.51196	0.911767	0.26557	0.58034	1.0026838	0.64402	0.6462	0.87329	0.983454	0.917957	0.55343	0.984406	0.5582	0.44872	0.63583	0.990186
TWAS21160213	1.046348	0.969812	1.068983	0.58802	1.16073	0.978137	0.66632	0.65114	0.943433	1.042425	0.9957361	0.72138	1.059376	0.68969	0.08695	0.986911	1.065714
TWAS21160214	1.039627	1.090792	1.050596	0.4982	1.14542	0.951337	0.68954	0.56007	0.89285	1.087366	0.967322	0.67509	1.068986	0.58027	0.49274	1.0055804	1.084417
TWAS21160216	0.964513	1.16517	0.919402	1.098209	1.075594	0.86344	0.933001	0.9929779	0.978887	1.0058031	0.966656	0.86056	1.068011	0.932151	1.17839	1.058346	1.0060997
TWAS21160217	1.050191	1.039058	1.036121	0.65813	1.17482	1.17359	1.125	1.10685	1.045954	1.076168	0.9848	0.77294	1.078553	0.69567	0.5761	1.076232	1.080275
TWAS21160218	1.022156	1.044383	1.85687	1.15362	1.059366	0.951213	0.6946	0.905269	1.034543	1.014224	1.097187	0.83417	0.977307	1.046889	1.28042	1.044671	1.029208
TWAS21160219	1.010745	0.933792	1.42169	0.48794	1.06316	0.936883	0.62162	0.556	0.91203	1.035963	0.89615	0.6599	0.97487	0.56892	0.53125	0.975851	1.034865
TWAS21160221	1.041791	1.0050379	0.9971393	1.20426	1.11668	0.974187	0.6318	0.977972	1.076135	1.090582	1.11408	0.85119	1.00061718	0.9943834	1.25613	1.054088	1.032268
TWAS21160302	1.067787	0.89767	1.074581	0.54146	1.19186	1.21259	1.10219	1.12585	1.012922	1.071615	1.018228	0.73671	1.064317	0.63735	0.7377	1.070981	1.083339
TWAS21160304	1.066497	1.027501	1.085294	1.35175	1.17454	1.10647	1.031049	1.16787	1.048127	1.051846	1.11857	0.85167	1.068762	0.981152	1.2843	1.073658	1.040991
TWAS21160306	1.055522	1.057923	1.080313	1.20221	1.13768	0.958924	0.70276	1.01087	1.023967	1.05306	1.11493	0.84475	1.043464	0.984391	1.31602	1.067962	1.055936
TWAS21160308	0.9978794	1.060603	1.029385	1.17795	0.70288	0.91702	0.68427	1.0084865	1.045554	1.066901	1.082197	0.83083	1.024416	0.973429	1.38163	1.015084	0.978306
TWAS21160309	0.968334	1.46288	0.948719	1.3126	0.54843	1.16275	0.981263	1.081422	0.974675	1.036764	1.02435	0.82924	1.022545	0.982134	1.31887	0.968192	0.958534
TWAS21160311	1.030246	1.14784	1.024717	0.49597	1.13626	0.917133	0.63529	0.65009	0.915286	1.079857	0.961726	0.69835	1.056188	0.63056	0.59824	0.975851	1.062456
TWAS21160312	1.058363	1.032318	1.067336	1.18805	1.11946	0.909433	0.60731	0.958899	1.010265	1.10187	1.12762	0.8492	1.054786	0.962183	1.30004	1.0644	1.057085
TWAS21160314	1.030362	1.032528	1.85687	1.14465	1.066514	0.944223	0.68168	0.913707	1.0374	1.078294	1.10282	0.81434	1.0057787	0.957276	1.27612	1.065776	1.073012
TWAS21160316	0.905383	1.023321	0.86192	1.24817	0.56658	0.9910711	0.94789	1.030215	0.984643	0.989069	0.965349	0.79566	0.985898	0.947898	1.26039	0.947896	0.951444
TWAS21160318	0.98863	1.10937	1.025901	0.61646	0.65702	1.19121	1.17895	1.087316	0.93957	1.020365	0.89828	0.52309	1.045023	0.62151	0.47513	1.0057712	1.014245
TWAS21160322	1.043719	0.965554	1.046244	1.28336	1.13464	1.085728	0.993753	1.11367	0.9930844	1.051292	1.08102	0.73614	1.033327	0.78649	1.30607	1.058537	1.037418
TWAS21160402	1.057271	1.081412	1.069325	1.19221	1.1294	0.905766	0.6372	0.984886	1.017046	1.078565	1.12804	0.85486	1.045698	1.0079757	1.32307	1.058527	1.06442
TWAS21160403	0.9925383	1.083884	0.944323	1.37172	0.62696	1.018703	1.043336	1.13929	1.012793	1.021998	1.064983	0.87645	1.034487	1.0321	1.35266	1.0094089	0.980265
TWAS21160405	1.06241	1.035195	1.075881	1.33496	1.16658	1.11695	1.10165	1.17302	1.093615	1.063237	1.13701	0.8626	1.052875	0.9914549	1.29652	1.071667	1.045622
TWAS21160409	1.054282	1.090178	1.063782	1.20601	1.15817	0.943689	0.65403	0.947831	1.086031	1.055464	1.12625	0.86629	1.050164	1.028365	1.32864	1.067663	1.061035
TWAS21160415	1.031399	1.071354	1.018539	1.17679	1.10583	0.79258	0.65236	1.0085902	1.018106	1.040445	1.10792	0.999922688	1.028197	1.036311	1.31646	1.030276	1.037103
TWAS21160417	1.061239	1.049396	1.096252	1.361	1.1675	1.093504	1.025436	1.16848	1.049953	1.073739	1.13958	0.86394	1.072704	0.9978766	1.30198	1.065535	1.034326
TWAS21160418	1.034335	0.95441	1.024724	0.56383	1.14518	0.949435	0.71938	0.67361	0.972412	1.051675	0.954314	0.67799	1.029634	0.6564	0.81165	0.9946031	1.053077
TWAS21160419	1.01943	1.026568	1.85687	1.1413	1.025588	0.939999	0.5938	0.948925	0.973808	1.037428	1.082495	0.82543	0.971422	0.945298	1.268	1.023779	1.039064
TWAS21160421	1.039259	0.57707	1.080816	0.27384	1.16187	0.966047	0.6843	0.69257	0.944505	1.084321	0.98774	0.70191	1.067921	0.65807	0.57788	0.947121	1.068347
TWAS21160422	1.070872	0.84904	1.11827	0.5976	1.20695	1.25562	1.095065	1.093142	1.007445	1.13546	1.022704	0.73737	1.099204	0.68542	0.55567	1.04756	1.088968
TWAS21160423	1.026248	0.938869	1.50268	1.36995	1.044228	1.16186	1.00075936	1.16927	0.966285	1.054196	1.093621	0.81298	1.022662	0.933713	1.24395	1.074146	1.035679
TWAS21160424	0.86671	0.9976895	1.30756	1.0071539	0.46845	0.80262	0.66906	0.86731	0.83148	0.99971708	0.93066	0.910132	0.955594	0.88821	1.2665	0.910495	0.909385
TWAS21160502	1.072635	0.902882	1.07696	0.59022	1.20756	1.26244	1.1495	1.10684	1.056124	1.080284	1.013181	0.7436	1.085083	0.65117	0.57131	1.1031	1.10619
TWAS21160504	1.044804	1.080292	1.01332	1.19889	1.1234	0.921965	0.6493	1.036006	1.016956	1.072487	1.11142	0.961794	1.03939	1.14402	1.34834	1.04334	1.06748
TWAS21160506	0.48194	0.47879	0.44364	0.59012	0.46481	0.49409	0.72427	0.57331	0.50566	0.48616	0.47969	0.48421	0.44358	0.41565	0.40134	0.43052	0.47678
TWAS21160512	1.053892	1.053128	1.023828	1.35993	1.14706	1.040091	1.097371	1.061945	1.10039	1.1035	1.12394	0.980372	1.03466	1.030283	1.33473	1.085177	1.074711
TWAS21160517	0.96782	0.63074	0.937485	0.58396	0.62953	1.29684	1.18474	1.036954	1.050344	1.05296	0.976109	0.55007	1.047852	0.69911	0.58627	1.055903	1.060439
TWAS21160518	0.942506	0.62059	0.937639	0.62839	0.69553	1.085893	1.073137	1.045869	0.969107	0.9981339	0.83202	0.53782	1.018909	0.63521	0.52842	0.949701	0.9924186
TWAS21160522	1.051836	0.86172	1.041537	0.59788	1.16749	1.17694	1.037256	1.10122	1.015071	1.065765	0.9917122	0.73346	1.055136	0.6744	0.58888	1.065367	1.072845
TWAS21160524	1.085129	1.14859	1.082854	0.59704	1.19562	0.903969	0.83339	0.87062	1.071239	1.092	1.023819	0.7056	1.087642	0.65821	0.58086	1.11391	1.12688
TWAS21160602	1.029561	0.9981993	0.937453	1.042469	1.092791	1.15801	0.86748	0.984378	0.947373	1.118	0.965873	0.69594	1.018305	0.941503	1.12579	1.060783	1.04887
TWAS21160604	1.0087979	1.9264	1.059683	1.1847	0.58689	0.85415	0.72177	1.044997	1.065868	1.056794	1.099437	0.86596	1.021479	1.055514	1.38191	1.014076	0.968369
TWAS21160605	1.060202	1.060835	1.06249	1.35022	1.17143	1.11161	1.083321	1.17912	1.11365	1.053213	1.13573	0.86129	1.060603	1.011065	1.30173	1.072736	1.040721
TWAS21160606	1.055896	1.065893	1.046098	1.22134	1.14471	0.949438	0.65106	1.028048	1.099875	1.058201	1.13403	0.87432	1.039631	1.053881	1.33005	1.051451	1.045836
TWAS21160607	1.069511	0.980962	1.079423	0.59255	1.1729	1.20538	1.075983	1.084295	1.0021606	1.092751	1.0017722	0.71091	1.087987	0.64248	0.5921	1.090915	1.09367
TWAS21160608	1.056712	0.60619	1.10269	0.68846	1.19479	0.9383	0.74826	0.67871	1.00040348	1.10389	1.014055	0.74883	1.075036	0.70823	0.5929	0.984133	1.058532
TWAS21160612	1.065903	1.0013755	1.085442	1.35711	1.15687	1.09236	1.054132	1.18819	1.03942	1.067731	1.14515	0.83804	1.080043	0.961717	1.30253	1.083798	1.046651
TWAS21160613	1.043114	1.0049424	1.048922	1.284	1.13602	1.053847	0.985584	1.13527	1.00037759	1.041825	1.091767	0.75937	1.053197	0.85035	1.30734	1.053779	1.042491
TWAS21160615	1.06477	1.42747	1.11281	1.3468	1.1916	1.14125	1.18854	1.13897	1.11025	1.072536	1.11258	0.87962	1.089949	1.060754	1.32927	1.049798	1.045695
TWAS21160617	1.024853	0.61502	1.067123	0.64652	0.58469	1.2193	1.21486	1.071744	0.976944	1.047202	0.956417	0.50162	1.086021	0.67872	0.56791	1.03899	1.046657
TWAS21160619	0.900622	1.010553	0.8802	1.27165	0.56147	1.039661	0.928718	1.042316	0.980309	1.01318	0.981722	1.01747	0.99901897	0.945934	1.2584	0.958566	0.940802
TWAS21160621	0.983052	0.944068	0.9980751	1.33773	0.68805	1.04781	1.16088	1.097256	1.01805	1.065655	1.060714	1.30303	1.035873	0.926685	1.31517	1.039823	0.947911
TWAS21160623	1.030999	0.61118	1.074455	0.67933	0.65191	1.20329	1.13307	1.047671	1.097459	1.069126	0.9969147	0.55778	1.083488	0.58316	0.46529	1.055119	1.046147
TWAS21160624	1.016465	1.024982	1.17241	1.24102	0.55844	0.83742	0.60522	1.078087	0.98954	1.071116	1.042344	0.985497	1.0079589	1.00024332	1.33233	1.12096	0.997956
TWAS21160702	1.0055635	1.070196	1.030199	0.58896	0.61775	1.21498	1.21848	1.10254	0.958376	1.028922	0.926073	0.68141	1.063243	0.60028	0.51215	1.032381	1.027719
TWAS21160705	0.68844	0.4392	0.47742	0.6241	0.22261	0.984495	0.9115	0.80808	0.79021	0.42999	0.74988	0.52268	0.81588	0.49665	0.40775	0.5945	0.44667
TWAS21160707	1.02727	1.059142	1.4482	1.34632	1.071226	1.054822	0.965342	1.13956	1.043283	1.029728	1.084103	0.84046	1.0090049	0.977018	1.276	1.061222	1.026695
TWAS21160708	0.971029	0.63185	1.018179	0.67086	0.59444	0.928844	0.59692	0.66764	0.971537	1.011286	0.929031	0.50137	1.049107	0.53688	0.47634	1.048123	1.0021673
TWAS21160713	1.049997	0.56179	1.085897	0.59181	1.18261	0.941039	0.70407	0.65367	0.9970971	1.102	0.9908268	0.77194	1.084415	0.65971	0.76754	0.986661	1.06723
TWAS21160716	1.069497	1.068668	1.087364	1.37085	1.17296	1.08837	1.17136	1.18356	1.10516	1.095815	1.1313	0.86764	1.075899	1.029604	1.31775	1.08302	1.065694
TWAS21160717	0.86647	0.52915	0.912258	0.55036	0.55708	0.78914	0.67217	0.57157	0.84475	0.987169	0.84689	0.53293	1.0034947	0.53411	0.44354	0.96305	1.039671
TWAS21160718	1.064476	0.923206	1.065313	0.68912	1.20175	1.23069	1.017199	1.11313	1.085652	1.053364	1.011004	0.7272	1.079055	0.70997	0.72555	1.075928	1.082756
TWAS21160719	0.89784	0.54858	1.36112	0.57805	0.57033	1.12984	1.18946	0.929775	0.908625	1.013084	0.94736	0.53998	1.003227	0.54179	0.47846	0.962341	0.978554
TWAS21160722	1.032314	0.929557	1.033626	0.13613	1.12229	0.912244	0.63546	0.69371	0.954852	1.065128	0.96514	0.68535	1.046659	0.66045	0.57775	0.939856	1.062591
TWAS21160724	1.051592	0.983738	1.050938	1.28979	1.14295	1.092312	0.9963816	1.1293	1.0062333	1.059746	1.098556	0.7225	1.042248	0.85175	1.30444	1.06387	1.044788
TWAS21160803	1.0054311	1.043182	1.022676	0.61341	0.65184	1.2099	1.14498	1.087258	0.963878	1.051768	0.922373	0.55317	1.06635	0.6287	0.45973	1.023732	1.021891
TWAS21160807	0.926273	1.0072452	1.35586	1.062861	0.49788	0.81641	0.54984	0.89884	0.86279	0.9965784	0.963903	0.8919	0.954901	0.88173	1.29795	0.9946306	0.921613
TWAS21160808	1.064719	1.38252	1.080146	1.34349	1.18598	1.078009	1.022838	1.16234	1.06642	1.1272	1.14518	0.87036	1.074636	1.051796	1.3299	1.058601	1.073476
TWAS21160809	0.961156	0.910173	0.938188	0.60905	0.6437	0.944407	0.7119	0.64458	0.8348	0.9978402	0.915303	0.49215	1.018784	0.58682	0.48891	0.83088	0.987811
TWAS21160811	1.083025	0.66245	1.12645	0.69639	1.19672	1.25912	1.10536	1.098894	0.9961117	1.11055	1.013145	0.74703	1.11506	0.65065	0.58981	1.042871	1.104
TWAS21160812	0.925801	1.13879	1.41545	0.53409	0.54893	1.1576	0.984299	0.9584	0.84141	1.029761	0.83344	0.56295	0.9951998	0.51207	0.46226	0.959254	0.960522
TWAS21160815	1.016026	1.04264	1.43096	0.62901	1.07588	0.915319	0.62046	0.71207	0.937962	1.015441	0.934981	0.61297	1.00067661	0.71742	0.50082	0.966948	1.047911
TWAS21160816	0.49301	1.037842	0.81421	1.22461	0.43844	0.55586	0.970935	1.20001	0.46703	1.1537	1.08943	0.979859	0.941853	1.020327	1.41083	0.5059	0.913018
TWAS21160818	0.901185	0.88609	0.906822	0.61733	0.22462	1.12464	0.9977567	0.955451	0.937659	1.021393	0.911007	0.56533	0.9954759	0.54396	0.49586	0.957562	1.020644
TWAS21160822	1.035293	1.042512	1.85687	1.12927	1.038236	0.905533	0.68485	0.904564	0.957502	1.069778	1.089468	0.87171	1.0058419	0.929776	1.26982	1.070369	1.050354
TWAS21160824	1.066767	0.80436	1.073382	0.65876	1.1814	1.20838	1.066249	1.085447	1.009851	1.083177	1.00090209	0.70515	1.087768	0.62189	0.5508	1.087212	1.10211
TWAS21160902	0.969859	1.14058	1.002994	0.65748	0.64639	1.0001233	0.66732	0.69855	0.922123	1.033888	0.89783	0.54674	1.042872	0.60875	0.40539	0.907172	1.017213
TWAS21160906	1.071061	1.070196	1.081621	0.6162	1.18794	1.20831	1.087411	1.10932	1.004609	1.083602	1.018295	0.70452	1.084223	0.63297	0.57592	1.087413	1.10117
TWAS21160914	1.038608	1.16325	1.013052	0.58807	1.13507	0.970476	0.71264	0.60473	0.984059	1.11027	0.958824	0.51074	1.035758	0.65504	0.42375	1.012996	1.08489
TWAS21160916	1.060281	1.36508	1.10609	1.28323	1.17339	1.083204	1.018187	1.11814	1.012854	1.081227	1.10562	0.71415	1.068483	0.928385	1.32747	1.043667	1.034223
TWAS21160918	1.066207	0.969812	1.088221	0.68417	1.17028	1.22225	1.027202	1.089412	0.9949745	1.088311	1.0054306	0.70786	1.077634	0.64013	0.60182	1.089861	1.094168
TWAS21160924	1.069931	0.999919727	1.086524	1.35435	1.18075	1.09966	1.08353	1.17805	1.12861	1.075882	1.12506	0.85562	1.083868	1.0013737	1.30208	1.070033	1.041747
TWAS21161006	1.067298	0.959381	1.079049	0.60312	1.17631	1.21742	1.092249	1.10367	0.9963352	1.08538	0.9971561	0.70202	1.075479	0.67014	0.58677	1.089586	1.092107
TWAS21161007	0.95037	1.24907	0.86982	1.2215	0.58193	0.46499	1.0076007	0.987306	1.010969	1.011848	0.909706	0.77431	0.9910332	0.85621	1.18443	0.967788	1.0042992
TWAS21161009	1.057441	1.0734	1.083133	1.19462	1.1487	0.901228	0.65809	1.011168	1.025034	1.066252	1.12516	0.962069	1.050046	1.0078688	1.31246	1.05853	1.043201
TWAS21161013	1.01632	1.0058278	1.85687	0.54306	1.054073	1.028488	0.62782	0.50658	0.8661	1.043975	0.922135	0.59999	1.018085	0.62134	0.5775	0.964337	1.061736
TWAS21161014	1.038175	0.935953	1.048396	0.60834	1.1484	0.963015	0.63535	0.64877	0.977106	1.068812	0.972373	0.71292	1.051411	0.70805	0.57748	0.984029	1.074415
TWAS21161015	1.047839	0.938145	1.034855	0.593	1.14322	1.20107	1.0031867	1.071589	1.0020044	1.099776	0.979717	0.72935	1.05752	0.61319	0.54467	1.07172	1.074465
TWAS21161017	1.043245	1.097131	1.035209	1.35347	1.13897	1.038311	1.19915	1.19135	1.096159	1.024108	1.10987	0.85753	1.060122	1.033644	1.32795	1.054325	1.062194
TWAS21161019	1.064147	0.88938	1.050913	0.59325	1.17033	1.20016	0.986139	1.097835	1.0071291	1.084804	0.988927	0.69748	1.07226	0.68265	0.58981	1.081514	1.097554
TWAS21161024	0.971841	0.49535	0.75634	0.56331	0.51857	0.54736	0.59767	0.48706	0.80793	0.89571	0.50035	0.19908	0.7183	0.44965	0.43416	0.40545	1.0018993
TWAS21161102	0.97251	1.11493	0.92902	1.16345	0.60837	0.80723	0.75188	1.049793	0.98066	1.030127	1.056587	1.07225	0.973417	1.26996	1.3902	0.989509	1.0030298
TWAS21161106	0.88239	1.037577	0.89817	1.03466	0.48971	0.5774	0.56423	1.014658	0.901525	1.0063656	0.903446	0.78166	0.964209	1.011917	1.26668	1.0030001	1.037212
TWAS21161108	0.98942	1.098407	1.022829	1.15592	0.59913	0.92758	0.69536	1.009082	0.9958845	1.053306	1.078068	0.83572	1.034385	1.028457	1.39641	1.0097124	0.980735
TWAS21161112	0.93601	0.9941962	0.982232	1.30986	0.63083	1.055812	1.0062267	1.075667	0.919334	1.010527	0.9957074	0.78954	1.016068	0.88776	1.2788	0.9935271	0.921279
TWAS21161114	0.89629	0.54427	1.093411	0.5153	0.54295	1.18924	1.054312	1.010665	1.011039	1.0094154	0.964573	0.52779	0.987368	0.53579	0.41529	1.13015	1.18183
TWAS21161116	0.912877	0.50977	0.47234	0.27297	0.52418	1.08383	1.042921	1.11012	0.952672	0.85295	0.85558	0.19913	1.021833	0.46273	0.4273	0.979098	0.46808
TWAS21161118	1.042413	0.927482	1.038298	0.26666	1.15536	1.17886	1.0455	1.10182	1.010662	1.053854	0.969502	0.68648	1.063873	0.65088	0.54274	1.070741	1.080336
TWAS21161122	0.922615	1.13456	0.88881	0.58609	0.7029	1.10092	1.17833	1.027271	0.936328	1.021895	0.902767	0.55573	1.026327	0.57576	0.38108	0.980169	0.958499
TWAS21161124	1.056376	1.006513	1.038453	0.60435	1.14775	1.16639	0.973028	1.077169	0.9973583	1.11262	0.981681	0.72001	1.080892	0.64022	0.57687	1.086331	1.093479
TWAS21161205	1.062442	0.969812	1.068519	0.61445	1.16519	1.22935	1.050807	1.085775	1.000046858	1.082533	0.981781	0.69085	1.090273	0.61685	0.5717	1.084809	1.091367
TWAS21161209	1.0055212	1.039058	1.4215	0.58452	1.069135	0.919118	0.58827	0.55886	0.932449	1.061439	0.89561	0.68672	0.977726	0.58363	0.53252	1.068175	1.067131
TWAS21161213	1.052601	0.980992	1.85687	1.34854	1.082125	1.12195	1.054125	1.17363	1.060549	1.041863	1.11411	0.83014	0.99982006	0.953162	1.26462	1.080759	1.026421
TWAS21161215	0.914241	1.086912	1.28433	0.54938	0.53618	1.1137	1.038212	0.965887	0.914254	1.012507	0.87371	0.59657	1.023814	0.57733	0.38544	0.967715	0.960753
TWAS21161217	1.069178	1.35129	1.12677	1.33609	1.18438	1.084694	1.093987	1.15869	1.043752	1.082386	1.13254	0.8588	1.076101	1.027826	1.31028	1.047352	1.03445
TWAS21161221	1.043175	0.960574	1.045851	1.27811	1.12655	1.068385	0.98821	1.11798	0.986971	1.051198	1.083459	0.7586	1.040727	0.83061	1.29666	1.056194	1.028211
TWAS21161224	1.048243	1.70279	1.069074	1.21848	1.14884	0.954835	0.7046	1.045298	1.029617	1.10083	1.11975	0.86347	1.057323	1.065966	1.35456	1.028867	1.05661
TWAS21161302	1.036328	0.984384	1.023386	1.27469	1.12252	1.036727	0.975157	1.1142	0.986513	1.072168	1.084009	0.73671	1.037905	0.7673	1.28898	1.056567	1.04357
TWAS21161303	1.04532	1.054031	1.040452	1.36883	1.14693	1.0067586	1.063627	1.17316	1.058325	1.063175	1.11284	0.85439	1.034896	1.016765	1.2954	1.064586	1.043907
TWAS21161304	1.057612	1.083757	1.050651	1.35436	1.15268	1.051022	1.01423	1.19748	1.053449	1.061797	1.13113	0.87358	1.064844	1.038671	1.32317	1.059288	1.060453
TWAS21161306	1.055081	1.083377	1.075835	1.2061	1.15364	0.980379	0.63469	1.019924	1.047439	1.054428	1.12621	0.85966	1.057511	0.9911894	1.32404	1.052996	1.061628
TWAS21161308	1.034821	1.15812	1.045506	0.61338	1.14754	0.943027	0.66333	0.62381	0.89234	1.094899	0.960518	0.70641	1.051083	0.61795	0.56239	1.0136	1.086382
TWAS21161309	1.066238	1.083491	1.0589	1.33031	1.18257	1.060714	1.037962	1.1898	1.10078	1.079777	1.14637	0.88032	1.064943	1.038151	1.33629	1.076621	1.074026
TWAS21161311	1.045483	1.060724	1.85687	0.60277	1.11596	1.19195	1.090944	1.053594	1.0042626	1.073368	0.957471	0.67307	1.019252	0.59639	0.51715	1.099644	1.098059
TWAS21161312	1.047978	1.057228	1.031591	1.20215	1.12508	0.89063	0.66813	1.0029619	1.023424	1.067887	1.12739	0.86867	1.029638	1.021927	1.31875	1.045763	1.062497
TWAS21161313	1.052547	1.084479	1.064816	1.20967	1.14438	0.964343	0.73044	0.987577	1.090475	1.069165	1.12139	0.87442	1.038323	1.029595	1.31885	1.069807	1.060258
TWAS21161314	1.062504	0.964512	1.076381	0.59062	1.18061	1.21353	1.055639	1.091881	1.0019241	1.083922	1.0040936	0.70695	1.083329	0.65227	0.60084	1.077858	1.10066
TWAS21161318	1.047457	1.078288	1.033094	1.20109	1.11633	0.909617	0.64883	1.0013872	1.036417	1.069731	1.1266	0.959943	1.032385	1.017226	1.32149	1.056834	1.066054
TWAS21161322	0.9988274	1.25825	1.0064673	0.63624	0.66836	1.22644	1.26854	1.052403	0.99306	1.072619	0.88216	0.47804	1.064006	0.57752	0.47281	1.041671	1.03057
TWAS21161324	1.057559	0.95087	1.85687	1.31986	1.082843	1.15919	1.014191	1.12129	0.982321	1.06562	1.068472	0.79678	1.026665	0.85732	1.16003	1.094131	1.070445
TWAS21161401	1.041876	1.081416	1.033943	1.34841	1.15027	1.0048738	1.15006	1.16392	1.086404	1.075268	1.12102	0.86825	1.032119	1.052821	1.32834	1.056724	1.042191
TWAS21161404	1.061547	1.08889	1.056357	1.35232	1.16093	1.068038	1.12307	1.17383	1.054097	1.059348	1.1277	0.85743	1.052898	1.044406	1.3238	1.078525	1.076925
TWAS21161405	0.89753	0.50397	0.924112	0.61978	0.63344	0.941915	0.62222	0.60006	0.78735	0.976154	0.86919	0.56819	0.985947	0.53882	0.44746	0.910581	0.920492
TWAS21161408	0.915395	0.89539	0.87249	0.63581	0.5587	1.073923	1.035493	0.9948761	0.89338	1.0028094	0.910406	0.56799	1.030353	0.52811	0.48403	1.021416	1.095246
TWAS21161418	1.049581	0.989854	1.04359	0.58591	1.14988	1.16411	1.074848	1.09644	0.9908831	1.097952	0.961758	0.61609	1.055272	0.67875	0.56255	1.081735	1.088696
TWAS21161419	1.072774	0.88268	1.1227	0.59272	1.21652	1.27221	1.17734	1.086215	1.059325	1.12647	1.03708	0.73981	1.088041	0.75436	0.82703	1.056098	1.083269
TWAS21161422	1.058761	1.0090069	1.058983	1.21733	1.12244	0.89794	0.64431	0.977998	1.051796	1.052981	1.13768	0.73953	1.025087	0.968054	1.33142	1.090405	1.045957
TWAS21161423	1.063412	0.923414	1.067686	0.72262	1.16541	1.21337	1.072584	1.083871	0.988433	1.078652	0.984735	0.68009	1.072227	0.61236	0.57496	1.085181	1.094236
TWAS21161503	1.059473	1.052781	1.086652	1.36307	1.16784	1.092226	1.023092	1.17315	1.052897	1.049228	1.1338	0.85255	1.062716	0.99945074	1.30297	1.082685	1.034859
