itraconazole_alpha	methotrexate_alpha	tamoxifen_alpha	beauvericin_alpha	benomyl_alpha	bisantrene_alpha	camptothecin_alpha	cisplatin_alpha	colchicine_alpha	cycloheximide_alpha	fluconazole_alpha	imatinib_alpha	ketoconazole_alpha	miconazole_alpha	mitoxantrone_alpha	valinomycin_alpha
TWAS21160103	0.558597440372193	1.0429264717301	0.628729014670843	0.685437084283042	0.837077775885956	0.629607281148469	0.666843783739655	0.941008637151989	1.02491103060779	0.941257146643954	0.643879111409899	1.05676515693325	0.566471897768185	0.459013998170411	0.91526644708674	1.02501382770687
TWAS21160106	0.720640423975132	1.04367243844351	0.542179737534625	1.02600712842804	1.11123289883959	0.906448756371021	1.00453434942758	0.896442612500613	1.02255540780781	0.894535993561916	0.671162556811572	0.986473870282608	0.643548791849709	0.514383290980048	1.02498699595505	1.01930463693956
TWAS21160108	0.862050998018052	1.01330626407579	0.59150637716456	1.09982689312725	0.938102231476889	0.577273788686105	0.616970649025333	0.942821661324219	1.03804877483949	0.923015687689728	0.655393813310896	1.00189124565544	0.59698712988033	0.553034966816358	0.958426560808372	1.03306206180514
TWAS21160113	0.653765531199355	1.01439370306401	0.628637895745992	1.11082789947424	0.862356291229485	0.587798355005364	0.661469310426162	0.947924735028038	1.04923570901399	0.941288642537035	0.713969139231068	1.03297027292302	0.707444703984661	0.593362195558058	0.899661604364334	1.01668771732266
TWAS21160116	0.91829058472388	0.997693682049363	0.567301305653739	1.10861992239207	1.13300585697049	1.10744833932825	1.00316232944727	0.984848785474638	1.05512392797788	0.931319722183642	0.668425930912503	1.01343068810664	0.662095603067658	0.528072169516731	1.02981206484901	1.02285626282009
TWAS21160118	0.967761680899846	0.996294885127115	1.16079912070367	1.08626710631483	0.857008348922509	0.636229338971219	0.978133137764383	1.02798698626147	1.0181178207431	1.07501807198427	0.833049242695528	0.988002303282751	1.0007916340798	1.27381467359179	0.993806346632595	1.00567990290307
TWAS21160119	0.785427547149021	0.996825384762987	0.57692125016386	1.09583120394101	1.12563003098622	0.974512836198593	1.00717280659925	1.02022558576496	1.00079982825541	0.928438169096232	0.693428299481537	1.00418532457639	0.715105355049652	0.595197610774314	1.01225105108072	1.02644752765677
TWAS21160121	0.879131301968165	1.00832710239165	1.26523922594348	1.09594837121464	1.04311123661598	1.02241075055562	1.09850016464697	1.03266952304917	1.02208520926113	1.06059852690219	0.81309332715399	0.990390433776739	0.930385011215695	1.20644477947157	1.01524696575812	0.985468849826018
TWAS21160122	0.946301434909706	1.01389404124191	1.34612435884119	0.578316590246967	0.946149090135676	1.09696151315952	1.13938062946091	1.05454338610992	1.02758033961014	1.06717217432595	0.836570659781474	1.02021041385348	0.971463053919168	1.32967310174949	1.01728321783819	0.961841591112562
TWAS21160203	0.901056590927795	1.00563272009038	1.27544683939219	1.09285805133883	0.991316651828132	1.05878865188799	1.10565161116556	1.02686834603961	1.01488373571947	1.05775057795468	0.806106493292733	0.989343376153104	0.948780871009494	1.22352443869191	1.01264018674108	0.977448545200171
TWAS21160205	0.943437383369766	0.999209770662117	1.26977477511787	1.10467396851269	0.944864366178946	0.98750961604375	1.13113237007868	0.979914845648217	0.988708289220129	1.07492135789963	0.827922325216504	1.00156522533913	1.00422249049821	1.25525550113869	1.00776043293143	0.995649930307485
TWAS21160206	0.792972508964263	0.99144416942811	0.601656204818651	1.1102842783308	1.12726373017215	0.967437793162324	1.03071127660358	0.989601738363457	1.00436385133253	0.949227472715305	0.709510665041122	1.01304150333309	0.731599062069434	0.574874377553882	1.0108912134642	1.01768299420073
TWAS21160209	0.819269309836243	0.99177987802216	0.577581968691215	1.09800936568106	1.13566001097155	0.914804381787224	1.0352940394862	0.949998671265354	1.00656300005505	0.931286385974636	0.703574486016966	1.00075168417116	0.669416514653096	0.469916498518461	1.02272990431212	1.01301685404989
TWAS21160211	0.826658721993865	1.01233875960692	0.627169849966716	1.09905548391902	1.16520419515965	0.984876570508195	1.02963890531098	0.935333001270837	0.98323332666105	0.951287362849655	0.683338065999749	1.00273067093693	0.647978065254936	0.532541348763378	0.999468389667581	1.00194023806088
TWAS21160213	0.835357290217707	1.02214880558622	0.613361849027017	1.10829230373043	0.913694712949144	0.576782238832975	0.603501341699128	0.895111007293904	0.995649888806027	0.949588682818114	0.666733041602725	1.01185175540964	0.631953213328725	0.587083118332789	0.936254213452221	1.01789538480391
TWAS21160214	0.852124766111765	1.01127003722922	0.480507706255666	1.10104936247372	0.889597037094192	0.582155051021392	0.556490036843425	0.884024227927702	1.04536949518721	0.926334368549989	0.651588511024093	1.02733261318262	0.561447502941687	0.475241604135723	0.959230531818445	1.04195810266006
TWAS21160217	0.868545342612778	0.986972202834195	0.629818882311321	1.11879930183952	1.115228075013	1.06276072110059	1.05143428320307	0.991957558889339	1.02300138157649	0.929891934484743	0.696657312541708	1.02547251735109	0.690118041971968	0.551577419506175	1.01965515161438	1.0245409345891
TWAS21160218	0.938914610440216	1.07366732901159	1.12591448202307	1.0345608770793	0.920159825431104	0.611530291252047	0.880029957465497	1.00903233269255	0.992028334115926	1.07374477141258	0.79712737706509	0.955012827010341	1.02305528897289	1.2532533160542	1.01753237141375	1.00584248999866
TWAS21160219	0.833341350872337	1.04487047938502	0.483968410036716	1.05032769582971	0.92531657459391	0.561879051936097	0.535267434849396	0.894764295759707	1.02503624506215	0.880980410457661	0.659527717690318	0.963698600177365	0.598696913518592	0.526925888084611	0.917280520861653	1.02276885197008
TWAS21160221	0.887900480938191	0.956307607874099	1.15212378261016	1.06953143429344	0.916160774893005	0.633346010716401	0.928105758259957	1.03031595569014	1.04668037107824	1.06982991445174	0.818702189014967	0.956994015954246	0.966151290926685	1.20414598568258	1.00652131003904	0.988121452539248
TWAS21160302	0.762603659462611	1.0066147064724	0.576996270790484	1.11499427212917	1.13513087856726	1.02326303020303	1.05370324191864	0.944835541672838	1.00340016161783	0.952145561040729	0.691394319377078	0.996613900258176	0.692444272785395	0.572430848381103	0.999924065869577	1.01410031179866
TWAS21160304	0.878198133565213	1.01803049624478	1.26687688629547	1.10004713977978	1.03334716851438	0.972581926495749	1.09518291549208	0.979497951954986	0.985614854852674	1.04907607909717	0.792887339682492	1.00112496924646	0.92593138626636	1.2038016072599	1.00349886094516	0.974443102661425
TWAS21160306	0.916609698295506	1.02415933673624	1.13557902652447	1.07609455230456	0.882142884270653	0.65017052532434	0.95148174733388	0.965263535684988	0.996732863913955	1.05670631665299	0.800718940844043	0.987057735545225	0.936905629994227	1.24733198128399	1.00772396165649	0.998757140035852
TWAS21160308	0.977572779805153	1.03394598829546	1.17869234873729	0.620745393224735	0.826506190744702	0.67768802806343	0.963594574497676	1.04654101257938	1.06730185300824	1.0872984102	0.836117784426694	1.01914100419952	0.974844783363058	1.39205559378094	1.00844376485721	0.972350009414718
TWAS21160309	1.06051555655631	0.978034430204509	1.36385433150487	0.571473843761011	0.992810187704452	1.01293373947381	1.12129381177849	1.00248417032047	1.05852967973697	1.06021428705459	0.866999418310097	1.04307496085581	1.01418364304672	1.36905618207102	0.985689177440439	0.974745484606067
TWAS21160311	0.805106509054512	0.994681613117323	0.483371878724796	1.10237870384177	0.855580992590124	0.59480753131143	0.606161609959622	0.888984399593397	1.04746687094262	0.927681828503708	0.671771616362738	1.02422658257826	0.603335272785394	0.583044121072488	0.949369580620293	1.02947284913305
TWAS21160312	0.894788260664593	1.00886830640718	1.11925448669281	1.05595136442037	0.854734149606284	0.611617784324454	0.898533245735772	0.949864722354229	1.04064387994085	1.06589128940707	0.79166295891687	0.995172036435032	0.916160992705042	1.22808246540433	1.00177687992381	0.997264153979851
TWAS21160314	0.91962765408843	1.07840981402164	1.10722021028378	1.03303708864183	0.865411372760408	0.641418082537261	0.880000467037832	1.00376938450252	1.04623869135999	1.07084963911598	0.790364231129239	0.974265826258034	0.91918396814802	1.23725132667934	1.02960144159011	1.03940729007136
TWAS21160318	0.881432508118243	1.03915446348492	0.626158570092157	0.652659035805593	1.20671074269358	1.18794000270185	1.1005941020466	0.943690827222855	1.03010936393804	0.902021409613504	0.660084041722236	1.05595976073401	0.591583029544617	0.482605069928117	1.01051628676571	1.02355138744006
TWAS21160322	0.857746271910658	1.00287932294613	1.22907136552707	1.08598879964503	1.03554014196848	0.933345306501911	1.06730873583509	0.947160870404536	1.00671906048403	1.03615096564885	0.736628387742421	0.988875517783517	0.787424715501187	1.25234221108568	1.01059625419101	0.992196631441861
TWAS21160402	0.942044260205772	1.01164547900897	1.1254045475979	1.06685995314917	0.819728477310301	0.659320265349137	0.927915251894201	0.958730937262692	1.0199153882426	1.06721976142817	0.801652845610055	0.988211544543318	0.959340717609206	1.25187715766609	0.997720898611708	1.00612810310969
TWAS21160403	1.00958435767082	0.949672937349512	1.38577806296728	0.606222236616645	0.961872885327169	1.04089927806347	1.150523715205	1.01732769116946	1.02772365812211	1.07425228002595	0.863095207972981	1.03854713942899	1.03893578884192	1.36737794232402	1.01026368445716	0.981971322936287
TWAS21160405	0.889087676775298	1.0131536383056	1.25617387285854	1.09688158707554	1.04730198101508	1.0271183563375	1.10444537708134	1.02721738351339	1.00019333877197	1.07066296336466	0.803619679057639	0.989853015377506	0.93787072709525	1.22015627431471	1.00512300589919	0.982435408345633
TWAS21160409	0.952535454537677	1.00944503750543	1.14074303623354	1.09730118699862	0.867915865400611	0.635705397721061	0.910051607395951	1.02808605858851	1.00040019734197	1.0687930675554	0.823360878190766	0.993743233005159	0.975439670488345	1.26116346207774	1.00856669464563	1.00486225511677
TWAS21160415	0.959491673153564	0.98745489099101	1.13918325274051	1.07096891918912	0.7640820668516	0.64697820596691	0.976066746774184	0.983911201010985	1.00833655251669	1.07453105072204	0.967217713208617	0.995859386070998	1.00339809877296	1.27731048392576	0.99474415742486	1.0047297730136
TWAS21160417	0.900118009943851	1.03419735271924	1.28315010902682	1.09882576323499	1.01361936876027	0.978388483439839	1.1015017900066	0.984867683241642	1.01087998729124	1.07475097821544	0.813105533796421	1.0086985053965	0.942324814805709	1.22656585389839	0.999601905558004	0.971757988838226
TWAS21160418	0.832829023423256	0.990544189186044	0.54681741653671	1.10666930459543	0.887501066809425	0.606888485440961	0.595046900821637	0.93409057405985	1.01626496442675	0.917613217574812	0.667289295440263	0.993585565874512	0.640037163761066	0.580480103034394	0.906928636268417	1.01659470552181
TWAS21160419	0.925615443244857	1.04214303113165	1.11751174704949	1.00423817044615	0.900650016500872	0.631767321987019	0.928545330253171	0.951212421227979	1.01765495104741	1.06205604796254	0.798701145631983	0.951981479735358	0.931080374962677	1.24403807772697	0.999371395345183	1.01842302736002
TWAS21160421	0.656136896019318	1.04039026629493	0.264086493534298	1.11728530194333	0.866111889582066	0.614263409497046	0.66145064338776	0.903508712713357	1.04133536110819	0.947662963759471	0.683351769111408	1.02638550417433	0.669136771613981	0.557297337436459	0.899418766689844	1.02714736631971
TWAS21160422	0.716937561062261	1.04465667232296	0.623145927702283	1.12592031637848	1.17196535169525	1.01353677292084	1.01957171105221	0.937355378854811	1.05919474946359	0.953211699646131	0.691273881479612	1.02601708107198	0.676240294314256	0.519509538567976	0.975541438194474	1.01637800870415
TWAS21160423	0.879291873862828	1.08938339597365	1.33765646207209	1.0133013570655	1.04299561093408	0.978329246533891	1.14039331201147	0.931707035235915	1.02668791018964	1.06627763730765	0.791089471529827	0.99481185380748	0.902538646694882	1.21053806696998	1.04041720607849	1.00456239583068
TWAS21160502	0.76296419364293	1.00427955130515	0.605502840277998	1.12468661737171	1.17703995056815	1.06431554247163	1.03062049293711	0.981780405348646	1.00674927709651	0.942459402598906	0.681172027695277	1.01128924166538	0.650258453163881	0.533249826857848	1.02575011153901	1.0305924915109
TWAS21160504	0.955496239172868	0.969015160384547	1.14446604699546	1.07378859909909	0.831940256684369	0.647430373357337	0.987791466501865	0.968831965207311	1.02590450819436	1.0645184816968	0.917724349316449	0.992986954660873	1.09462237226719	1.29236568405981	0.993668298693547	1.02009485076646
TWAS21160512	0.91904363173587	0.97115992347077	1.29013341291664	1.08709144254558	0.988359991522097	1.03188337751284	1.00697145931129	1.04213574719122	1.04688793486081	1.06685662744845	0.927017802645448	0.980515080117132	0.991072540243901	1.26734192085326	1.02619500887233	1.01879015004557
TWAS21160517	0.601113947309353	0.952232853615631	0.609653862014606	0.65694703269284	1.19742549759619	1.22024732344666	1.06102907016198	0.990805497700591	1.09902229460618	0.938868617901457	0.617431657192372	1.06006023876265	0.593346592125113	0.61206550051939	1.07145653569695	1.10548778259757
TWAS21160522	0.738345213097738	0.990134319901343	0.586027111574557	1.10894624823232	1.11821198832498	0.951336856790511	1.04613157731846	0.961481851814818	1.01279300641364	0.940277400831345	0.698806309845206	1.00251212973941	0.721194547211946	0.560782017036392	1.00952952323815	1.01909618561953
TWAS21160524	0.950376514666301	0.998602416061664	0.552341832371376	1.10143497625033	0.766838572576256	0.755676412115109	0.874523803353461	0.982463561006853	1.00556349473731	0.937499305835792	0.658882154981878	1.00137814734052	0.640454409145937	0.53761629564361	1.02231876760863	1.03674812760774
TWAS21160602	0.893467223045874	0.907896237422253	1.01716022415025	1.06028741060454	1.12529351732447	0.851188056756917	0.950580893813254	0.911027088883235	1.08662574725685	0.93317308676416	0.725729809078494	0.98826613017207	0.846470335377354	1.08190802587729	1.02359737952022	1.01624104826989
TWAS21160604	1.16282231657059	1.05199546795822	1.17248403202311	0.563078800253993	0.689109403986703	0.71060423073571	0.988852770895327	1.05540694996078	1.03912546534358	1.09217525554988	0.87737340787131	1.00512877722026	1.03845910579329	1.375758556719	0.998492274362837	0.953617291482501
TWAS21160605	0.914480721475305	1.00236800229808	1.27328787575264	1.10384247587586	1.04453847578514	1.01077412697633	1.11259255619517	1.04868673200564	0.992565266527825	1.07171475116132	0.822828827262453	0.998745128869973	0.960041614852836	1.22747752004203	1.00861873462121	0.980167744520333
TWAS21160606	0.928947246023542	0.990825931905919	1.15398670922903	1.08276784434554	0.871123564683113	0.645022890082989	0.968541441823689	1.03976505273309	1.00149594736847	1.0746996002897	0.822666640088922	0.982826979828441	0.992676882012847	1.26052549897343	0.991025264994357	0.988787039172749
TWAS21160607	0.827196269214837	1.00983867128266	0.555081751504666	1.0953933125526	1.12609581505022	0.994449932240814	1.01112262819419	0.930324438104842	1.0212340231712	0.932615129698392	0.686045356480796	1.01646557589685	0.647217374842317	0.554913056435998	1.01596979983393	1.02120684452125
TWAS21160608	0.660864799360518	1.04408957683602	0.675315734925844	1.12980903714478	0.88540711528414	0.636315276933595	0.678786235199407	0.942553074474471	1.04275732194959	0.956923790279375	0.70591492722854	1.01609041506614	0.661661307620024	0.562202079834781	0.924344042260453	1.0009757226179
TWAS21160612	0.872176628999795	1.01888762142445	1.27292476711124	1.08395458927575	1.02054513916947	0.978024734975692	1.11515050148369	0.971572255182562	1.00099225552083	1.07470857192255	0.781824058813691	1.01251313141184	0.90385739333723	1.22156426827733	1.01347249967583	0.980579605014649
TWAS21160613	0.869394007789202	1.0058615903994	1.23015602414556	1.08773176716914	1.0045477028578	0.934606241926267	1.0886826068374	0.95475030854267	0.997864932744901	1.04701085782066	0.74607298414787	1.00816953759418	0.811997867814077	1.25385978476448	1.00681819273232	0.997959056267618
TWAS21160615	0.947810811447415	1.04637851843128	1.26567895418679	1.11868095630668	1.0645624779178	1.11109645507007	1.07058297020375	1.04170533506065	1.00354445883877	1.04576610528795	0.829480626545754	1.02147780002355	0.999105876810741	1.24939818631492	0.98280438110941	0.980016488046167
TWAS21160617	0.619914704755146	1.04277602597869	0.645389577356279	0.619659858011156	1.19059497893104	1.18183217165693	1.04545583750972	0.947479026603059	1.01398618534612	0.927417686952141	0.667708271051076	1.05856280158907	0.61629784135006	0.556653901458605	1.00870497666682	1.01793827023753
TWAS21160621	0.945839764995767	1.01692680306916	1.36719206430227	0.612386510625824	1.01513731471175	1.17545165132292	1.11910413860822	1.03292611429192	1.083494765498	1.08141305929839	1.33146174518932	1.04734011040935	0.934127477086882	1.34204964525922	1.05114478466487	0.951248511236704
TWAS21160623	0.546913058692416	1.04540700654861	0.66554468314094	0.63870725541723	1.16632049848219	1.09175792993059	1.01270808073184	0.969560397444857	1.0196350384281	0.97234754958994	0.608968484155822	1.04276737203948	0.593677619565249	0.456069640086374	1.01434988830808	1.00242497429468
TWAS21160624	0.918505701228981	0.971790131673002	1.21626218258722	0.55034483438583	0.833005506504774	0.590364356103741	0.982483004767046	0.934086595580007	1.0206940069312	0.999820557946473	0.833409744097885	0.962452243272156	0.927199767316898	1.29434905423192	1.04745650748579	0.944518883318298
TWAS21160702	0.797449279851015	1.0255066028042	0.622493378037856	0.615468799796926	1.20971419345968	1.2069901737725	1.09692381345993	0.947671482028355	1.02137666965943	0.91615168060041	0.654443235321176	1.05670810303061	0.593107890936239	0.511028088933555	1.02137168061238	1.01966243309438
TWAS21160707	0.948299928400558	1.04606784266877	1.31173498243225	1.04051766494001	1.02079997968256	0.957369516610973	1.10921503373379	1.01207617868017	1.00159413763698	1.05542265648581	0.821088331049249	0.980181704340216	0.968070360859232	1.24103419679199	1.02692158542458	0.996246157512911
TWAS21160708	0.600034537355479	1.05161462136864	0.709180902922984	0.677504322370844	0.779493549212611	0.614348814806955	0.68000099867052	0.956735720571989	1.02455585168911	0.956292560528796	0.611508845516074	1.07392658523341	0.57806378591833	0.495527828578205	0.976443859112556	1.02352597271549
TWAS21160713	0.618781053013036	1.03453619553504	0.626600928848666	1.12523245057743	0.87460161547191	0.611437998874701	0.624750860663164	0.946472854540773	1.0479205805781	0.941729527660427	0.697008420671174	1.03208723929774	0.63135007295372	0.604943687357549	0.933978314149207	1.01592965926322
TWAS21160716	0.915667821486026	1.01778152595808	1.28336149164219	1.09575108493228	1.01848117932444	1.08905507351995	1.10811945383837	1.03187695867725	1.02324539613998	1.05870232613614	0.807371810824999	1.00348511898333	0.966788534700459	1.23199096930635	1.00834888379462	0.993446736657047
TWAS21160718	0.783608075499825	1.00101922505016	0.601643935658007	1.12799885560696	1.15607224733947	0.955673592001295	1.04411748098011	1.01752351840628	0.988551364048742	0.946927925825262	0.714191603016078	1.0131464032555	0.747459936832516	0.5973242283817	1.00739149911724	1.01618713837745
TWAS21160722	0.811956103868871	1.00136690004932	0.589912510630366	1.08615159387536	0.86111790677897	0.594339402835541	0.633084417727762	0.919651906476077	1.031404722795	0.931953036110237	0.669810148456218	1.01297681318127	0.617337884489179	0.560885300776259	0.899152288975097	1.0283029858223
TWAS21160724	0.870593460384508	0.99958636569847	1.22580620565821	1.08544693472203	1.03324609525407	0.935038447022405	1.07403863382499	0.952296995146945	1.00683926209166	1.04490886702324	0.74820154855533	0.989227399746101	0.805424137181721	1.24107445798657	1.0077179967138	0.991643443419783
TWAS21160803	0.797912165913375	1.01786600570543	0.609600066242442	0.618109825779384	1.20455496601334	1.13191773367046	1.08166625680818	0.953643758320834	1.04436996603578	0.912974490175118	0.63115878882079	1.06024221389425	0.584519719846345	0.458639126836819	1.01286390320622	1.01370390526134
TWAS21160808	0.925852768911106	1.01471878011323	1.26168769573597	1.11264604914478	1.00390154480848	0.966652425620332	1.09204672066972	0.998889574801253	1.05615551975428	1.07626550831125	0.827577315707059	1.00804493646109	0.997281340339677	1.25025408034209	0.990367531920019	1.00721117652373
TWAS21160809	0.72491823816224	0.974738556228117	0.638534508899109	0.653853377443281	0.853355409291838	0.650139076440105	0.624716050082208	0.877015716529584	1.0295822040914	0.920989263151931	0.607435107279296	1.05378024558455	0.58741565441472	0.512982741091186	0.862452299036905	1.01924301706165
