CTRL_A	itraconazole_A	methotrexate_A	tamoxifen_A	beauvericin_A	benomyl_A	bisantrene_A	camptothecin_A	cisplatin_A	colchicine_A	cycloheximide_A	fluconazole_A	imatinib_A	ketoconazole_A	miconazole_A	mitoxantrone_A	valinomycin_A
TWAS21010122	1.10611	0.59623	1.094619	0.52368	1.15143	1.28835	1.18355	1.16877	1.029094	1.10897	0.9909235	0.73285	1.12532	0.68065	1.0024914	1.15944	1.13113
TWAS21010203	0.903961	0.73501	0.89238	1.084246	0.55868	0.56398	0.73355	0.999939106	0.965859	0.97444	0.9965866	0.83258	0.943323	0.81105	1.25504	0.928439	0.88487
TWAS21010204	1.11215	0.60331	1.12908	0.55319	1.18134	1.010595	0.70973	0.63103	1.02882	1.11703	1.030373	0.6537	1.123	0.6442	0.916381	1.036998	1.15901
TWAS21010205	1.12964	0.63443	1.15361	0.56667	1.1982	1.37954	1.37867	1.20039	1.14687	1.12637	1.047259	0.70042	1.1475	0.69927	1.035847	1.20413	1.15803
TWAS21010206	0.959906	0.74864	0.944599	1.18122	0.58693	0.6	0.74644	1.091494	1.016335	1.0079883	1.0021626	0.907644	0.968546	0.83482	1.15397	0.922093	0.96626
TWAS21010207	1.084889	0.59656	1.084607	0.5628	1.13413	0.900985	0.70452	0.59949	0.941658	1.097267	0.961026	0.67811	1.11599	0.66608	0.70413	0.80506	1.11829
TWAS21010208	1.09257	0.89372	1.062744	1.36495	1.11963	0.83187	0.74496	1.11986	1.066144	1.099902	1.20495	1.039387	1.08033	0.984494	1.32533	1.029997	1.10137
TWAS21010211	1.062961	0.56564	1.066351	0.55759	1.10465	0.918157	0.58731	0.65094	0.965992	1.088978	0.962957	0.64073	1.093344	0.6325	0.69311	0.83158	1.10018
TWAS21010212	1.11096	0.88055	1.13884	1.47444	1.13567	1.11062	1.23111	1.24523	1.060443	1.027274	1.1976	0.87662	1.06507	0.9914392	1.22428	1.15155	1.044015
TWAS21010215	0.67875	0.55774	0.7483	0.4331	0.54688	0.978172	0.83606	0.83584	0.5046	0.53315	0.64772	0.52393	0.49609	0.52917	0.56121	0.49232	0.52216
TWAS21010216	1.12367	0.6214	1.14165	0.52394	1.1807	1.42377	1.33933	1.16525	1.13042	1.12735	1.027429	0.69883	1.15283	0.70561	1.076726	1.18368	1.16108
TWAS21010217	1.084801	0.58016	1.069948	0.48708	1.14637	1.24599	1.14536	1.16463	1.0094256	1.099165	0.972579	0.72588	1.12342	0.65916	1.051846	1.13638	1.10929
TWAS21010218	0.5023	0.54144	0.59686	0.52945	0.48455	0.43784	0.63029	0.53764	0.51357	0.50731	0.51093	0.52641	0.48683	0.45812	0.26764	0.46846	0.57248
TWAS21010219	1.11864	0.60583	1.15508	0.5427	1.16331	1.37097	1.23179	1.1638	1.055244	1.13528	1.019265	0.63662	1.1628	0.6843	1.098593	1.16703	1.164
TWAS21010222	1.092572	0.59381	1.068287	0.51974	1.12898	1.2821	1.21534	1.17144	1.055334	1.1195	0.971531	0.7245	1.15486	0.65908	0.52774	1.11091	1.12866
TWAS21010302	1.12069	0.88753	1.1297	1.35626	1.16026	0.929784	0.78303	1.062535	1.073515	1.10767	1.21712	1.034128	1.11869	0.970457	1.30943	1.15978	1.11181
TWAS21010304	0.7687	0.44978	0.75805	0.47629	0.54301	1.11422	0.96877	0.79007	0.85241	0.83101	0.63232	0.5016	0.87384	0.52926	0.55836	0.78486	0.70819
TWAS21010305	0.957761	0.71482	0.950663	1.287	0.56383	0.75979	1.046119	1.080046	1.00091295	1.0026391	0.967334	0.81766	0.975792	0.80545	1.17293	0.942041	0.89369
TWAS21010306	0.88467	0.46089	0.87899	0.50093	0.23145	0.51604	0.5873	0.55164	0.7709	0.968731	0.7466	0.48021	0.87546	0.53973	0.55441	0.72922	0.9943136
TWAS21010307	1.10435	0.89701	1.098812	1.43197	1.11866	1.092995	1.23335	1.24159	1.12559	1.012175	1.19286	0.932883	1.050061	1.021057	1.25873	1.15598	1.061813
TWAS21010308	1.13801	0.88652	1.15837	1.49691	1.17985	1.13363	1.30921	1.26696	1.13127	1.12468	1.2398	0.931781	1.14293	0.97668	1.30368	1.2088	1.11419
TWAS21010309	1.093728	0.903667	1.071869	1.3547	1.12449	0.81085	0.73743	1.12662	1.080961	1.10293	1.21084	0.9948472	1.085523	1.0029456	1.32646	1.0046569	1.10527
TWAS21010312	1.11953	0.906328	1.092342	1.55198	1.1749	1.088096	1.22578	1.2725	1.1264	1.099829	1.19966	0.955617	1.10994	1.0043071	1.32838	1.16499	1.11899
TWAS21010313	1.10854	0.89164	1.12085	1.50655	1.1651	1.19474	1.30938	1.24828	1.20214	1.10792	1.16825	0.923511	1.11828	0.953899	1.27687	1.1794	1.094762
TWAS21010314	1.10176	0.88014	1.078047	1.52824	1.13525	1.073729	1.31076	1.25959	1.10293	1.094797	1.18234	0.943423	1.10117	0.983954	1.30705	1.13572	1.10223
TWAS21010316	0.83895	0.21922	0.88546	0.50634	0.23894	1.066824	1.072968	0.978284	0.80549	0.914273	0.73833	0.48541	0.940058	0.53119	0.53594	0.84387	0.9089
TWAS21010318	0.87345	0.67016	0.86115	1.10288	0.54119	0.55113	0.69868	0.931856	0.87869	0.91623	0.976505	0.71837	0.88959	0.81082	1.10021	0.87496	0.84249
TWAS21010319	1.12655	0.85925	1.12499	1.5106	1.12823	1.13353	1.24869	1.21426	1.092691	1.13986	1.17037	0.92707	1.17959	0.907501	1.2082	1.15027	1.10676
TWAS21010321	1.12005	0.60879	1.14809	0.52021	1.18192	1.40625	1.2989	1.20418	1.053675	1.11833	1.036964	0.65384	1.16368	0.68302	1.1103	1.19843	1.15251
TWAS21010322	0.75809	0.21784	0.52707	0.44522	0.56219	1.083283	1.081039	0.79391	0.71637	0.53143	0.63521	0.46888	0.80557	0.53652	0.60542	0.53219	0.49496
TWAS21010323	1.073449	0.86996	1.059585	1.34249	1.1219	0.83451	0.80774	1.094726	1.12741	1.096867	1.17979	0.9198	1.064289	1.0016273	1.31565	0.99922031	1.1064
TWAS21010324	1.11774	0.89411	1.13674	1.3303	1.14089	0.956522	0.76921	1.055259	1.15047	1.11807	1.21919	0.913469	1.11992	0.985152	1.31004	1.15431	1.11709
TWAS21010401	1.1406	0.88591	1.1573	1.53548	1.18572	1.14779	1.3594	1.28219	1.13226	1.12004	1.24199	0.93641	1.13919	0.9927213	1.30372	1.19893	1.11192
TWAS21010402	0.926725	0.71035	0.906308	1.07573	0.53412	0.55983	0.68495	0.942457	0.9949855	0.93943	0.918185	0.70593	0.925292	0.77273	1.18049	0.88097	0.84034
TWAS21010403	0.9912511	0.69633	0.921875	1.4034	0.56491	0.80117	1.066979	1.085049	1.022748	1.021822	0.951375	0.79171	1.047943	0.86554	1.087156	0.973282	0.53742
TWAS21010404	0.89451	0.74051	0.922218	1.077645	0.52836	0.53088	0.64287	0.9989397	0.982115	1.03241	0.927493	0.77899	0.902417	0.7571	1.065424	0.85847	0.89987
TWAS21010405	0.947985	0.72263	0.922699	1.15494	0.54349	0.53258	0.71974	1.038865	1.018275	0.971111	0.967334	0.82343	0.8865	0.8545	1.20459	0.9914869	0.942372
TWAS21010406	0.86861	0.80808	0.83779	1.13582	0.56955	0.59593	0.68352	1.0046021	0.954925	0.916096	0.955321	0.923557	0.91501	0.91934	1.29504	0.93605	0.900353
TWAS21010407	0.957761	0.67291	0.83173	1.14996	0.52247	0.54231	0.6958	1.0061885	0.931968	0.948502	0.987732	0.78086	0.89063	0.83211	1.13385	0.85669	0.92164
TWAS21010408	1.11729	0.87185	1.09066	1.46271	1.11577	1.11878	1.26061	1.24291	1.092808	1.12	1.18026	0.950577	1.14896	0.930972	1.17114	1.13601	1.078207
TWAS21010409	1.12788	0.87363	1.14907	1.49689	1.18003	1.1491	1.2753	1.2533	1.10798	1.11335	1.23561	0.924029	1.13885	0.961252	1.29093	1.18953	1.10598
TWAS21010412	1.10984	0.61216	1.1488	0.51357	1.13989	1.33441	1.24954	1.16613	1.047959	1.026784	1.050279	0.72285	1.091135	0.71456	1.11658	1.16253	1.096915
TWAS21010413	0.74042	0.65669	0.50565	0.58454	0.6145	0.56423	0.59059	0.68185	0.45515	0.44961	0.67558	1.042792	0.69191	1.0089362	0.59655	0.5172	0.47486
TWAS21010414	1.11223	0.62091	1.11114	0.54772	1.17507	1.36543	1.22469	1.18296	1.067316	1.10529	1.018	0.74248	1.14547	0.70853	1.051914	1.16252	1.14272
TWAS21010416	1.11965	0.65923	1.13677	0.58233	1.19344	1.32333	1.40337	1.21685	1.10336	1.020005	1.069467	0.76139	1.094196	0.76693	0.911978	1.1806	1.10231
TWAS21010417	0.894	0.46292	0.8365	0.5008	0.399	1.052722	1.065511	1.07115	0.82319	0.919056	0.80242	0.60957	0.89294	0.56423	0.59285	0.910909	0.89599
TWAS21010419	1.12174	0.87114	1.14721	1.50088	1.15849	1.10202	1.30618	1.27135	1.10647	1.10946	1.23185	0.92712	1.1186	0.953621	1.27679	1.18087	1.095865
TWAS21010422	1.13573	0.63747	1.16159	0.51081	1.1883	1.38582	1.27877	1.18973	1.074433	1.12863	1.043345	0.71778	1.17059	0.68959	1.016398	1.20724	1.17507
TWAS21010423	1.084555	0.54653	1.099834	0.53157	1.15547	1.0094911	0.6981	0.57153	0.9973341	1.096203	0.974145	0.58882	1.10286	0.59002	0.80675	1.0088298	1.12683
TWAS21010424	0.77581	0.56521	0.52357	0.45424	0.57973	1.087338	1.072658	0.88097	0.47783	0.49996	0.58619	0.45163	0.47978	0.53077	0.56545	0.77819	0.72331
TWAS21010501	1.1235	0.89505	1.12857	1.36824	1.14813	0.976597	0.7544	1.11521	1.16791	1.13971	1.1756	1.023027	1.12665	0.946051	1.2913	1.15002	1.12663
TWAS21010502	0.52345	0.51536	0.64065	1.086687	0.53487	0.50536	0.8222	0.80537	0.42963	0.4875	0.80077	0.52169	0.40726	0.60502	0.60229	0.66748	0.46487
TWAS21010504	0.910641	0.76477	0.87179	1.3351	0.53276	0.84703	1.10683	1.029128	0.967098	0.977331	0.918185	0.78186	1.0063269	0.84826	1.15543	0.960968	0.85287
TWAS21010506	1.13211	0.89858	1.14748	1.52735	1.17257	1.18457	1.36461	1.26424	1.20254	1.12672	1.20206	0.970545	1.14639	0.967383	1.28693	1.21253	1.11101
TWAS21010507	1.11064	0.58063	1.12608	0.54937	1.16377	0.954393	0.73715	0.64332	0.9969331	1.11955	1.031859	0.6084	1.145	0.58834	0.85319	1.046761	1.16192
TWAS21010508	1.10177	0.64758	1.10738	0.47568	1.11829	1.30837	1.26133	1.11948	1.089929	1.034899	1.011625	0.76127	1.079711	0.74334	0.963911	1.16926	1.081112
TWAS21010511	1.12407	0.61653	1.15446	0.56442	1.17425	1.36473	1.40302	1.19767	1.11154	1.14565	1.030378	0.67722	1.16827	0.66675	1.15722	1.1978	1.1711
TWAS21010512	0.963641	0.65198	0.87513	1.29655	0.56227	0.83068	1.074934	1.016485	0.89601	0.970314	1.0093447	0.71919	0.914329	0.77455	1.11076	0.952482	0.84135
TWAS21010513	0.42559	0.47081	0.4995	0.5686	0.37716	0.55053	0.68807	0.55219	0.39975	0.2088	0.53726	0.54066	0.47205	0.53204	0.63883	0.52179	0.49686
TWAS21010514	0.928345	0.80696	0.956451	1.21022	0.56535	0.63108	0.69976	1.030254	0.984894	0.9907029	1.030898	0.88536	1.00788	0.86907	1.30886	0.951008	0.934083
TWAS21010515	0.85622	0.73131	0.85589	1.11473	0.55838	0.58526	1.12525	1.048714	0.88323	0.8576	0.88396	0.67235	0.920985	0.74399	1.07504	0.80812	0.74191
TWAS21010516	0.80671	0.4711	0.80494	0.50476	0.48931	0.55079	0.70207	0.51256	0.60768	0.83454	0.70753	0.54822	0.78766	0.52439	0.56591	0.55923	0.81522
TWAS21010518	1.041064	0.85024	0.988483	1.28286	1.063602	0.76514	0.74842	1.081994	1.0331	1.048536	1.14413	0.8645	1.030649	0.937272	1.2678	1.0050174	1.055665
TWAS21010519	1.12795	0.89022	1.15515	1.48322	1.18596	1.18293	1.34878	1.27012	1.17641	1.11094	1.19823	0.932111	1.11872	0.982736	1.29268	1.20433	1.10965
TWAS21010521	0.81795	0.67439	0.78655	1.081924	0.48993	0.56323	0.65577	0.907416	0.81459	0.911902	0.972928	0.77201	0.83773	0.78945	1.11518	0.80534	0.7969
TWAS21010522	1.10259	0.57013	1.12574	0.53211	1.15696	1.008427	0.69845	0.61112	0.975051	1.10485	1.0065988	0.6274	1.12814	0.64627	0.83727	1.033522	1.14683
TWAS21010523	0.983734	0.5666	0.88668	0.45536	0.57211	1.090055	1.10196	1.063882	0.87243	0.98047	0.82526	0.55086	0.9937089	0.56359	0.55365	0.9914869	0.908863
TWAS21010524	1.12474	0.902149	1.1369	1.45489	1.16623	1.14543	1.33427	1.23871	1.16866	1.13077	1.20997	0.921345	1.13717	0.971856	1.28751	1.19966	1.10646
TWAS21010602	0.975396	0.76254	0.987667	1.15939	0.41857	0.56339	0.72173	1.00164	1.016909	0.989822	0.918185	1.11163	0.8972	0.918353	1.23539	0.932739	0.89063
TWAS21010603	1.11361	0.88193	1.15069	1.49216	1.14361	1.097182	1.26685	1.25989	1.089818	1.025397	1.24551	0.920088	1.067129	1.0062277	1.24295	1.16963	1.042355
TWAS21010604	1.10491	0.63513	1.10969	0.54368	1.1775	1.33681	1.26633	1.15522	1.10731	1.11881	1.0025189	0.75137	1.1311	0.71412	1.035847	1.15032	1.14246
TWAS21010606	0.918839	0.46855	0.912796	0.45635	0.64341	1.044579	1.14642	1.042421	0.77234	0.959407	0.72887	0.50254	0.89325	0.51105	0.56808	0.926971	0.938654
TWAS21010608	1.10788	0.62771	1.1083	0.54481	1.16117	1.29321	1.21031	1.15718	1.043943	1.10652	1.006988	0.73777	1.14852	0.72204	1.016524	1.15952	1.13133
TWAS21010609	1.093392	0.6076	1.08895	0.55983	1.15434	1.33887	1.26191	1.167	1.11688	1.10764	0.9964792	0.72786	1.11729	0.71018	1.043179	1.1424	1.12883
TWAS21010613	1.11608	0.89087	1.075533	1.51704	1.14997	1.13665	1.14927	1.25586	1.13444	1.13154	1.18049	0.945716	1.12982	0.945776	1.24266	1.13952	1.1218
TWAS21010615	1.082583	0.59796	1.076903	0.51498	1.13111	1.25463	1.25137	1.15815	1.084739	1.10542	0.975784	0.72693	1.10842	0.68246	1.098496	1.1397	1.11772
TWAS21010616	1.11743	0.900086	1.12122	1.48181	1.14918	1.14212	1.35512	1.22239	1.17235	1.12283	1.17917	0.947518	1.15557	0.935501	1.2085	1.17715	1.093036
TWAS21010617	1.099882	0.89854	1.073429	1.47625	1.13068	1.077114	1.30624	1.2598	1.18365	1.097824	1.18534	1.091503	1.097548	0.951509	1.28387	1.13578	1.095151
TWAS21010618	0.51734	0.2037	0.50249	0.52876	0.51258	0.55632	0.60387	0.61807	0.47294	0.46718	0.57431	0.49995	0.51498	0.45684	0.55967	0.49556	0.4108
TWAS21010619	0.917699	0.47025	0.88325	0.52945	0.65713	0.70064	0.24737	0.22555	0.8448	0.939925	0.79562	0.50756	0.924482	0.51929	0.52907	0.53812	0.908775
TWAS21010621	1.094649	0.904382	1.07799	1.34043	1.084311	0.87857	0.75895	1.045849	1.12102	1.089488	1.21762	0.975791	1.075177	0.978306	1.29901	0.98083	1.09693
TWAS21010622	1.091922	0.58535	1.081661	0.53104	1.14307	0.89125	0.65158	0.66162	0.973697	1.10338	0.9910968	0.70864	1.11618	0.64368	0.67558	0.82219	1.1425
TWAS21010623	1.08593	0.89489	1.074437	1.49656	1.12365	1.0096517	1.36608	1.26295	1.16796	1.084563	1.20539	0.941899	1.066515	0.968093	1.28889	1.13948	1.087969
TWAS21010624	1.10301	0.88699	1.077974	1.45344	1.12988	1.033839	1.21434	1.24535	1.10135	1.094476	1.17916	0.959641	1.09712	0.973959	1.27169	1.12375	1.086918
TWAS21010701	0.89343	0.49092	0.945769	0.51321	0.59011	0.76731	0.67732	0.57782	0.84761	0.929748	0.83361	0.55938	0.918889	0.53175	0.2688	0.77833	0.922359
TWAS21010702	1.13102	0.910579	1.1142	1.53007	1.1846	1.13305	1.31186	1.28556	1.19644	1.1117	1.19878	0.956443	1.11294	1.019926	1.33693	1.19808	1.13196
TWAS21010703	0.52103	0.48418	0.53998	0.58981	0.57378	0.50586	0.62532	0.56043	0.41465	0.4096	0.51389	0.47074	0.51865	0.22588	0.51975	0.52186	0.44867
TWAS21010704	0.80833	0.44926	0.71246	0.55341	0.56095	0.55683	0.47694	0.22528	0.76185	0.85031	0.67929	0.52325	0.52478	0.53534	0.52589	0.55352	0.87545
TWAS21010705	1.11881	0.63068	1.1186	0.56876	1.1749	1.37584	1.28021	1.16128	1.11665	1.12089	0.99949478	0.73446	1.14714	0.71498	1.1103	1.19005	1.15463
TWAS21010706	0.49689	0.52315	0.52721	0.44534	0.52363	0.527	0.7216	0.51947	0.43198	0.42672	0.55959	0.49041	0.51011	0.52877	0.57708	0.62663	0.45068
TWAS21010707	1.12396	0.62066	1.084906	0.50093	1.16745	1.34689	1.22657	1.20327	1.065902	1.14616	0.9968126	0.74479	1.16916	0.70014	0.60389	1.15489	1.15998
TWAS21010708	1.12452	0.89493	1.13902	1.33619	1.1654	0.973446	0.79204	1.065544	1.15751	1.11597	1.21751	0.938955	1.11158	0.980492	1.3026	1.16715	1.11791
TWAS21010711	0.6089	0.60687	0.49147	0.60179	0.50134	0.23557	0.69016	0.77351	0.44239	0.437	0.75389	0.934844	0.58326	1.0011608	0.55451	0.35699	0.47868
TWAS21010712	1.077196	0.89244	1.085169	1.48419	1.090016	0.9925196	1.32026	1.26338	1.13018	0.99907358	1.20886	0.911997	1.028388	1.011647	1.25368	1.12993	1.035595
TWAS21010714	0.918283	0.48097	0.901804	0.51242	0.56533	1.011574	1.087234	1.046947	0.82317	0.944499	0.77299	0.55654	1.016555	0.22317	0.71722	0.913519	0.973156
TWAS21010715	1.11212	0.89018	1.10654	1.36316	1.12962	0.915172	0.75135	1.12722	1.10779	1.1059	1.22223	0.973931	1.10823	1.0042647	1.31239	1.067247	1.11363
TWAS21010716	0.901346	0.68758	0.82413	1.15181	0.46037	0.55776	1.048796	1.031777	0.930801	0.87165	1.058992	0.78917	0.51229	0.7986	1.11824	0.84457	0.84677
TWAS21010717	1.050154	0.87727	1.041901	1.3168	1.098465	0.75876	0.74828	1.084375	1.16013	1.088322	1.11144	0.951414	1.046095	0.95351	1.21515	0.904837	1.065855
TWAS21010718	0.49412	0.56417	0.40679	0.56483	0.41496	0.5719	0.64276	0.56119	0.50521	0.49905	0.60163	0.53405	0.51936	0.46122	0.55128	0.56511	0.47589
TWAS21010719	1.10327	0.901623	1.094908	1.43384	1.14497	1.083876	1.16255	1.23776	1.17362	1.096668	1.19021	0.919838	1.10379	0.983607	1.29044	1.14334	1.1031
TWAS21010721	1.097762	0.55392	1.11128	0.60659	1.15559	1.048438	0.6128	0.63842	1.018175	1.10734	1.00045394	0.58321	1.1268	0.60036	0.81064	1.0085165	1.15496
TWAS21010722	1.094866	0.8952	1.092155	1.32707	1.14059	0.85958	0.7579	1.095808	1.1383	1.085366	1.18395	0.921476	1.060713	0.9961203	1.31512	1.053817	1.095391
TWAS21010723	0.57316	0.48595	0.40249	0.59196	0.47163	0.56232	0.68825	0.5233	0.56333	0.49378	0.56012	0.54271	0.43141	0.52421	0.59153	0.52377	0.43418
TWAS21010724	1.091167	0.901095	1.075085	1.32352	1.1061	0.86249	0.78297	1.072141	1.14281	1.084907	1.1999	1.033682	1.074721	0.9968498	1.30229	1.003325	1.097797
TWAS21010801	0.50034	0.54375	0.49961	0.45912	0.56885	0.5433	0.89188	0.68787	0.52376	0.38297	0.55577	0.39739	0.55461	0.4193	0.42305	0.48793	0.4195
TWAS21010802	0.52357	0.56516	0.53175	0.63987	0.52712	0.51916	0.5846	0.69952	0.77016	0.47281	0.64349	0.53593	0.62582	0.61009	0.966701	0.64578	0.50585
TWAS21010803	1.10358	0.64149	1.11489	0.49207	1.10553	1.27766	1.16848	1.16619	1.025415	1.041831	1.019053	0.76532	1.086535	0.74178	0.88802	1.15001	1.075871
TWAS21010806	1.11544	0.84007	1.084474	1.37363	1.14537	1.29365	1.17364	1.2154	1.16417	1.12806	1.14669	0.947324	1.15293	0.908093	1.14254	1.15567	1.1309
TWAS21010807	1.12445	0.6283	1.11117	0.59207	1.18201	1.36764	1.20587	1.19656	1.062816	1.12865	1.032099	0.75182	1.16413	0.72177	0.966574	1.18727	1.15428
TWAS21010813	1.12325	0.63422	1.16176	0.55325	1.15846	1.315	1.26529	1.18379	1.063	1.021663	1.054268	0.72677	1.10102	0.73734	0.919332	1.15182	1.085195
TWAS21010815	1.13244	0.61776	1.15799	0.55838	1.18296	1.38582	1.32048	1.20011	1.063943	1.13903	1.047262	0.69442	1.16889	0.71304	1.079155	1.19219	1.16455
TWAS21010816	1.13121	0.912082	1.1467	1.48426	1.19464	1.16646	1.36776	1.27867	1.19135	1.12119	1.1912	0.928914	1.11298	0.988416	1.31169	1.18976	1.090029
TWAS21010817	1.13238	0.88401	1.15415	1.49531	1.17965	1.12652	1.24925	1.25265	1.11924	1.11874	1.18415	0.914876	1.14514	0.98018	1.28497	1.19598	1.10245
TWAS21010818	0.51231	0.70085	0.4976	0.48283	0.24695	0.4974	0.59801	0.22688	0.46834	0.46264	0.59387	0.48005	0.55466	0.54398	0.55422	0.51313	0.4068
TWAS21010819	1.021683	0.5313	1.018979	0.53596	1.060349	0.76038	0.69139	0.6342	0.946951	1.057661	0.963482	0.62122	1.068059	0.60911	0.66649	0.77402	1.044274
TWAS21010821	0.8132	0.67159	0.79428	1.079413	0.23682	0.57607	0.25456	0.8853	0.78354	0.45673	0.85952	1.030396	0.46424	0.86943	1.14083	0.52539	0.53847
TWAS21010822	1.063872	0.60829	1.074278	0.53015	1.11742	1.25891	1.19805	1.14347	1.063215	1.081036	0.9949486	0.71074	1.082332	0.6677	1.047691	1.14669	1.10466
TWAS21010823	1.10558	0.90012	1.096928	1.33168	1.13182	0.88398	0.74923	1.10408	1.096572	1.11134	1.21505	0.964961	1.11041	0.979558	1.30212	1.058909	1.10307
TWAS21010824	1.090951	0.62654	1.11	0.61623	1.12285	0.948846	0.63528	0.22254	0.989419	1.021352	0.988254	0.61604	1.060627	0.67562	0.81996	1.028374	1.085542
TWAS21010901	1.055508	0.61057	1.065099	0.52587	1.10824	0.87608	0.68437	0.51993	0.9981427	1.01961	0.948147	0.69746	1.019719	0.72497	0.7153	0.84092	1.072553
TWAS21010902	0.913071	0.48309	0.88214	0.50303	0.54299	1.16298	1.28012	1.024678	1.035731	0.946326	0.80913	0.49446	0.926013	0.53713	0.51337	0.917138	0.85533
TWAS21010903	1.064163	0.57685	1.10031	0.50823	1.12609	1.028892	0.61006	0.55968	1.00054947	1.080798	0.908104	0.59073	1.097996	0.62624	0.7486	0.905816	1.10834
TWAS21010904	1.054778	0.85201	1.026887	1.31253	1.066892	0.75575	0.77117	1.088019	1.047202	1.080956	1.17539	0.924036	1.065899	0.958476	1.29004	1.012589	1.068489
TWAS21010906	1.13553	0.63678	1.1624	0.54419	1.19509	1.39325	1.27395	1.19115	1.069167	1.13027	1.049129	0.7054	1.16529	0.70647	1.0024698	1.19739	1.16278
TWAS21010909	0.7604	0.57878	0.74065	1.13623	0.37889	0.58587	0.78871	0.966961	0.40157	0.76527	0.77632	0.64771	0.52521	0.68621	0.88617	0.68327	0.64696
TWAS21010911	1.12553	0.63147	1.14191	0.55571	1.19218	1.3828	1.3681	1.16705	1.10017	1.12721	1.034221	0.69922	1.14759	0.65494	1.16754	1.19155	1.1542
TWAS21010912	0.52353	0.43829	0.5147	0.42954	0.56253	0.52421	0.68556	0.62561	0.4786	0.51271	0.43311	0.53201	0.49201	0.55022	0.54608	0.48827	0.49932
TWAS21010913	1.11969	0.85912	1.14608	1.50433	1.14724	1.12349	1.33071	1.24255	1.07907	1.11619	1.24059	0.917492	1.12686	0.945993	1.29444	1.16271	1.10233
TWAS21010914	1.087129	0.87787	1.079707	1.33097	1.10597	0.88499	0.71906	1.1052	1.10976	1.086502	1.20374	0.931328	1.064806	0.98469	1.29179	1.002084	1.086945
TWAS21010915	1.068693	0.8645	1.089572	1.32849	1.076575	0.78923	0.7325	1.10017	1.02653	1.0074044	1.21317	0.9911002	1.0055883	0.978633	1.23162	1.036529	1.03509
TWAS21010916	0.50479	0.44224	0.53171	0.54648	0.37903	0.51912	0.75526	0.5239	0.40173	0.59877	0.57769	0.52388	0.50248	0.5463	0.26919	0.56774	0.43468
TWAS21010917	0.89317	0.46133	0.901994	0.54955	0.22788	0.65647	0.58571	0.58906	0.76554	0.971111	0.82973	0.48579	0.967522	0.48665	0.53637	0.73878	0.989742
TWAS21010918	0.87428	0.73545	0.917145	1.076285	0.52901	0.50632	0.773	0.988204	0.86556	0.918108	0.983618	0.69906	0.85274	1.51562	1.06294	0.81221	0.86585
TWAS21010919	1.090649	0.86945	1.062995	1.5366	1.12719	1.041467	1.27563	1.26035	1.1145	1.10222	1.21797	0.914804	1.086863	0.970805	1.28685	1.12929	1.090063
