CTRL_alpha	itraconazole_alpha	methotrexate_alpha	tamoxifen_alpha	beauvericin_alpha	benomyl_alpha	bisantrene_alpha	camptothecin_alpha	cisplatin_alpha	colchicine_alpha	cycloheximide_alpha	fluconazole_alpha	imatinib_alpha	ketoconazole_alpha	miconazole_alpha	mitoxantrone_alpha	valinomycin_alpha
TWAS21191511	0.903504	0.927806	0.942087	1.25987	0.5738	0.8952	0.928224	0.9976731	0.923306	0.941236	0.958968	0.78043	1.0020095	0.88563	1.24593	0.924159	0.922603
TWAS21191512	1.046385	0.80648	1.076475	0.6526	1.19346	0.85673	0.65635	0.70304	0.9989461	1.10805	0.9970413	0.75847	1.087157	0.76504	0.6388	0.924812	1.052833
TWAS21191513	1.040744	0.84018	1.11975	0.56244	1.082378	1.17279	1.024254	1.058744	0.936157	1.071431	0.94296	0.67363	1.028119	0.63005	0.54823	1.073523	1.089866
TWAS21191514	0.922744	0.54398	1.016839	0.54924	0.54838	0.81712	0.55414	0.51153	0.77139	1.0076231	0.79421	0.57064	0.990573	0.21887	0.50846	0.87741	0.960307
TWAS21191515	0.991336	0.966774	1.018552	1.15246	0.59035	0.72493	0.68055	0.978206	0.95596	1.040706	1.072088	0.83944	1.019938	0.986112	1.36089	1.024733	0.951547
TWAS21191516	1.052413	0.904802	1.087657	1.26879	1.16077	1.061422	1.02325	1.10716	0.9943881	1.090108	1.099534	0.81381	1.064978	0.915432	1.31611	1.028668	1.024867
TWAS21191517	1.054778	0.78917	1.047872	0.26546	1.17379	1.21537	0.973235	1.071669	1.05013	1.070199	0.987186	0.73472	1.063743	0.75733	0.59567	1.062709	1.075742
TWAS21191518	1.039406	0.955989	1.042082	0.62756	0.63011	1.24712	1.17728	1.093068	0.963786	1.075281	0.956051	0.61988	1.082362	0.6226	0.55425	1.063147	1.052293
TWAS21191522	1.065129	1.08346	1.084873	1.33491	1.19142	1.015358	1.042701	1.16124	1.058401	1.079917	1.14075	0.88501	1.086689	1.062441	1.33816	1.040184	1.064146
TWAS21191603	1.065922	0.85019	1.074639	0.61859	1.16656	1.2053	1.082546	1.079672	0.987347	1.094769	0.9917346	0.70887	1.072988	0.66977	0.59032	1.082641	1.098241
TWAS21191608	0.4784	0.40513	0.41576	0.58138	0.50037	0.50215	0.5693	0.58206	0.464	0.6477	0.48752	0.49211	0.62166	0.42243	0.40789	0.47451	0.44682
TWAS21191611	1.05529	0.73513	1.067403	0.59856	1.17125	1.22116	1.16536	1.097645	1.05367	1.053621	0.981503	0.72051	1.058934	0.71632	0.58262	1.066199	1.068024
TWAS21191612	1.059167	0.967679	1.060347	1.36416	1.16168	1.10306	1.11553	1.14961	1.081771	1.091442	1.11772	0.89669	1.057797	1.0087595	1.30175	1.083074	1.032818
TWAS21191613	1.059123	0.954725	1.066898	1.34661	1.15649	1.056787	1.017935	1.13551	1.02611	1.079575	1.12031	0.8502	1.056255	1.0029828	1.29727	1.077065	1.032506
TWAS21191615	0.46461	0.45195	0.41877	0.53997	0.40458	0.69179	0.74816	0.73252	0.49504	0.82716	0.53399	0.50211	0.41871	0.47126	0.37884	0.44072	0.69482
TWAS21191617	1.05752	1.011298	1.11354	1.20149	1.1628	0.8829	0.72609	1.0073276	1.025561	1.11444	1.12513	0.85841	1.094853	1.027352	1.32426	1.022708	1.049871
TWAS21191622	0.944714	0.71201	0.87265	0.59524	0.63309	1.075611	1.034878	1.041498	0.88265	1.017214	0.85495	0.68228	1.028031	0.5719	0.51511	0.964589	0.966129
TWAS21200103	1.058134	0.86783	1.075737	0.62033	1.16338	1.21051	1.046165	1.085155	0.9944819	1.069474	0.9924159	0.70235	1.070326	0.66041	0.70131	1.062679	1.08134
TWAS21200104	1.04259	0.963369	1.028385	1.19933	1.12164	0.87642	0.67471	1.012389	1.014329	1.066306	1.12026	0.84452	1.035363	1.021958	1.3087	1.044897	1.060384
TWAS21200105	0.937296	0.23082	0.964684	0.58841	0.6146	1.065198	0.88909	0.959195	0.8808	1.0099988	0.88854	0.60824	1.016784	0.54821	0.59841	0.976858	0.963954
TWAS21200106	1.070867	1.069948	1.11491	1.21181	1.16913	0.903954	0.71214	1.029396	1.031056	1.1115	1.15141	0.86235	1.073052	1.021368	1.31508	1.034817	1.047323
TWAS21200107	0.74301	0.934549	0.70072	0.99623	0.48714	0.48888	0.55453	0.84701	0.77441	0.88137	0.83897	1.054569	0.4389	1.24486	1.14008	0.83577	0.49969
TWAS21200108	1.050145	0.83451	1.041387	0.59624	1.16604	1.16241	1.00447	1.094559	1.0015028	1.053368	0.989966	0.72271	1.067103	0.69742	0.56925	1.062365	1.064107
TWAS21200109	1.022125	0.959049	1.059431	1.14548	1.029964	0.87086	0.69794	0.985047	0.960369	1.027726	1.097375	0.86929	0.972573	1.0062263	1.28922	1.025552	1.049526
TWAS21200111	0.88081	0.73071	0.85772	0.61345	0.60673	0.77645	0.58179	0.61913	0.87006	0.952678	0.84518	0.57508	0.960829	0.54195	0.50625	0.80125	0.953506
TWAS21200112	1.069983	0.70525	1.12683	0.63459	1.19499	1.22855	1.07345	1.0851	0.985868	1.13806	1.026929	0.75447	1.086801	0.72914	0.57256	1.049394	1.092151
TWAS21200114	1.052398	0.81089	1.046156	0.60196	1.1704	1.20144	1.0092296	1.070513	1.06042	1.073786	0.976993	0.72718	1.059611	0.75612	0.59626	1.074865	1.076339
TWAS21200115	1.0079	0.981632	0.971804	1.36241	0.62469	0.9988769	0.978745	1.1677	1.006596	1.015771	1.086718	0.85591	1.032084	1.0061076	1.37064	1.015745	0.988638
TWAS21200116	1.042069	0.92671	1.11924	1.17339	1.073757	0.963563	0.64224	0.88056	0.9835	1.055627	1.12206	0.81519	0.9901797	0.93216	1.26325	1.053513	1.029034
TWAS21200117	1.006453	0.963186	1.041349	1.37481	0.6344	1.10314	1.046383	1.17156	1.0049151	1.056652	1.081579	0.84701	1.027703	0.977434	1.35955	1.040185	0.962734
TWAS21200118	0.921462	0.72888	0.966641	0.49903	0.58239	1.15277	1.34563	1.045106	0.9947411	1.037903	0.91945	0.5746	1.054073	0.21588	0.4716	0.9928592	1.099898
TWAS21200119	1.071414	0.937393	1.085573	1.35912	1.17554	1.084884	1.076999	1.1961	1.042391	1.076263	1.1352	0.85658	1.064944	0.98626	1.29695	1.079542	1.045173
TWAS21200122	0.952823	0.74563	0.988202	0.60043	0.56723	1.14133	1.088069	1.067533	0.925553	1.042382	0.87865	0.57981	1.051307	0.56321	0.48656	1.0062506	0.983365
TWAS21200203	1.054937	1.12114	1.066824	1.21383	1.16286	0.88153	0.71871	1.033094	1.021671	1.057162	1.13111	0.8773	1.047495	1.056978	1.34112	1.029787	1.037053
TWAS21200204	0.85234	0.935335	0.84585	1.14293	0.57813	0.74231	0.963915	0.935247	0.86348	0.942028	0.917417	0.79005	0.952313	0.951483	1.21723	0.88718	0.83502
TWAS21200205	1.014868	0.92165	1.070789	1.3455	1.041952	1.048302	0.9913261	1.17749	0.968124	1.03741	1.075011	0.82475	0.9904414	0.957798	1.23947	1.045493	1.030047
TWAS21200206	1.055259	0.9907291	1.066801	1.19937	1.14333	0.906433	0.68852	0.975211	1.074814	1.051427	1.12134	1.24884	1.046931	1.24595	1.32413	1.062763	1.05276
TWAS21200207	1.067658	0.9388	1.097109	1.29493	1.18109	1.10165	1.015076	1.11578	1.025422	1.091891	1.10471	0.82973	1.071356	0.915891	1.32584	1.040107	1.026422
TWAS21200208	0.94902	0.84672	0.946922	0.51959	0.52358	1.10672	1.10554	0.958444	0.945628	1.025006	0.89136	0.58383	1.0043086	0.60501	0.46002	0.965491	0.957137
TWAS21200209	1.070472	0.984417	1.11054	1.32685	1.17447	1.093787	1.06662	1.12755	1.032533	1.11294	1.12209	0.8608	1.076055	1.019307	1.31494	1.038821	1.045217
TWAS21200212	0.49011	0.946304	0.42593	1.020345	0.44625	0.58592	0.72484	0.80858	0.44877	0.38361	0.48156	0.83593	0.50086	0.89432	0.974433	0.48612	0.45775
TWAS21200213	1.035013	0.9967704	1.082532	1.34658	0.64198	0.9936706	1.13961	1.12234	1.092178	1.066691	1.10038	0.88896	1.07258	1.025253	1.35308	1.033398	0.958458
TWAS21200214	0.88239	0.8927	0.8577	1.18638	0.54456	0.80149	1.0074139	0.935781	0.87426	0.959823	0.87797	0.74532	0.915785	0.921187	1.16611	0.907711	0.87694
TWAS21200216	1.052861	0.932334	1.11525	1.35452	1.10504	1.078065	1.074069	1.17952	1.051086	1.057693	1.11063	0.83084	1.01216	0.961434	1.27053	1.085797	1.025277
TWAS21200217	0.948148	0.56955	0.973356	0.63436	0.58887	1.077057	1.097232	1.012151	0.906598	0.973314	0.907841	0.59637	1.048468	0.5494	0.44751	0.979142	0.963526
TWAS21200218	1.0016021	0.84332	0.943087	0.27106	0.66208	1.17232	1.065528	1.065657	0.95015	1.048259	0.908637	0.66722	1.050472	0.62775	0.51055	1.019104	1.032412
TWAS21200221	0.81018	0.44569	0.79023	0.52566	0.56508	0.5094	0.85367	0.89196	0.65776	0.8571	0.68874	0.55735	0.71929	0.46473	0.44872	0.78073	0.60943
TWAS21200302	1.057035	0.67485	1.092324	0.69301	1.17477	1.0077968	0.62741	0.68119	1.0088499	1.11402	0.989849	0.74095	1.078144	0.70885	0.30111	0.988339	1.096207
TWAS21200303	1.06747	1.10145	1.095086	1.34656	1.17492	1.068514	1.033848	1.13273	1.06097	1.098077	1.13841	0.88857	1.085465	1.10909	1.33204	1.019344	1.042992
TWAS21200304	1.061488	0.924272	1.12258	0.55506	1.090421	1.16301	0.9972412	1.031149	0.934765	1.071362	0.929725	0.70099	1.054159	0.64219	0.50188	1.072332	1.091963
TWAS21200305	0.9902555	0.937326	1.011842	1.16554	0.57519	0.79593	0.69197	0.981691	1.010565	1.071342	1.052626	0.83662	0.9978573	0.988955	1.349	1.0094905	0.969938
TWAS21200306	0.47321	0.41157	0.44165	0.51417	0.50833	0.79932	0.69461	0.67276	0.4993	0.50195	0.49528	0.53474	0.45799	0.3736	0.41437	0.48206	0.45392
TWAS21200309	0.46078	0.34889	0.43005	0.50067	0.40681	0.54631	0.52154	0.48416	0.459	0.48877	0.49737	0.48681	0.44596	0.41788	0.40349	0.4972	0.47934
TWAS21200311	1.0043214	0.57202	1.056051	0.66869	0.65437	0.987857	0.63388	0.66046	0.912008	1.022628	0.946169	0.61116	1.046346	0.60392	0.4507	0.919366	1.010781
TWAS21200312	0.901186	0.85963	0.85992	1.22461	0.52338	0.74088	0.919174	0.985901	0.89746	0.970707	0.88755	0.7265	0.958188	0.87785	1.21432	0.957307	0.922469
TWAS21200313	0.932437	0.978894	0.88389	1.31554	0.45176	0.967526	1.067707	1.097396	1.01104	1.034289	0.99908706	0.82081	1.0044184	1.015908	1.29068	0.952624	0.967891
TWAS21200315	1.015397	0.924436	1.025281	0.62966	0.60433	1.24402	1.2383	1.066933	1.032411	1.067358	0.942396	0.67703	1.066488	0.59742	0.53623	1.04668	1.039914
TWAS21200316	1.076867	0.952407	1.094487	1.35318	1.17827	1.11682	1.022737	1.15002	1.051714	1.056218	1.13455	0.85426	1.068189	1.018659	1.32432	1.06255	1.037888
TWAS21200317	1.040565	1.0021107	1.025325	1.17784	1.1198	0.82293	0.69439	1.0049778	1.017764	1.063909	1.11349	0.8567	1.020016	1.05068	1.31981	1.045484	1.054756
TWAS21200319	1.042868	1.0057596	1.022833	1.20705	1.12394	0.892	0.68426	1.042575	1.031146	1.049759	1.11986	0.8767	1.035906	1.039261	1.3473	1.042305	1.062046
TWAS21200321	1.067061	0.87259	1.063177	0.63293	1.15907	1.21711	1.044564	1.064444	0.970229	1.095316	0.992849	0.71406	1.06943	0.68426	0.59009	1.085601	1.1052
TWAS21200324	1.059678	1.0011408	1.049833	1.34404	1.1736	1.084308	1.033336	1.18746	1.11644	1.049264	1.13439	0.88451	1.054322	1.060317	1.33346	1.06542	1.050776
TWAS21200402	1.032626	0.962968	1.090934	1.36256	1.067531	1.077629	1.057361	1.19922	1.02298	1.036699	1.10443	0.84499	1.0022858	1.001171	1.30108	1.069597	1.062171
TWAS21200404	0.67761	0.40051	0.51777	0.2618	0.45028	0.69184	0.8847	0.82474	0.49746	0.42523	0.64169	0.48486	0.51195	0.43668	0.40323	0.81102	0.44172
TWAS21200409	1.015259	0.922635	1.075883	1.33658	0.62198	0.927224	0.99963561	1.11712	0.9982368	1.051704	1.090171	0.82971	1.051091	0.944862	1.33508	1.0067214	0.954168
TWAS21200412	1.068147	1.10658	1.10604	1.21929	1.18051	0.913759	0.74777	1.029972	1.098327	1.1079	1.13562	0.88337	1.086909	1.055855	1.33942	1.053045	1.066478
TWAS21200413	1.056229	0.969375	1.046993	1.36299	1.15651	1.053907	1.035561	1.16598	1.056083	1.074892	1.1289	0.86548	1.039824	1.029764	1.31918	1.074329	1.071424
TWAS21200417	1.066301	0.933316	1.075263	1.35503	1.15867	1.063309	1.022701	1.16984	1.028805	1.06992	1.13023	0.85187	1.067515	0.97909	1.27941	1.069911	1.032548
TWAS21200419	0.912876	0.910201	0.9921231	1.37049	0.48972	0.951606	1.030522	1.04179	0.929596	0.987117	0.974511	0.77984	0.959471	0.89467	1.25403	0.946141	0.89469
TWAS21200424	1.058046	0.938921	1.067381	1.34665	1.14096	1.060341	1.050733	1.14138	1.010488	1.08228	1.12317	0.83921	1.052074	0.964367	1.28164	1.070517	1.046377
TWAS21200501	1.03018	0.971142	1.050364	1.39026	0.6343	1.026353	1.023188	1.14313	1.040658	1.057256	1.088253	0.853	1.046206	1.0096224	1.36307	1.057605	0.978872
TWAS21200502	1.057591	0.947965	1.079777	1.35982	1.16604	1.061157	1.090436	1.18812	1.042871	1.040493	1.13385	0.87921	1.069881	0.9936998	1.30861	1.058217	1.046365
TWAS21200504	1.043149	1.02361	1.033651	1.21028	1.1365	0.87967	0.69116	1.027757	1.029796	1.024081	1.12109	0.88209	1.023922	1.072366	1.34564	1.025844	1.045314
TWAS21200505	0.939271	0.987009	0.87282	1.085456	0.44441	0.69257	0.65542	0.950582	0.934686	1.018869	1.010844	0.81649	0.987839	0.978374	1.33577	0.970059	0.957106
TWAS21200506	1.068571	0.975599	1.095449	1.3678	1.18466	1.1047	1.010006	1.17329	1.048052	1.07969	1.14416	0.86889	1.044083	1.0040633	1.31663	1.076452	1.036147
TWAS21200507	1.05266	0.9918747	1.077387	1.381	1.16912	1.076145	1.11295	1.20175	1.046917	1.070959	1.13227	0.86386	1.044933	1.03331	1.31881	1.075582	1.055754
TWAS21200508	0.921621	0.86269	0.951403	0.27165	0.62341	0.915129	0.60135	0.54398	0.86597	1.011758	0.85444	0.54695	1.036401	0.20481	0.56334	0.88585	0.97532
TWAS21200511	1.04436	0.906733	1.04816	1.2807	1.13613	1.081585	0.9934735	1.056072	1.0019581	1.082303	1.086828	0.76989	1.036835	0.81503	1.31216	1.055635	1.038027
TWAS21200512	1.050656	0.988332	1.044351	1.20894	1.14812	0.87818	0.73733	1.014686	1.084183	1.042368	1.12454	0.87155	1.025713	1.062143	1.32401	1.042331	1.0549
TWAS21200513	1.054576	1.0080106	1.072481	0.65048	1.16967	0.937099	0.60157	0.6427	0.939141	1.065746	0.987298	0.70303	1.084234	0.61789	0.60131	0.986215	1.068566
TWAS21200514	1.047215	0.89339	1.051832	0.58635	1.15875	1.0031799	0.64099	0.64344	0.988336	1.065216	0.974487	0.70606	1.048011	0.63629	0.61292	0.983842	1.058161
TWAS21200515	1.023307	0.85722	1.070723	0.5544	1.067845	0.86213	0.55774	0.60154	0.921441	1.074119	0.900197	0.68087	0.985835	0.63428	0.57166	0.945422	1.074703
TWAS21200516	1.047141	1.12316	1.059704	1.21975	1.14911	0.82744	0.74528	1.044793	1.038786	1.08557	1.11475	0.87613	1.057311	1.068291	1.348	1.013407	1.058603
TWAS21200517	1.067071	0.84787	1.061569	0.65212	1.18716	1.1885	1.013111	1.12417	0.998821	1.05699	1.019531	0.74402	1.06924	0.73016	0.73646	1.090096	1.073276
TWAS21200518	1.063332	0.904313	1.049146	1.37616	1.13356	1.062521	1.011648	1.15756	1.039537	1.169	1.15942	0.83821	1.063434	0.937388	1.24177	1.085533	1.078932
TWAS21200519	1.056221	0.987967	1.058666	1.19702	1.14596	0.916686	0.70685	0.968136	1.092544	1.063839	1.126	0.8719	1.035604	1.025276	1.321	1.064474	1.059878
TWAS21200521	1.059198	1.091123	1.0946	1.232	1.16673	0.95448	0.74522	1.037226	1.08328	1.093639	1.13228	0.88549	1.049056	1.061373	1.35067	1.024675	1.053299
TWAS21200523	0.89338	0.7249	0.8827	0.53922	0.5331	1.067862	1.10071	0.961212	0.89317	0.9938377	0.87993	0.55672	0.978618	0.51534	0.47739	0.959085	0.99821
TWAS21200524	1.057188	1.094612	1.07516	1.32921	1.15289	1.061563	1.11199	1.13748	1.093472	1.11242	1.13066	0.89221	1.04863	1.076173	1.35183	1.035832	1.073493
TWAS21200602	1.03813	0.86949	1.028178	1.27218	1.10275	1.05249	0.956436	1.11099	0.971435	1.08321	1.086232	0.76308	1.043625	0.80665	1.27802	1.043081	1.036478
TWAS21200604	1.07044	0.963529	1.078131	1.36366	1.16099	1.10077	1.055517	1.17303	1.05172	1.064552	1.13496	0.86203	1.062027	0.99975612	1.30583	1.080551	1.033286
TWAS21200606	1.03458	0.82381	1.028766	0.61317	1.14165	0.921955	0.62103	0.61018	0.983215	1.057699	0.938454	0.70494	1.037561	0.68208	0.60715	0.915495	1.062317
TWAS21200611	1.066789	1.0039358	1.085294	1.33047	1.18039	1.087803	1.04691	1.14755	1.097141	1.099701	1.12785	0.88422	1.060595	1.060415	1.3272	1.025575	1.038726
TWAS21200612	1.049533	0.911157	1.12824	0.52667	1.081697	1.1695	1.019281	1.051126	0.947568	1.061236	0.945263	0.68993	1.036015	0.63151	0.57341	1.067558	1.089951
TWAS21200615	1.073835	0.80525	1.12084	0.66323	1.21968	1.2316	1.090086	1.11001	1.026029	1.092063	1.031386	0.75011	1.10422	0.72785	0.70664	1.063652	1.084005
TWAS21200617	0.71567	0.45414	0.51359	0.59325	0.59162	0.55719	0.53045	0.56869	0.59299	0.48217	0.50394	0.46892	0.50536	0.44707	0.45724	0.49049	0.75345
TWAS21200619	1.047699	0.68062	1.073771	0.62979	1.17228	0.951448	0.65695	0.68042	0.973951	1.080671	0.9949393	0.7387	1.064303	0.69935	0.59265	0.925778	1.058192
TWAS21200621	1.063474	0.78417	1.097041	0.6539	1.19296	1.25213	1.079818	1.083625	1.067318	1.13792	1.01559	0.76859	1.085934	0.80178	0.56145	1.046768	1.077898
TWAS21200701	1.022865	1.037728	1.048418	1.2095	0.60227	0.84038	0.68907	1.014616	1.1039	1.08181	1.11258	0.8716	1.044386	1.026818	1.40081	1.013548	0.9987845
TWAS21200702	1.057826	0.975712	1.073145	1.23112	1.15411	0.905605	0.66441	1.009099	1.099567	1.061191	1.13575	0.85754	1.044169	1.023275	1.33182	1.056589	1.054396
TWAS21200703	0.9945896	0.952298	0.975434	1.29252	0.62511	0.88729	1.027965	1.07154	1.02313	1.03193	0.988732	0.77538	1.0041434	0.916279	1.27119	1.0030971	0.921823
TWAS21200705	0.47008	0.912009	0.42585	1.060098	0.42122	0.49592	0.76241	0.84338	0.44869	0.50608	0.72204	0.74108	0.40198	0.929515	1.020687	0.42311	0.47855
TWAS21200706	1.021994	0.934899	1.076774	0.51536	1.065758	0.917571	0.53964	0.51186	0.91061	1.031541	0.917914	0.69663	0.984655	0.63175	0.54803	0.941132	1.049803
TWAS21200707	1.007117	0.961337	1.032135	1.36998	0.61852	0.985036	1.070695	1.12416	1.061117	1.041946	1.064299	0.83762	1.03296	1.33281	1.3462	1.023945	0.94862
TWAS21200708	1.060046	0.944458	1.077599	1.36583	1.16584	1.097395	1.016809	1.15433	1.041881	1.077143	1.12163	0.84521	1.059524	0.977049	1.29246	1.069667	1.036623
TWAS21200709	0.970172	0.957779	0.985766	1.16118	0.21879	0.77227	0.64329	0.967375	1.022788	1.077427	1.043952	0.87024	1.00069174	1.0044193	1.37172	0.9912665	0.964237
TWAS21200711	1.029374	1.032237	1.085115	1.32885	0.63659	1.03631	1.088927	1.10889	1.055472	1.061377	1.097739	1.0007403	1.046164	1.019643	1.38397	0.9971042	0.985831
TWAS21200712	1.015684	0.839	1.027453	0.61959	0.63313	1.2394	1.40773	1.094132	0.9900137	1.05601	0.921828	0.61366	1.051033	0.5638	0.45917	1.060401	1.029972
TWAS21200713	1.038144	0.83451	1.040649	0.60856	1.14762	0.933332	0.61918	0.62854	0.984112	1.04906	0.962834	0.70918	1.036421	0.70054	0.61451	0.935391	1.061036
TWAS21200714	1.06335	0.905	1.071538	0.59706	1.18645	1.24179	1.15147	1.083254	1.044195	1.090007	1.0034887	0.71225	1.073545	0.68943	0.5635	1.092854	1.098915
TWAS21200715	1.070251	0.99976087	1.081038	1.21245	1.15601	0.8793	0.68098	0.973343	1.083453	1.082688	1.14579	0.86009	1.066298	1.0010137	1.33033	1.058098	1.068281
TWAS21200716	1.030557	0.84163	1.048076	0.64434	1.13657	0.926881	0.61962	0.646	0.925791	1.060242	0.953509	0.66831	1.045788	0.64019	0.59979	0.985941	1.071046
TWAS21200718	0.911827	0.9922344	0.86355	1.06179	0.5415	0.70259	0.6361	0.950211	0.943895	0.988854	0.983952	0.84114	0.940182	0.985942	1.3136	0.933784	0.937889
TWAS21200719	0.88946	0.919199	0.8889	1.046829	0.54029	0.60143	0.67131	0.956801	0.905364	0.983886	0.956621	0.88132	0.9903177	0.924398	1.28316	0.958811	0.9321
TWAS21200721	1.044498	0.85857	1.08509	0.50907	1.08922	1.17506	0.960125	1.041187	1.031632	1.089487	0.93628	0.7	1.040311	0.69974	0.41027	1.07368	1.086838
TWAS21200722	0.91614	0.68863	0.905336	0.58863	0.5682	1.15342	1.15798	0.9950288	0.934435	0.97144	0.87033	0.57546	1.030055	0.52453	0.5596	0.988537	0.980163
TWAS21200723	0.7776	0.53263	0.72669	0.57924	0.57659	0.904769	0.86811	0.8603	0.68305	0.906914	0.59332	0.5042	0.934077	0.48347	0.46682	0.50077	0.44518
TWAS21200724	1.058876	0.958672	1.03839	1.36001	1.14467	1.046339	1.033142	1.17381	1.033373	1.074808	1.11687	0.87011	1.047591	1.035214	1.30733	1.061308	1.051328
TWAS21200802	0.917913	0.939552	0.82492	1.10498	0.43713	0.70348	0.54876	0.84917	1.064304	0.95972	0.915268	0.77736	0.987636	0.933131	1.19775	0.912637	0.89759
TWAS21200803	1.008467	1.10235	1.056108	1.16877	0.60619	0.79	0.69904	1.023444	0.996428	1.029435	1.087108	0.86305	1.026897	1.02168	1.39632	1.0064881	0.962159
TWAS21200804	1.047611	0.91665	1.12435	1.16294	1.048366	0.947206	0.6491	0.916829	0.959467	1.04636	1.10243	0.8182	0.9968216	0.928441	1.2719	1.047019	1.039834
TWAS21200805	0.939507	0.545	0.925735	0.63711	0.70754	0.71505	0.62688	0.60493	0.87882	0.979675	0.86239	0.56452	1.019178	0.52225	0.42877	0.81599	0.982382
TWAS21200809	0.913651	0.67745	0.913116	0.25823	0.58026	1.1076	0.984064	0.989015	0.937458	0.9936843	0.84509	0.58908	1.011677	0.56379	0.53912	0.953385	0.940513
TWAS21200812	1.050196	0.66698	1.089905	0.64588	1.16848	0.913265	0.66254	0.70203	0.951093	1.091682	0.984867	0.70108	1.077131	0.62979	0.59752	0.9968313	1.077838
TWAS21200814	1.060021	0.82728	1.070273	0.6051	1.18096	1.22513	1.16011	1.088576	1.052442	1.080421	0.9954097	0.72397	1.080706	0.70841	0.59574	1.086296	1.08568
TWAS21200815	1.105	0.87828	1.092128	1.35892	1.22531	0.974868	1.068465	1.14299	0.9947877	1.2394	1.1659	0.87794	1.21559	0.910598	1.4013	1.026676	1.032846
TWAS21200819	1.059128	0.973402	1.055873	1.33164	1.17544	1.083279	1.060844	1.17595	1.10769	1.061992	1.12758	0.86729	1.047166	1.032056	1.3069	1.066144	1.035445
TWAS21200823	0.9911935	0.923392	1.092465	1.38693	0.54342	1.022949	1.013316	1.12373	0.911733	1.01717	1.03146	0.78542	1.0089933	0.966448	1.2957	0.9955312	0.941401
TWAS21200824	1.016809	0.95217	1.11033	1.12799	1.037811	0.87492	0.64742	0.908318	0.942464	1.068321	1.09471	0.81595	0.979311	0.941748	1.27511	1.025624	1.031748
TWAS21200901	1.071173	0.955365	1.079997	1.3774	1.15742	1.12064	1.027128	1.15444	1.052835	1.087857	1.12802	0.85526	1.062452	1.0003838	1.30845	1.095925	1.043521
TWAS21200902	1.042296	0.76837	1.11561	0.54719	1.090608	1.15469	0.976997	0.914924	0.977457	1.04992	0.938285	0.67688	1.0412	0.62319	0.51545	1.034495	1.078205
TWAS21200903	1.082997	0.91871	1.18901	1.11302	1.11992	0.7131	0.69056	0.86979	1.16166	1.0864	1.11895	0.76991	1.022092	0.88376	1.12875	1.091696	1.038962
TWAS21200904	1.064105	0.966092	1.078767	1.35243	1.17441	1.15869	1.042146	1.16133	1.11179	1.075576	1.1283	0.85165	1.062914	0.982601	1.3173	1.075383	1.028512
TWAS21200905	1.079237	0.987793	1.13576	1.33749	1.17044	1.12733	1.029847	1.12022	1.025202	1.11037	1.12982	0.8666	1.07772	1.01088	1.3365	1.049471	1.076384
TWAS21200906	1.066757	0.85831	1.08785	0.64173	1.18535	1.21204	1.11702	1.1074	0.9915263	1.05562	1.0092949	0.70785	1.07933	0.66628	0.62116	1.078322	1.087054
TWAS21200907	0.945315	0.73951	0.9784	0.62951	0.63871	0.81439	0.59821	0.63754	0.86881	1.024452	0.907742	0.58086	1.019439	0.5671	0.52367	0.901754	0.972808
TWAS21200908	0.983007	1.20716	0.962592	1.3273	0.5812	0.93584	1.11104	1.12658	1.071771	0.988813	1.074288	0.86158	1.0076848	1.023473	1.35417	1.005833	0.976965
TWAS21200911	1.06677	0.77402	1.079655	0.65685	1.18605	1.19558	1.086903	1.10895	0.9929555	1.066914	1.00139	0.73042	1.07583	0.68075	0.58639	1.063355	1.081898
TWAS21200912	1.040673	0.82728	1.041964	0.62853	1.16313	0.914085	0.6375	0.64615	0.9954266	1.095799	0.978216	0.73563	1.070732	0.72006	0.54338	0.936347	1.076686
TWAS21200914	1.039413	0.931275	1.062096	0.60911	1.14972	0.986313	0.64919	0.63521	0.93843	1.071203	0.972228	0.68177	1.049855	0.63182	0.59287	0.9926844	1.069633
TWAS21200915	1.013938	0.970757	1.078738	1.1589	0.949249	0.88917	0.64146	0.93578	0.976826	1.034704	1.075241	0.83932	0.9947438	1.077236	1.33807	1.02343	1.009239
TWAS21200916	1.041932	0.88375	1.04503	1.26925	1.13286	1.077233	0.9910866	1.10918	0.981288	1.057469	1.086036	0.78122	1.035855	0.83261	1.29565	1.053593	1.032849
TWAS21200918	0.89478	0.49618	0.927475	0.62162	0.55885	0.80599	0.5911	0.60152	0.79349	0.975738	0.81763	0.56211	0.984608	0.50082	0.47775	0.85988	0.926773
TWAS21200919	1.056092	0.947679	1.079998	1.18897	1.13054	0.968545	0.69196	1.011389	1.014191	1.058273	1.14948	0.81565	1.04146	0.977935	1.30896	1.058403	1.0559
TWAS21200921	1.0092735	1.066266	1.05743	1.18414	0.59828	0.8048	0.68169	0.984201	1.048475	1.056102	1.084986	0.84569	1.029369	0.989254	1.37008	0.9960084	0.973729
TWAS21200922	1.06867	0.79574	1.077354	0.64353	1.18649	1.2388	1.19288	1.11581	1.037001	1.066454	0.9907283	0.72435	1.079417	0.67	0.57654	1.087981	1.082836
TWAS21200923	1.023879	0.85874	1.015244	0.55826	1.12518	0.88127	0.59425	0.59619	0.963472	1.057649	0.953094	0.69075	1.029764	0.64845	0.536	0.934954	1.057272
